variant,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE,macro_ads,selection
eat_parent,4577,4577,4016,4261,0.16885187110831085,0.19497023111961,0.12907768840479134,0.9992702984852035,0.9987567546692254,0.8378567117004851,0.9990135265772144,0.8539723931881581,0.8383245698621844,0.8380906407813348
xlsr_parent,4577,4577,4016,4261,0.19837983666205783,0.12624547514258186,0.2356254530152918,0.9898414363934637,0.9985413776405966,0.8048733507358672,0.9941914070170301,0.8238051563639834,0.8395744330872061,0.8222238919115367
spear_parent,4577,4577,4016,4261,0.18808379639338588,0.145417973434328,0.17460690940575407,0.9966036034116652,0.9970437646122173,0.8244924342947153,0.9968236840119413,0.841725559266438,0.840610077671917,0.8325512559833161
xlsr_voice_eat_music,4577,4577,4016,4261,0.12955295221146834,0.12624547514258186,0.12907768840479134,0.9992702984852035,0.9987567546692254,0.871251122344312,0.9990135265772144,0.8840273627676023,0.8751003979609512,0.8731757601526315
equal_voice_pair_eat_music,4577,4577,4016,4261,0.12516250505354576,0.11578686944972526,0.12907768840479134,0.9992702984852035,0.9987567546692254,0.8755380670618447,0.9990135265772144,0.8878856130133818,0.8770961548435121,0.8763171109526784
