epoch,loss,selection,mean_objective,worst_objective,seconds,clean_voice_eer,clean_music_eer,clean_file_eer,clean_ads,paired_fast_voice_eer,paired_fast_music_eer,paired_fast_file_eer,paired_fast_ads
-1,,0.824285581339911,0.838813815724532,0.7973045746256149,0.0,0.06698029043172729,0.2040257088081544,0.0901463448955182,0.8803230568234491,0.116839507801208,0.33802944783815003,0.15583737892539692,0.7973045746256149
0,0.4514101818203926,0.8359504718758402,0.8489379387474363,0.8118308905428762,1.9050736352801323,0.07126055869728894,0.18209909620262207,0.0901463448955182,0.8860449869519965,0.116839507801208,0.2971963228902464,0.1512846220596168,0.8118308905428762
1,0.436668459015588,0.8349641728535016,0.8488485252996538,0.8091789468820758,3.2939151292666793,0.07126055869728894,0.1796550328058205,0.0866665494031286,0.8885181037172318,0.116839507801208,0.2996403862870479,0.15512207134313657,0.8091789468820758
2,0.432712490670383,0.8355875012868708,0.8487690466829644,0.8111074884084108,4.6772895604372025,0.06933246866968198,0.18209909620262207,0.0901463448955182,0.8864306049575179,0.11406324135290552,0.30086241798544877,0.15164227585074697,0.8111074884084108
3,0.4322133619959156,0.8363611167743843,0.8495541787710401,0.8118597159234524,6.0325934598222375,0.06890838045933426,0.1796550328058205,0.0901463448955182,0.8872486416186279,0.11213515132529855,0.2996403862870479,0.15164227585074697,0.8118597159234524
4,0.4310416852434476,0.8363861703802988,0.8495776651262363,0.8118876801378436,7.417491298168898,0.06698029043172729,0.18087706450422125,0.0901463448955182,0.887267650114629,0.11020706129769159,0.2996403862870479,0.15235758343300732,0.8118876801378436
5,0.42885861235360306,0.8371434917506135,0.8507578325806235,0.8118597159234524,8.828829237259924,0.06740437864207507,0.17843300110741972,0.0866665494031286,0.8896559492377948,0.11213515132529855,0.2996403862870479,0.15164227585074697,0.8118597159234524
6,0.4302996937185526,0.8361861393303119,0.8501170349271943,0.8103144760789591,10.231949319131672,0.06698029043172729,0.17843300110741972,0.08630889561199842,0.8899195937754294,0.11255923953564628,0.30510454994701053,0.1512846220596168,0.8103144760789591
7,0.42616095549116534,0.8389189099555143,0.8523096367903846,0.8140504172621837,11.612976048141718,0.0646281121937726,0.17843300110741972,0.08595124182086819,0.8905688563185854,0.11213515132529855,0.293530227795044,0.15092696826848662,0.8140504172621837
8,0.42637661440918845,0.8377296060147892,0.8514214209268572,0.8123019497495203,13.025115991942585,0.06655620222137956,0.17843300110741972,0.08523593423860784,0.8905408921041942,0.11406324135290552,0.3020844496838495,0.14852013414948753,0.8123019497495203
9,0.42542669797937077,0.8379209697317368,0.8510219068443028,0.8135906579512572,14.426668514497578,0.06698029043172729,0.1833211279010229,0.08630889561199842,0.8884531557373485,0.11213515132529855,0.30086241798544877,0.147447172776097,0.8135906579512572
10,0.42747741503020126,0.83539344451725,0.8495860112123972,0.8090358206548334,15.841004511341453,0.06227593395581791,0.1796550328058205,0.08702420319425877,0.8901362017699609,0.11255923953564628,0.3087706450422129,0.15164227585074697,0.8090358206548334
