expert_weight,eer
0.0,0.2895833333333333
0.01,0.2895833333333333
0.02,0.2895833333333333
0.03,0.2895833333333333
0.04,0.2895833333333333
0.05,0.2895833333333333
0.06,0.2895833333333333
0.07,0.2875
0.08,0.2875
0.09,0.2875
0.1,0.2875
0.11,0.27708333333333335
0.12,0.275
0.13,0.275
0.14,0.275
0.15,0.275
0.16,0.2729166666666667
0.17,0.2729166666666667
0.18,0.2645833333333334
0.19,0.26249999999999996
0.2,0.26249999999999996
0.21,0.26249999999999996
0.22,0.26249999999999996
0.23,0.26249999999999996
0.24,0.26249999999999996
0.25,0.26249999999999996
0.26,0.25
0.27,0.25
0.28,0.25
0.29,0.23958333333333334
0.3,0.23958333333333334
0.31,0.24791666666666667
0.32,0.23958333333333334
0.33,0.23958333333333334
0.34,0.23958333333333334
0.35000000000000003,0.25
0.36,0.25
0.37,0.25
0.38,0.25
0.39,0.25
0.4,0.25
0.41000000000000003,0.25
0.42,0.25
0.43,0.2520833333333333
0.44,0.25
0.45,0.25
0.46,0.25
0.47000000000000003,0.23958333333333334
0.48,0.23750000000000002
0.49,0.23750000000000002
0.5,0.23750000000000002
0.51,0.23541666666666664
0.52,0.2270833333333333
0.53,0.2270833333333333
0.54,0.2270833333333333
0.55,0.22499999999999998
0.56,0.22499999999999998
0.5700000000000001,0.22499999999999998
0.58,0.22499999999999998
0.59,0.2270833333333333
0.6,0.23750000000000002
0.61,0.23750000000000002
0.62,0.23750000000000002
0.63,0.23750000000000002
0.64,0.23750000000000002
0.65,0.23750000000000002
0.66,0.23750000000000002
0.67,0.25
0.68,0.25
0.6900000000000001,0.25
0.7000000000000001,0.23958333333333334
0.71,0.24791666666666667
0.72,0.24791666666666667
0.73,0.24791666666666667
0.74,0.24791666666666667
0.75,0.24791666666666667
0.76,0.24791666666666667
0.77,0.23958333333333334
0.78,0.23958333333333334
0.79,0.23958333333333334
0.8,0.23750000000000002
0.81,0.23750000000000002
0.8200000000000001,0.23750000000000002
0.8300000000000001,0.23750000000000002
0.84,0.23750000000000002
0.85,0.23750000000000002
0.86,0.23750000000000002
0.87,0.23750000000000002
0.88,0.23750000000000002
0.89,0.23750000000000002
0.9,0.23750000000000002
0.91,0.23750000000000002
0.92,0.23750000000000002
0.93,0.23750000000000002
0.9400000000000001,0.23750000000000002
0.9500000000000001,0.23750000000000002
0.96,0.23750000000000002
0.97,0.23958333333333334
0.98,0.25
0.99,0.25
1.0,0.25
