DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.24181818181818182,0.24,0.2571428571428571,0.7539480519480519
phone_factorial_1200_v1,clean,0.13,0.25,0.047499999999999994,0.8707499999999999
yue_cross_component_audit_v1,clean,0.2235054347826087,0.33333333333333337,0.14516129032258063,0.7780322288452548
