EPOCH,TRAIN_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,1.2645627793512846,0.5677559523809523,0.6091785714285715,0.5263333333333333
1,0.7133292704820633,0.6439826839826839,0.6842987012987013,0.6036666666666666
2,0.3176893870297231,0.612299512987013,0.660599025974026,0.5640000000000001
3,0.1704726613273746,0.6163116883116884,0.6636233766233766,0.5690000000000001
4,0.11450293169994104,0.6147053571428572,0.6634107142857144,0.5660000000000001
5,0.08340627175608747,0.6207992424242424,0.6652651515151515,0.5763333333333334
6,0.07467732720665242,0.6260681818181819,0.6721363636363636,0.5800000000000001
7,0.07218696608355171,0.6254142316017317,0.6688284632034632,0.5820000000000001
8,0.07847897546659958,0.6266601731601732,0.6723203463203464,0.581
9,0.06528092565407094,0.6238852813852813,0.6687705627705628,0.579
10,0.0476907231710165,0.6219088203463203,0.672150974025974,0.5716666666666667
11,0.03752904174555289,0.6133341450216451,0.6666682900432901,0.56
12,0.07545535857053964,0.6406823593073593,0.6840313852813853,0.5973333333333333
13,0.05385279385863166,0.60791341991342,0.6668268398268399,0.549
14,0.07411045833539806,0.6352516233766234,0.6861699134199135,0.5843333333333334
15,0.05045587712849833,0.6426718073593074,0.6930102813852814,0.5923333333333334
16,0.05447099098053418,0.6254036796536797,0.6748073593073592,0.5760000000000001
