DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.35054545454545455,0.3542857142857143,0.29714285714285715,0.6647272727272727
phone_factorial_1200_v1,clean,0.28,0.29000000000000004,0.31000000000000005,0.709
yue_cross_component_audit_v1,clean,0.1861413043478261,0.3145833333333333,0.14516129032258063,0.8004642940626461
