SPLIT,EVAL_CELL,N,FILE_FAKE_PROB_Q10,FILE_FAKE_PROB_MEDIAN,FILE_FAKE_PROB_Q90,VOICE_FAKE_PROB_Q10,VOICE_FAKE_PROB_MEDIAN,VOICE_FAKE_PROB_Q90,MUSIC_FAKE_PROB_Q10,MUSIC_FAKE_PROB_MEDIAN,MUSIC_FAKE_PROB_Q90,VOICE_PRESENT_PROB_Q10,VOICE_PRESENT_PROB_MEDIAN,VOICE_PRESENT_PROB_Q90,MUSIC_PRESENT_PROB_Q10,MUSIC_PRESENT_PROB_MEDIAN,MUSIC_PRESENT_PROB_Q90
all,concurrent__voice_fake__music_fake,75,0.25121844334,0.5094845929,0.7621355724600001,0.23422125324,0.457117903,0.7262935541200001,0.22588714936,0.4562192194,0.6410936015,0.16006487606,0.6686828136,0.8436951518,0.16407736540000004,0.8644915223,0.9280337811
all,concurrent__voice_fake__music_real,75,0.20004215584,0.3680806579,0.6133433408600002,0.2066476847,0.3680806579,0.6127390203400002,0.11773375216000001,0.283266986,0.48173571418000005,0.18183977906,0.5778861642,0.8429289937200002,0.8044298409999999,0.8841969371,0.9203940511
all,concurrent__voice_real__music_fake,75,0.147964675,0.4516082159,0.6307572309800004,0.03287869096,0.285063637,0.54999363678,0.21646240826000002,0.4454123183,0.5998662686,0.18762982488000002,0.6793732047,0.87357140782,0.5475404620000001,0.8681055307,0.90987035032
all,concurrent__voice_real__music_real,75,0.13982920486,0.3354022654,0.5357391034800002,0.03225354304000001,0.2942100749,0.49600324558,0.1297983121,0.2923052119,0.5214933619600001,0.28088360430000003,0.6566768289,0.8329241037200001,0.75413548942,0.8747214675,0.92408472304
all,music_only__music_fake,75,0.30053075162,0.5597518376,0.8339795710600002,0.16856425608,0.4142413118,0.7226920212400001,0.30053075162,0.5597518376,0.8339795710600002,0.02217565404,0.0435836948,0.17597324252000002,0.8239178300000001,0.8938526511,0.93979008196
all,music_only__music_real,75,0.12664023594,0.3787829775,0.58200343106,0.09129651554,0.2512582126,0.4814780758,0.1110434062,0.3543913652,0.58200343106,0.02389038428,0.0396832824,0.13990992906000005,0.80891046524,0.8879173398,0.9278763890399999
all,partial_overlap__voice_fake__music_fake,75,0.3624695415,0.6522678388,0.9035275016600001,0.30678656542,0.6522678388,0.9210623616000002,0.33105213696,0.5429859341,0.82978506746,0.51719715596,0.7699337006,0.85584810972,0.78298356534,0.8694559336,0.91850528718
all,partial_overlap__voice_fake__music_real,75,0.30235637848,0.635796325,0.94069263142,0.34035261924,0.6820714386,0.94069263142,0.18291708428,0.4027513097,0.6692484250800002,0.60537666082,0.7914019227,0.8466408968,0.7608789921,0.8796523213,0.93069617748
all,partial_overlap__voice_real__music_fake,75,0.3191859861,0.4537539945,0.6920700706400001,0.15543421340000002,0.3198050958,0.5470714713800001,0.29123300214000003,0.4354936051,0.6920700706400001,0.61124577522,0.7539131045,0.8723986983,0.73533852102,0.8697054982,0.9294637084
all,partial_overlap__voice_real__music_real,75,0.22073056792,0.3901930654,0.6037672355000002,0.1627046027,0.2546227137,0.5092336010400002,0.16285606674,0.3075023249,0.5162293075000001,0.59325215818,0.7985028625,0.8820572853,0.80987455842,0.883055985,0.92611597774
all,sequential__voice_fake__music_fake,75,0.52341006616,0.8494580108,0.97513191428,0.44687565442000005,0.8227736768,0.97641234206,0.42199563568000004,0.6587493316,0.88544521878,0.7370563507,0.8152037263,0.87404285668,0.71060068606,0.881418407,0.9293083668
all,sequential__voice_fake__music_real,75,0.4657450838,0.7593529475,0.96304436886,0.40888790282000004,0.7533540128,0.96304436886,0.2625228071,0.4788383828,0.7718675827000002,0.74451011416,0.8101089001,0.877117157,0.7641518950599999,0.8682792187,0.9244545817200001
