epoch,loss,dev_eer
1,0.7815375082194805,0.32499999999999996
2,0.6812037125229835,0.3375
3,0.6344565611332655,0.34062499999999996
4,0.5914879489690066,0.34375
5,0.5608737111091614,0.328125
6,0.5418865695595741,0.34375
7,0.5265466872602701,0.35
8,0.5145899079740047,0.34687500000000004
9,0.477503738924861,0.34687500000000004
