CHANNEL,N,FILE_N,FILE_EER,VOICE_N,VOICE_EER,MUSIC_N,MUSIC_EER,VOICE_PRESENCE_AUC,MUSIC_PRESENCE_AUC,ADS,CPS,CPS_DEFINED,TOTAL
clean,48,48,0.2361111111111111,48,0.041666666666666644,48,0.16666666666666663,,,0.8236111111111111,,False,
g711_ulaw,48,48,0.33333333333333337,48,0.08333333333333334,48,0.16666666666666663,,,0.7666666666666666,,False,
g722_wb,48,48,0.16666666666666663,48,0.0,48,0.16666666666666663,,,0.8666666666666667,,False,
opus_nb_8k,48,48,0.33333333333333337,48,0.29166666666666663,48,0.29166666666666663,,,0.6875,,False,
transcode_g711_opus,48,48,0.3194444444444444,48,0.33333333333333337,48,0.33333333333333337,,,0.673611111111111,,False,
