EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.5037545526484579,0.7090313466295608,0.6949008838383839,0.6323636363636365
2,0.23433320193132873,0.769961747577819,0.771194654882155,0.6961818181818182
4,0.15488174521341558,0.7651877963306535,0.7741109908609909,0.6956103896103896
6,0.12236843524234635,0.7902522546897547,0.792215398027898,0.7243896103896104
8,0.0995122369846089,0.7534020433931148,0.7922710738335739,0.6567792207792208
10,0.08607474651564082,0.7797902365491651,0.7955599747474748,0.6958181818181818
12,0.0796097264615397,0.8055364486703773,0.7946727092352094,0.7340779220779221
14,0.06710542098518447,0.7862443568336426,0.8031875901875901,0.7077922077922079
16,0.06594589465534645,0.7960445655534942,0.8058866341991342,0.7151948051948052
18,0.058212878954846684,0.8051416975881263,0.8016536796536796,0.7339220779220779
20,0.052483850171731114,0.7846209029066172,0.7981572871572874,0.6996103896103896
22,0.04566679762202584,0.802017483508555,0.8114442941317942,0.7190129870129871
24,0.04456730799924725,0.7847243738404452,0.8085615981240982,0.6980779220779221
26,0.04383166509644755,0.7944146954236241,0.810717803030303,0.7081818181818182
28,0.0400918679496838,0.7942014533085962,0.8168241341991344,0.6911948051948051
30,0.039197333860422,0.7999886750154607,0.8102555014430015,0.7133246753246754
32,0.03316504487488743,0.7967417800453515,0.8093736772486771,0.7177142857142857
