MUSIC_GENERATOR,SOURCES,PANNS_FLAGS,DEMUCS_FLAGS,PASSES,MAX_PANNS_VOICE
MusicGen_medium,8,0,0,8,0.0461602620780468
audioldm2,8,0,0,8,0.0951666161417961
stable_audio_open,8,0,0,8,0.0389980562031269
