EPOCH,TRAIN_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,1.0149878308176994,0.7570360557101627,0.7999682153164295,0.7141038961038961
1,0.48746320394178233,0.7777030766852195,0.8098736858379715,0.7455324675324676
2,0.3448355734969179,0.7807180542671613,0.8229685760667903,0.7384675324675324
3,0.24885661679630477,0.7785038394145537,0.8202544320758607,0.7367532467532467
4,0.20753718701501686,0.7859107851473923,0.8215358560090703,0.7502857142857143
5,0.18283491786569356,0.7511978586889301,0.8033567563388991,0.699038961038961
6,0.1650376059114933,0.7863221436301793,0.8261248067408781,0.7465194805194805
7,0.1465788629061232,0.7766454081632652,0.8230051020408162,0.7302857142857143
8,0.12358376618164281,0.7832874149659865,0.8159081632653062,0.7506666666666667
9,0.12291152353088061,0.7734374613481757,0.8188489486703773,0.7280259740259741
10,0.11605019168928266,0.7653698142135641,0.8149214466089465,0.7158181818181818
11,0.103374792697529,0.7727267122758193,0.8188040739022882,0.7266493506493505
12,0.092268942669034,0.7810154607297465,0.8184205318491033,0.7436103896103896
13,0.10577609453660747,0.7767094155844156,0.814146103896104,0.7392727272727273
14,0.08099719518795609,0.7707926136363636,0.8132215909090909,0.7283636363636363
15,0.08406940777786076,0.7685672348484849,0.817316287878788,0.7198181818181818
16,0.0783139072280998,0.7710164141414142,0.8183964646464646,0.7236363636363636
17,0.07376456267666072,0.779677469851577,0.8216146799628943,0.7377402597402598
18,0.07606588355653608,0.7660365066481138,0.8104063466295609,0.7216666666666667
19,0.05753590489427249,0.7689722866419295,0.8113211966604824,0.7266233766233766
20,0.058847434046523026,0.7739431753762112,0.8133668702329417,0.7345194805194805
21,0.060952862980775534,0.7674570578231292,0.8120569727891157,0.7228571428571429
