EPOCH,LOSS,SELECTION,MEAN_MUSIC_EER,WORST_MUSIC_EER,LOSS_FILE,LOSS_LOCAL_FAKE,LOSS_PRESENCE,LOSS_CONSISTENCY
0,1.2089571952819824,0.5918452380952381,0.3413095238095238,0.475,0.7004839777946472,0.7135893702507019,0.7566913366317749,0.017015475779771805
5,1.0430883169174194,0.6952678571428572,0.2507142857142857,0.35875,0.6002951860427856,0.617913544178009,0.662036657333374,0.071452796459198
10,0.9835983514785767,0.7336309523809523,0.2194047619047619,0.31333333333333335,0.5565846562385559,0.5934634804725647,0.6372309923171997,0.14178773760795593
15,0.9479482769966125,0.7484970238095239,0.20550595238095237,0.2975,0.5318875908851624,0.576775848865509,0.6217010021209717,0.1666271984577179
20,0.9216241836547852,0.7515029761904762,0.20032738095238095,0.29666666666666663,0.5134566426277161,0.5644717216491699,0.6118664145469666,0.17791935801506042
25,0.902012288570404,0.75625,0.1975,0.29000000000000004,0.5014570951461792,0.5533611178398132,0.601172149181366,0.1820078194141388
30,0.8868246078491211,0.7575,0.195,0.29000000000000004,0.4918164908885956,0.5455877780914307,0.5926526784896851,0.18418294191360474
35,0.8746527433395386,0.7589732142857143,0.1920535714285714,0.29000000000000004,0.48287004232406616,0.5420095324516296,0.5848983526229858,0.1899142861366272
40,0.8651021122932434,0.7634226190476191,0.18648809523809523,0.2866666666666666,0.47680366039276123,0.5376596450805664,0.5776915550231934,0.19651778042316437
45,0.8562057614326477,0.7657291666666667,0.18520833333333334,0.2833333333333333,0.47079402208328247,0.5345555543899536,0.5708613991737366,0.1980845332145691
50,0.8480666875839233,0.7687946428571428,0.1824107142857143,0.28,0.46520888805389404,0.5318426489830017,0.564448893070221,0.2023329883813858
55,0.8417418003082275,0.7729166666666667,0.18083333333333335,0.2733333333333333,0.4612141251564026,0.529524028301239,0.5582793354988098,0.20548853278160095
60,0.835202157497406,0.7722470238095238,0.18217261904761908,0.2733333333333333,0.45703405141830444,0.5269681811332703,0.5522916316986084,0.21128571033477783
65,0.8299243450164795,0.773139880952381,0.18038690476190475,0.2733333333333333,0.45351260900497437,0.5257169604301453,0.5464766025543213,0.21289962530136108
70,0.8248018026351929,0.7732291666666666,0.18020833333333333,0.2733333333333333,0.4500766694545746,0.5245041251182556,0.5408275723457336,0.21537873148918152
75,0.8202162981033325,0.7706547619047619,0.18202380952380953,0.2766666666666666,0.4470145106315613,0.52354896068573,0.5353184342384338,0.21817857027053833
80,0.8161084651947021,0.7714880952380953,0.1836904761904762,0.2733333333333333,0.44428378343582153,0.5228393077850342,0.5299268364906311,0.22098347544670105
85,0.8121088147163391,0.7731250000000001,0.18187499999999998,0.271875,0.4415784180164337,0.5222464799880981,0.5246447324752808,0.22390882670879364
90,0.8085727095603943,0.7718005952380953,0.18306547619047617,0.2733333333333333,0.43923771381378174,0.5218273997306824,0.5194644927978516,0.22641709446907043
95,0.8052584528923035,0.7720684523809525,0.18252976190476192,0.2733333333333333,0.43704691529273987,0.5215079188346863,0.5143818855285645,0.2290598750114441
100,0.8021255731582642,0.7702529761904762,0.18282738095238096,0.2766666666666666,0.43496620655059814,0.5212873220443726,0.5093894600868225,0.23189227283000946
105,0.7992124557495117,0.7700297619047619,0.1832738095238095,0.2766666666666666,0.43305471539497375,0.5211352705955505,0.5044832229614258,0.23467130959033966
110,0.7964964509010315,0.7698809523809524,0.1821130952380952,0.27812499999999996,0.431284099817276,0.5210739970207214,0.49965938925743103,0.2371734380722046
115,0.7939057946205139,0.769047619047619,0.1806547619047619,0.28125,0.4296056032180786,0.5210468173027039,0.49491390585899353,0.23969703912734985
120,0.7914800643920898,0.7692857142857144,0.18017857142857144,0.28125,0.42805948853492737,0.5210574269294739,0.490244060754776,0.2421533167362213
125,0.7891893982887268,0.7686309523809524,0.18148809523809525,0.28125,0.4266107976436615,0.5211167335510254,0.4856469929218292,0.24453924596309662
130,0.7870038151741028,0.7693452380952381,0.1831845238095238,0.27812499999999996,0.42524054646492004,0.5212050676345825,0.4811202883720398,0.24683208763599396
135,0.7849252820014954,0.7686309523809525,0.18461309523809524,0.27812499999999996,0.42395541071891785,0.5213138461112976,0.4766617715358734,0.2490324079990387
140,0.7829529047012329,0.7676339285714285,0.18473214285714287,0.28,0.4227558374404907,0.5214399695396423,0.4722695052623749,0.2511565387248993
145,0.7810655236244202,0.7678571428571428,0.1842857142857143,0.28,0.42162296175956726,0.5215784907341003,0.46794167160987854,0.2532470226287842
150,0.7792589068412781,0.7675446428571429,0.18491071428571426,0.28,0.42055365443229675,0.521730363368988,0.4636765122413635,0.2552398443222046
155,0.7775293588638306,0.7675446428571429,0.18491071428571426,0.28,0.419546902179718,0.5218892693519592,0.45947274565696716,0.25716209411621094
160,0.7758705019950867,0.7683035714285714,0.18339285714285714,0.28,0.4185982048511505,0.522051990032196,0.4553288221359253,0.2590254843235016
165,0.7742756009101868,0.7683035714285714,0.18339285714285714,0.28,0.4177006185054779,0.5222193598747253,0.45124346017837524,0.2608308792114258
170,0.7727406024932861,0.7701190476190476,0.18309523809523812,0.2766666666666666,0.41685131192207336,0.5223893523216248,0.4472155272960663,0.2625771760940552
175,0.7712610363960266,0.7723363095238096,0.1819940476190476,0.2733333333333333,0.416046679019928,0.5225607752799988,0.44324368238449097,0.26426222920417786
180,0.7698349952697754,0.7730505952380953,0.1805654761904762,0.2733333333333333,0.4152851402759552,0.5227330923080444,0.4393269717693329,0.2658919394016266
185,0.7684572339057922,0.7729613095238095,0.1807440476190476,0.2733333333333333,0.414562851190567,0.5229040384292603,0.43546435236930847,0.2674730718135834
190,0.7671251893043518,0.7738392857142857,0.1804464285714286,0.271875,0.41387739777565,0.5230739116668701,0.4316547214984894,0.2689967155456543
195,0.7658361792564392,0.7723214285714286,0.18035714285714288,0.275,0.4132261872291565,0.5232424139976501,0.42789730429649353,0.2704676687717438
200,0.7645879983901978,0.7699404761904762,0.1819940476190476,0.27812499999999996,0.4126074016094208,0.5234092473983765,0.42419108748435974,0.2718905508518219
205,0.7633782029151917,0.7702678571428572,0.1813392857142857,0.27812499999999996,0.41201889514923096,0.5235738158226013,0.4205351769924164,0.27326637506484985
210,0.7622045278549194,0.7701785714285715,0.18151785714285712,0.27812499999999996,0.41145867109298706,0.5237363576889038,0.41692879796028137,0.27459651231765747
215,0.7610651850700378,0.7690178571428572,0.1838392857142857,0.27812499999999996,0.4109249711036682,0.5238965749740601,0.41337114572525024,0.2758846879005432
220,0.7599583864212036,0.7686607142857143,0.1845535714285714,0.27812499999999996,0.41041624546051025,0.5240544080734253,0.40986141562461853,0.2771317660808563
225,0.7588825225830078,0.76875,0.184375,0.27812499999999996,0.40993109345436096,0.5242097973823547,0.40639880299568176,0.2783387303352356
230,0.7578362226486206,0.7686607142857143,0.1845535714285714,0.27812499999999996,0.4094680845737457,0.5243629813194275,0.4029826521873474,0.2795073688030243
235,0.7568181157112122,0.7685714285714286,0.18473214285714287,0.27812499999999996,0.4090259373188019,0.524513840675354,0.3996121883392334,0.2806399166584015
240,0.7558267712593079,0.7686607142857143,0.1845535714285714,0.27812499999999996,0.4086034595966339,0.5246623754501343,0.3962867558002472,0.28173768520355225
245,0.7548609972000122,0.7685714285714286,0.18473214285714287,0.27812499999999996,0.4081995487213135,0.5248087048530579,0.3930056691169739,0.28280141949653625
250,0.7539199590682983,0.7680357142857144,0.18580357142857143,0.27812499999999996,0.4078132212162018,0.5249529480934143,0.38976821303367615,0.28383269906044006
255,0.753002405166626,0.7673214285714286,0.18723214285714285,0.27812499999999996,0.40744340419769287,0.5250951051712036,0.38657382130622864,0.2848327159881592
260,0.7521073818206787,0.7674107142857143,0.18705357142857143,0.27812499999999996,0.40708938241004944,0.5252350568771362,0.3834218382835388,0.28580281138420105
265,0.7512339949607849,0.7674107142857143,0.18705357142857143,0.27812499999999996,0.40675023198127747,0.525373101234436,0.38031160831451416,0.2867443859577179
270,0.7503814697265625,0.7674107142857143,0.18705357142857143,0.27812499999999996,0.4064251184463501,0.5255092978477478,0.37724247574806213,0.2876582443714142
275,0.7495488524436951,0.7679166666666667,0.18604166666666666,0.27812499999999996,0.4061133861541748,0.5256434679031372,0.3742140531539917,0.28854528069496155
280,0.7487354874610901,0.7679166666666667,0.18604166666666666,0.27812499999999996,0.4058143198490143,0.5257759094238281,0.3712255656719208,0.2894063889980316
285,0.7479407787322998,0.7679166666666667,0.18604166666666666,0.27812499999999996,0.4055273234844208,0.5259065628051758,0.3682765066623688,0.29024234414100647
290,0.7471638917922974,0.7683630952380953,0.18514880952380955,0.27812499999999996,0.40525171160697937,0.5260355472564697,0.3653663396835327,0.29105404019355774
295,0.7464041709899902,0.7680059523809524,0.18586309523809524,0.27812499999999996,0.40498706698417664,0.5261627435684204,0.36249449849128723,0.29184243083000183
300,0.7456610798835754,0.7655952380952381,0.18755952380952381,0.28125,0.40473267436027527,0.5262883901596069,0.35966044664382935,0.292608380317688
305,0.7449341416358948,0.7655952380952381,0.18755952380952381,0.28125,0.4044881761074066,0.5264123678207397,0.3568636476993561,0.2933526337146759
310,0.7442227005958557,0.7655059523809524,0.18773809523809523,0.28125,0.4042530357837677,0.5265348553657532,0.35410359501838684,0.29407572746276855
315,0.7435262203216553,0.7655952380952381,0.18755952380952381,0.28125,0.4040268659591675,0.5266557335853577,0.35137972235679626,0.29477840662002563
320,0.74284428358078,0.7655952380952381,0.18755952380952381,0.28125,0.40380918979644775,0.5267751216888428,0.3486916124820709,0.2954613268375397
325,0.742176353931427,0.7655952380952381,0.18755952380952381,0.28125,0.40359964966773987,0.5268929600715637,0.34603869915008545,0.29612526297569275
330,0.7415220737457275,0.763720238095238,0.18818452380952383,0.28437500000000004,0.40339788794517517,0.5270093679428101,0.3434205651283264,0.2967706024646759
335,0.7408809661865234,0.763720238095238,0.18818452380952383,0.28437500000000004,0.403203547000885,0.5271242260932922,0.34083664417266846,0.2973981499671936
340,0.7402526140213013,0.7638095238095237,0.18800595238095238,0.28437500000000004,0.40301626920700073,0.5272377133369446,0.33828645944595337,0.2980082333087921
