ID,ORIGINAL_RMS,VOICE_RMS,MUSIC_RMS,VOICE_ENERGY_RATIO,MUSIC_ENERGY_RATIO,VOICE_STEM_SHARE,MUSIC_STEM_SHARE,RECONSTRUCTION_ERROR,VOICE_DOMINANT_FRACTION,MUSIC_DOMINANT_FRACTION,VOICE_FRAME_RATIO_Q50,VOICE_FRAME_RATIO_Q75,VOICE_FRAME_RATIO_Q90,VOICE_FRAME_RATIO_Q100,MUSIC_FRAME_RATIO_Q50,MUSIC_FRAME_RATIO_Q75,MUSIC_FRAME_RATIO_Q90,MUSIC_FRAME_RATIO_Q100
sdxmix_0000,0.21433679417375767,0.05485991300294521,0.1969549744115177,0.06551138283874704,0.8443848757566361,0.07199873838711585,0.9280012592205894,0.19489438418321756,0.0,1.0,0.2601668429542926,0.31961336690286696,0.3520742225702554,0.38310253359700125,0.9086120699046195,0.9596430502355162,0.9974517493487821,1.009080828361461
sdxmix_0001,0.14420457623857438,0.12322341275542184,0.06943068588469013,0.7301773852011343,0.23181675577695832,0.7590247699520245,0.24097522504913252,0.02040449554674751,0.7333333333333333,0.26666666666666666,0.982933159799756,0.9964398062941924,0.9972362913439522,0.9976278521460338,0.097186598429735,0.5995161180396144,0.9959735278854925,0.9988025724430408
sdxmix_0002,0.12091606633702436,0.10729922416064747,0.04997994962764346,0.7874539034724769,0.17085339177659498,0.8217133499412672,0.17828664292154417,0.03612546487311622,0.8,0.2,0.9033487763277058,0.9098816400784244,0.9294171673025304,0.9494110029069809,0.36859402702421085,0.5896641164430882,0.8250217561149509,0.9532968232531164
sdxmix_0003,0.011667229026733957,0.006216198505689825,0.013800056918728563,0.28386639599607283,1.3990266584677207,0.16867754687608183,0.8313220166005202,0.9275393930903034,0.0,1.0,0.34903870369648204,0.6314270874036125,0.7133859289736876,0.7584410355707343,1.308231870034186,1.337320274330601,1.35331809070066,1.3820412912478541
sdxmix_0004,0.17151578677459742,0.11108286636505983,0.11501557032054861,0.4194555587797946,0.44968155427766743,0.48261148999112274,0.5173885060977359,0.03376027973734607,0.3333333333333333,0.6666666666666666,0.5741830449703444,0.7081111845560978,0.786125968364874,0.8801581184179547,0.6814994336500699,0.7323045870996999,0.7946744064631562,0.898236843038884
sdxmix_0005,0.08026374454486082,0.07672406031064907,0.019053314924497536,0.9137435310345398,0.05635108089061053,0.9419117529169759,0.05808823108202658,0.02019340949090687,0.9333333333333333,0.06666666666666667,0.9527083880684495,0.9736820835918132,0.9807311783400068,0.9827782488222583,0.2612423234259059,0.48869012749635066,0.5710568667173527,0.7054955427057447
sdxmix_0006,0.13074633347771378,0.061244904260222104,0.1112085200684853,0.21942235911449862,0.72346426203207,0.23271340671516794,0.7672865870806935,0.017143744908801013,0.13333333333333333,0.8666666666666667,0.43442260584952047,0.5237324279656174,0.7125733441655407,0.7978814090131449,0.8651374342694518,0.9375249776836407,0.9587909484005438,0.9758367061177694
sdxmix_0007,0.14226173343225343,0.09816522152137465,0.09712311768547337,0.476144867589094,0.4660891952853204,0.5053360771522436,0.49466391760372835,0.03308817340510631,0.7333333333333333,0.26666666666666666,0.7658743120818494,0.8143628630318499,0.9352002907463602,0.972243476042634,0.5742270576087125,0.7928494782122593,0.9746239482473303,0.9968370695742238
sdxmix_0008,0.08752926200602648,0.08510683120438733,0.008525345557351608,0.9454145941242522,0.009486749723178204,0.9900651908104209,0.00993479552063559,0.06314303090498237,1.0,0.0,0.972728307443477,0.9907388625041271,0.9940126105489678,0.9956759675297489,0.06907074410358956,0.2340351871366672,0.29269663994903194,0.3504668485511182
sdxmix_0009,0.21795447432023168,0.12703267980254151,0.16973954418383297,0.3397029675678476,0.6065051380700343,0.35901506739163186,0.6409849303836154,0.028349915577688657,0.26666666666666666,0.7333333333333333,0.5255929847310681,0.6638456950129341,0.8401729086855311,0.9049546256995677,0.8110847379773444,0.9379234234577516,0.9911737481592084,0.9944224256535654
sdxmix_0010,0.17774920929410987,0.12344124814423867,0.12090150972960191,0.48228666310446844,0.46264523312912476,0.5103930382828451,0.4896069583676228,0.02357142846961859,0.4666666666666667,0.5333333333333333,0.0099729246576265,0.7577276144435947,0.8628768440127339,0.8932316616168404,0.9964923645515548,0.9975250910113911,0.9977416991720757,1.0003064914195372
sdxmix_0011,0.09762184189772671,0.0874281283319231,0.04030586457346853,0.8020627787486321,0.17046784974780121,0.8247172341859972,0.17528275502446827,0.02294060437362235,0.4666666666666667,0.5333333333333333,0.0014819423415282046,0.9064883625374112,0.9724582424958429,0.982901123201778,0.9987930767530633,0.9993157136981274,0.9995959358150512,1.0002677449417698
sdxmix_0012,0.17694486298773718,0.07154804183955393,0.15434606962034603,0.16350068837934686,0.7608783562833303,0.17687623790096046,0.8231237586438331,0.04164552141851014,0.0,1.0,0.3560868298627934,0.49650138938413796,0.5666307568586582,0.595630033017638,0.8759409401782636,0.9222123099916719,0.990025986920609,0.9952940353111974
sdxmix_0013,0.02600119250167581,0.022377731120440145,0.00929870514536281,0.7407053901909115,0.12789641056407558,0.8527558467083153,0.14724398300032893,0.05296571445607429,0.8666666666666667,0.13333333333333333,0.9254860624764317,0.9541662683759531,0.965527307818489,0.9715246333299794,0.16830033389835464,0.223284401977783,0.5998267674227014,0.7117496248835053
