epoch,loss,selection,pooled_file_eer,elapsed_seconds
2,0.8370922688118299,0.757232273496218,0.23767875555890033,1286.2894925866276
4,0.7256325939997623,0.7637865360054381,0.21844683027382528,2454.490285956301
6,0.6410288513034175,0.7615494669683648,0.22367234575844025,3558.947683867067
8,0.6188883910217555,0.7807150629541657,0.21776675264769085,4643.170003029518
