DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.23236363636363638,0.2457142857142857,0.23428571428571432,0.7643896103896104
phone_factorial_1200_v1,clean,0.12414285714285717,0.22750000000000004,0.0675,0.8721785714285715
yue_cross_component_audit_v1,clean,0.2126358695652174,0.26875000000000004,0.08064516129032259,0.8157385168302945
