SPLIT,KIND,EVALUATION,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE,SCORE_COLUMN,LABEL_COLUMN,EER
dev,contrast_eer,partial_overlap__music_eer__voice_real,50,,,,,,,,,,,,MUSIC_FAKE_PROB,MUSIC_FAKE,0.31999999999999995
dev,contrast_eer,partial_overlap__music_eer__voice_fake,50,,,,,,,,,,,,MUSIC_FAKE_PROB,MUSIC_FAKE,0.28
dev,contrast_eer,partial_overlap__file_rr_vs_fake_voice_real_music,50,,,,,,,,,,,,FILE_FAKE_PROB,FILE_FAKE,0.31999999999999995
dev,contrast_eer,partial_overlap__file_rr_vs_real_voice_fake_music,50,,,,,,,,,,,,FILE_FAKE_PROB,FILE_FAKE,0.43999999999999995
dev,contrast_eer,partial_overlap__file_rr_vs_fake_voice_fake_music,50,,,,,,,,,,,,FILE_FAKE_PROB,FILE_FAKE,0.24
dev,contrast_eer,sequential__voice_eer__music_real,50,,,,,,,,,,,,VOICE_FAKE_PROB,VOICE_FAKE,0.16000000000000003
dev,contrast_eer,sequential__voice_eer__music_fake,50,,,,,,,,,,,,VOICE_FAKE_PROB,VOICE_FAKE,0.16000000000000003
dev,contrast_eer,sequential__music_eer__voice_real,50,,,,,,,,,,,,MUSIC_FAKE_PROB,MUSIC_FAKE,0.31999999999999995
dev,contrast_eer,sequential__music_eer__voice_fake,50,,,,,,,,,,,,MUSIC_FAKE_PROB,MUSIC_FAKE,0.31999999999999995
dev,contrast_eer,sequential__file_rr_vs_fake_voice_real_music,50,,,,,,,,,,,,FILE_FAKE_PROB,FILE_FAKE,0.24
dev,contrast_eer,sequential__file_rr_vs_real_voice_fake_music,50,,,,,,,,,,,,FILE_FAKE_PROB,FILE_FAKE,0.36
dev,contrast_eer,sequential__file_rr_vs_fake_voice_fake_music,50,,,,,,,,,,,,FILE_FAKE_PROB,FILE_FAKE,0.19999999999999998
