CHANNEL,N,FILE_N,FILE_EER,VOICE_N,VOICE_EER,MUSIC_N,MUSIC_EER,VOICE_PRESENCE_AUC,MUSIC_PRESENCE_AUC,ADS,CPS,CPS_DEFINED,TOTAL
clean,48,48,0.18055555555555552,48,0.041666666666666644,48,0.33333333333333337,,,0.8013888888888888,,False,
g711_ulaw,48,48,0.33333333333333337,48,0.041666666666666644,48,0.25,,,0.75,,False,
g722_wb,48,48,0.2361111111111111,48,0.041666666666666644,48,0.25,,,0.798611111111111,,False,
opus_nb_8k,48,48,0.41666666666666663,48,0.20833333333333337,48,0.29166666666666663,,,0.6625,,False,
transcode_g711_opus,48,48,0.33333333333333337,48,0.25,48,0.29166666666666663,,,0.6958333333333333,,False,
