N,FILE_N,FILE_EER,VOICE_N,VOICE_EER,MUSIC_N,MUSIC_EER,VOICE_PRESENCE_AUC,MUSIC_PRESENCE_AUC,ADS,CPS,CPS_DEFINED,TOTAL
240,240,0.25277777777777777,240,0.11666666666666668,240,0.31666666666666665,,,0.7552777777777777,,False,
