BANK,ROLE,MODEL,GROUP,VALUE,N,FILE_EER
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE,sequential,80,0.050000000000000024
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,CHANNEL,clean,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,CHANNEL,g711_ulaw,48,0.25
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,CHANNEL,g722_wb,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,CHANNEL,opus_nb_8k,48,0.41666666666666663
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,CHANNEL,transcode_g711_opus,48,0.25
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,IS_PHONE,False,96,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,IS_PHONE,True,144,0.2777777777777778
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.35
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.25
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.30000000000000004
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.44999999999999996
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v5,retrospective_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE,concurrent,80,0.30000000000000004
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE,partial_overlap,80,0.25
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE,sequential,80,0.05833333333333333
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,CHANNEL,clean,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,CHANNEL,g711_ulaw,48,0.25
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,CHANNEL,g722_wb,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,CHANNEL,opus_nb_8k,48,0.41666666666666663
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,CHANNEL,transcode_g711_opus,48,0.25
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,IS_PHONE,False,96,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,IS_PHONE,True,144,0.2777777777777778
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.35
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.25
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.25
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.44999999999999996
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v5,retrospective_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE,concurrent,80,0.30000000000000004
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE,partial_overlap,80,0.25
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE,sequential,80,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,CHANNEL,clean,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,CHANNEL,g711_ulaw,48,0.25
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,CHANNEL,g722_wb,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,CHANNEL,opus_nb_8k,48,0.41666666666666663
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,CHANNEL,transcode_g711_opus,48,0.25
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,IS_PHONE,False,96,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,IS_PHONE,True,144,0.28240740740740744
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.35
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.25
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.30000000000000004
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.44999999999999996
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.15000000000000002
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v5,retrospective_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE,concurrent,80,0.30000000000000004
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE,partial_overlap,80,0.24166666666666664
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE,sequential,80,0.05833333333333333
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,CHANNEL,clean,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,CHANNEL,g711_ulaw,48,0.25
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,CHANNEL,g722_wb,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,CHANNEL,opus_nb_8k,48,0.41666666666666663
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,CHANNEL,transcode_g711_opus,48,0.25
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,IS_PHONE,False,96,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,IS_PHONE,True,144,0.2777777777777778
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.35
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.25
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.25
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.44999999999999996
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v5,retrospective_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE,concurrent,80,0.29166666666666663
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE,partial_overlap,80,0.20833333333333334
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE,sequential,80,0.09166666666666669
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,CHANNEL,clean,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,CHANNEL,g711_ulaw,48,0.25
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,CHANNEL,g722_wb,48,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,CHANNEL,opus_nb_8k,48,0.41666666666666663
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,CHANNEL,transcode_g711_opus,48,0.25
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,IS_PHONE,False,96,0.08333333333333334
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,IS_PHONE,True,144,0.2777777777777778
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.35
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.25
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.25
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.44999999999999996
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.09999999999999999
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.15000000000000002
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v5,retrospective_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE,concurrent,80,0.19166666666666668
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE,partial_overlap,80,0.29166666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE,sequential,80,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,CHANNEL,clean,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,CHANNEL,g711_ulaw,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,CHANNEL,g722_wb,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,CHANNEL,opus_nb_8k,48,0.2361111111111111
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,CHANNEL,transcode_g711_opus,48,0.25
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,IS_PHONE,False,96,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,IS_PHONE,True,144,0.25462962962962965
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.30000000000000004
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.44999999999999996
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.19999999999999998
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,input_file,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE,concurrent,80,0.15833333333333333
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE,partial_overlap,80,0.25833333333333336
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE,sequential,80,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,CHANNEL,clean,48,0.15277777777777773
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,CHANNEL,g711_ulaw,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,CHANNEL,g722_wb,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,CHANNEL,opus_nb_8k,48,0.2361111111111111
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,CHANNEL,transcode_g711_opus,48,0.2361111111111111
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,IS_PHONE,False,96,0.13194444444444442
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,IS_PHONE,True,144,0.2222222222222222
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.4
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.44999999999999996
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,max_logit_w20_gated_v51,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE,concurrent,80,0.15833333333333333
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE,partial_overlap,80,0.25833333333333336
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE,sequential,80,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,CHANNEL,clean,48,0.15277777777777773
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,CHANNEL,g711_ulaw,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,CHANNEL,g722_wb,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,CHANNEL,opus_nb_8k,48,0.2361111111111111
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,CHANNEL,transcode_g711_opus,48,0.2361111111111111
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,IS_PHONE,False,96,0.13194444444444442
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,IS_PHONE,True,144,0.2222222222222222
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.4
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.44999999999999996
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,noisy_or_logit_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE,concurrent,80,0.19166666666666668
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE,partial_overlap,80,0.25833333333333336
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE,sequential,80,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,CHANNEL,clean,48,0.15277777777777773
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,CHANNEL,g711_ulaw,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,CHANNEL,g722_wb,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,CHANNEL,opus_nb_8k,48,0.25
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,CHANNEL,transcode_g711_opus,48,0.25
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,IS_PHONE,False,96,0.13194444444444442
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,IS_PHONE,True,144,0.25
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.4
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.4
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.19999999999999998
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,presence_logit_max_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE,concurrent,80,0.15833333333333333
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE,partial_overlap,80,0.25
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE,sequential,80,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,CHANNEL,clean,48,0.09722222222222224
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,CHANNEL,g711_ulaw,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,CHANNEL,g722_wb,48,0.15277777777777773
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,CHANNEL,opus_nb_8k,48,0.2361111111111111
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,CHANNEL,transcode_g711_opus,48,0.2361111111111111
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,IS_PHONE,False,96,0.125
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,IS_PHONE,True,144,0.2222222222222222
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.4
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.4
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FR,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,phone_w30_w20_gated,MIX_MODE_X_FILE_CASE,sequential__RR_vs_FF,40,0.0
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE,concurrent,80,0.15833333333333333
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE,partial_overlap,80,0.25
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE,sequential,80,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,CHANNEL,clean,48,0.09722222222222224
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,CHANNEL,g711_ulaw,48,0.16666666666666663
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,CHANNEL,g722_wb,48,0.15277777777777773
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,CHANNEL,opus_nb_8k,48,0.25
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,CHANNEL,transcode_g711_opus,48,0.2361111111111111
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,IS_PHONE,False,96,0.125
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,IS_PHONE,True,144,0.2222222222222222
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_RF,40,0.4
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FR,40,0.050000000000000024
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,concurrent__RR_vs_FF,40,0.09999999999999999
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_RF,40,0.4
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FR,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,partial_overlap__RR_vs_FF,40,0.15000000000000002
codec_mixed_blind_v6,diagnostic_only_no_selection,learned_monotone_l2_1,MIX_MODE_X_FILE_CASE,sequential__RR_vs_RF,40,0.19999999999999998
