ID,PHONE_PROB,THRESHOLD
channel_inv_0000__clean,0.002110295230522752,0.5157917141914368
channel_inv_0000__g711_alaw,0.9998902082443237,0.5157917141914368
channel_inv_0000__g711_ulaw,0.9999037981033325,0.5157917141914368
channel_inv_0001__clean,1.577788033557681e-08,0.5157917141914368
channel_inv_0001__pstn_bandpass,0.9999520778656006,0.5157917141914368
channel_inv_0001__resample8k,0.9982497096061707,0.5157917141914368
channel_inv_0002__clean,0.014358622953295708,0.5157917141914368
channel_inv_0002__g711_alaw,0.9999635219573975,0.5157917141914368
channel_inv_0002__g711_ulaw,0.9999650716781616,0.5157917141914368
channel_inv_0003__clean,2.861925452180003e-07,0.5157917141914368
channel_inv_0003__g711_ulaw,0.9999474287033081,0.5157917141914368
channel_inv_0003__pstn_bandpass,0.9999880790710449,0.5157917141914368
channel_inv_0004__clean,0.007842312566936016,0.5157917141914368
channel_inv_0004__g726_24k,0.9998656511306763,0.5157917141914368
channel_inv_0004__opus_nb_8k,0.9984747767448425,0.5157917141914368
channel_inv_0005__clean,1.2447517860891821e-07,0.5157917141914368
channel_inv_0005__g726_24k,0.9999834299087524,0.5157917141914368
channel_inv_0005__opus_nb_8k,0.9998936653137207,0.5157917141914368
channel_inv_0006__clean,0.030748749151825905,0.5157917141914368
channel_inv_0006__g726_24k,0.9999102354049683,0.5157917141914368
channel_inv_0006__opus_nb_8k,0.999806821346283,0.5157917141914368
channel_inv_0007__clean,2.0517008092468814e-09,0.5157917141914368
channel_inv_0007__pstn_bandpass,0.9999850988388062,0.5157917141914368
channel_inv_0007__resample8k,0.9945082068443298,0.5157917141914368
channel_inv_0008__clean,0.0014368827687576413,0.5157917141914368
channel_inv_0008__g711_ulaw,0.9998860359191895,0.5157917141914368
channel_inv_0008__pstn_bandpass,0.9999773502349854,0.5157917141914368
channel_inv_0009__clean,3.868645848115193e-09,0.5157917141914368
channel_inv_0009__g711_alaw,0.9999020099639893,0.5157917141914368
channel_inv_0009__g726_24k,0.9997953772544861,0.5157917141914368
channel_inv_0010__clean,0.001157085644081235,0.5157917141914368
channel_inv_0010__mulaw_numpy,0.9999631643295288,0.5157917141914368
channel_inv_0010__random_bandpass,0.9999977350234985,0.5157917141914368
channel_inv_0011__clean,5.461578744814233e-09,0.5157917141914368
channel_inv_0011__g711_alaw,0.9998570680618286,0.5157917141914368
channel_inv_0011__g711_ulaw,0.9998641014099121,0.5157917141914368
channel_inv_0012__clean,0.007212297059595585,0.5157917141914368
channel_inv_0012__g711_alaw,0.9998809099197388,0.5157917141914368
