DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial_eval_1200_v2_holdout,400,400,350,350,0.26472727272727276,0.3085714285714286,0.18285714285714283,0.9589428571428572,0.9879714285714285,0.751064935064935,0.9734571428571428,0.7733041558441558
phone_factorial_1200_v1,1200,1200,800,800,0.17000000000000004,0.265,0.09999999999999999,0.997471875,0.998709375,0.832,0.998090625,0.8486090625
yue_cross_component_audit_v1,124,124,108,124,0.2235054347826087,0.41666666666666663,0.08064516129032259,0.9456018518518519,,0.7807204008882656,,
suno_vocals_v1,13,13,13,13,,,,,,,,
