DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.31999999999999995,0.32571428571428573,0.2571428571428571,0.6977142857142857
phone_factorial_1200_v1,clean,0.26,0.26249999999999996,0.33999999999999997,0.7155
