DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial,400,400,350,350,0.25527272727272726,0.22285714285714286,0.23428571428571432,0.9928,0.9989142857142856,0.7575064935064935,0.9958571428571428,0.7813415584415584
phone,1200,1200,800,800,0.16171428571428575,0.16749999999999998,0.1725,0.956603125,0.9840593750000001,0.8338928571428571,0.9703312500000001,0.8475366964285714
yue,124,124,108,124,0.15421195652173914,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.8540902582982702,,
factorial_plus_phone,1600,1600,1150,1150,0.19189743589743588,0.18956521739130439,0.20173913043478264,0.9602415458937198,0.9882376811594205,0.8056164994425863,0.9742396135265701,0.8224788108509846
