DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.27054545454545453,0.27428571428571424,0.24,0.7378701298701299
phone_factorial_1200_v1,clean,0.13242857142857145,0.235,0.09499999999999999,0.8582857142857143
yue_cross_component_audit_v1,clean,0.21807065217391303,0.33333333333333337,0.09677419354838711,0.7952657491818607
