family,ads_objective,mean_ads,worst_ads,weight_voice,weight_music,weight_file
seed26_background,0.7611319444444444,0.7903472222222222,0.7068749999999999,0.9500000000000001,0.9,0.4
uniform_ensemble,0.7585225694444446,0.788576388888889,0.7027083333333334,0.8500000000000001,0.8,0.25
seed24_overall,0.758295138888889,0.7892361111111111,0.7008333333333334,0.8500000000000001,0.75,0.5
seed25_music,0.756935763888889,0.7857986111111112,0.7033333333333334,1.0,0.9,0.6000000000000001
