EPOCH,TRAIN_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,1.0184745216121276,0.7634560915275201,0.8094056895485469,0.7175064935064934
1,0.4951157251993815,0.7723665545763759,0.8220577844774273,0.7226753246753246
2,0.35162837027261656,0.7774155071119357,0.8300517934446506,0.7247792207792207
3,0.2741959135358532,0.77925823283859,0.8280489332096475,0.7304675324675325
4,0.23726330753415822,0.7847247990105133,0.8285145330859616,0.7409350649350649
5,0.20522256304199496,0.7817299203772419,0.8289663342609772,0.7344935064935065
6,0.1772980577001969,0.7920957083591011,0.8308407673675531,0.7533506493506493
7,0.16850050358722607,0.7762845547309833,0.8237898886827458,0.7287792207792209
8,0.1478939278672139,0.7747050608122037,0.8278776540919399,0.7215324675324675
9,0.14296718235127628,0.7924522843228201,0.829839633580705,0.7550649350649351
10,0.13059396791892747,0.779677566481138,0.8286798082869512,0.7306753246753247
11,0.11402087559302648,0.7772013631210061,0.8250520768913627,0.7293506493506494
12,0.1193984047199289,0.7908620323129252,0.8320097789115647,0.7497142857142858
13,0.11029802523553371,0.7735776515151515,0.8233371212121211,0.7238181818181818
14,0.10567051544009397,0.7845967584003298,0.8308818284889714,0.7383116883116883
15,0.09974044816723714,0.7858354012059369,0.8320604128014841,0.7396103896103896
16,0.0934598398162052,0.7837000811688312,0.8348547077922078,0.7325454545454545
17,0.08817341365696242,0.7869772534013606,0.827668792517007,0.7462857142857143
18,0.09841380096816768,0.7700999729437229,0.816381764069264,0.7238181818181818
19,0.08186819038043419,0.7827916280148424,0.8255572820037107,0.740025974025974
20,0.0810898784082383,0.7781148410121624,0.8257361755308184,0.7304935064935065
21,0.07811311023930709,0.7762554112554112,0.824147186147186,0.7283636363636363
22,0.07440120683362086,0.7897869318181817,0.8313920454545454,0.7481818181818181
23,0.07464207541197539,0.7761103380746238,0.8257011956297671,0.7265194805194806
24,0.06156491979879017,0.7771032905586477,0.8242845031952174,0.7299220779220779
