CHANNEL,N,FILE_N,FILE_EER,VOICE_N,VOICE_EER,MUSIC_N,MUSIC_EER,VOICE_PRESENCE_AUC,MUSIC_PRESENCE_AUC,ADS,CPS,CPS_DEFINED,TOTAL
clean,48,48,0.16666666666666663,48,0.08333333333333334,48,0.20833333333333337,,,0.8375000000000001,,False,
g711_ulaw,48,48,0.2638888888888889,48,0.125,48,0.20833333333333337,,,0.7805555555555557,,False,
g722_wb,48,48,0.16666666666666663,48,0.041666666666666644,48,0.16666666666666663,,,0.8583333333333334,,False,
opus_nb_8k,48,48,0.4027777777777778,48,0.41666666666666663,48,0.20833333333333337,,,0.6527777777777778,,False,
transcode_g711_opus,48,48,0.2638888888888889,48,0.375,48,0.16666666666666663,,,0.7430555555555556,,False,
