EPOCH,LOSS,SELECTION,MEAN_MUSIC_EER,WORST_MUSIC_EER
1,0.45535877822561466,0.6083418367346939,0.32394132653061225,0.459375
2,0.3117439807095426,0.671936649659864,0.2846981292517007,0.37142857142857144
3,0.2175341340455603,0.6928635204081632,0.25998724489795916,0.3542857142857143
4,0.16491000061022473,0.7144238945578232,0.22829506802721086,0.34285714285714286
5,0.1369436078883232,0.723186649659864,0.22219812925170063,0.3314285714285714
6,0.10908915368007853,0.723297193877551,0.22769132653061225,0.32571428571428573
7,0.0841076349086584,0.7331483843537415,0.20798894557823128,0.32571428571428573
8,0.07773236438949058,0.7399596088435374,0.21722363945578232,0.3028571428571428
9,0.07012222556674734,0.7417028061224491,0.20230867346938775,0.3142857142857143
10,0.0721576057295216,0.7501509353741497,0.1882695578231293,0.31142857142857144
11,0.062353470759030354,0.7407079081632654,0.1928698979591837,0.32571428571428573
12,0.04753392175870373,0.7419260204081632,0.20186224489795918,0.3142857142857143
13,0.0491346423811418,0.7613924319727892,0.19150085034013603,0.2857142857142857
14,0.040732156911349675,0.7529931972789116,0.18258503401360546,0.3114285714285714
15,0.04048550072462952,0.752295918367347,0.19255102040816327,0.3028571428571428
16,0.03909895267892391,0.7448363095238095,0.19032738095238091,0.31999999999999995
17,0.036617738169994446,0.7456994047619048,0.18860119047619048,0.31999999999999995
18,0.03482522346336949,0.758954081632653,0.18494897959183673,0.29714285714285715
19,0.027904889987226813,0.7633801020408162,0.18181122448979595,0.2914285714285715
20,0.0307705219453597,0.7446896258503402,0.1991921768707483,0.31142857142857144
21,0.02677690587997278,0.7513499149659865,0.18015731292517007,0.31714285714285717
22,0.025403742544709684,0.7547363945578232,0.1876700680272109,0.3028571428571428
23,0.021739303974058242,0.7556590136054422,0.18582482993197275,0.3028571428571428
24,0.024423117320885524,0.7403082482993197,0.1822406462585034,0.3371428571428572
25,0.02053854107965735,0.7476190476190476,0.18476190476190477,0.31999999999999995
26,0.02399506468692438,0.7387372448979592,0.1910969387755102,0.3314285714285714
27,0.024020277161864525,0.7487648809523809,0.1824702380952381,0.31999999999999995
28,0.01948651446752805,0.748764880952381,0.1824702380952381,0.31999999999999995
29,0.02290396163973244,0.7452019557823129,0.18388180272108842,0.32571428571428573
