EPOCH,LOSS,BASE_LOSS,CONSISTENCY_LOSS,SELECTION,MEAN_EER,WORST_EER
0,0.7270593643188477,0.724703311920166,0.11780182272195816,0.5237712585034013,0.45245748299319727,0.5
5,0.6385778188705444,0.6355069279670715,0.15354466438293457,0.5708460884353742,0.38973639455782305,0.4685714285714285
10,0.6102204322814941,0.6080211997032166,0.1099630743265152,0.5956760204081633,0.3743622448979592,0.4342857142857143
15,0.584926187992096,0.5816655158996582,0.16303303837776184,0.6049149659863946,0.367312925170068,0.4228571428571428
20,0.5540543794631958,0.5496379137039185,0.22082331776618958,0.6134183673469388,0.3560204081632653,0.41714285714285715
25,0.5193647146224976,0.5132349133491516,0.3064902722835541,0.6447789115646259,0.33710884353741494,0.3733333333333333
30,0.47987017035484314,0.47241708636283875,0.37265434861183167,0.651437074829932,0.3237925170068028,0.3733333333333333
35,0.4405359923839569,0.43146562576293945,0.4535185694694519,0.6593962585034013,0.307874149659864,0.3733333333333333
40,0.40174439549446106,0.3916037976741791,0.5070292949676514,0.6713605442176871,0.29394557823129247,0.3633333333333333
45,0.36419275403022766,0.3532690703868866,0.546184241771698,0.6748639455782313,0.2836054421768707,0.3666666666666667
50,0.32802441716194153,0.31626760959625244,0.5878404378890991,0.681921768707483,0.2728231292517007,0.3633333333333333
55,0.29443591833114624,0.2821158766746521,0.6160016059875488,0.697716836734694,0.26456632653061224,0.33999999999999997
60,0.2659623920917511,0.25293049216270447,0.6515948176383972,0.7089583333333334,0.2554166666666666,0.32666666666666666
65,0.24058027565479279,0.2273244708776474,0.6627901196479797,0.7002508503401361,0.25616496598639454,0.3433333333333334
70,0.21301837265491486,0.19941604137420654,0.6801164150238037,0.7043494897959184,0.25130102040816327,0.33999999999999997
75,0.19465868175029755,0.18077825009822845,0.694021463394165,0.7089328231292518,0.24546768707482994,0.33666666666666667
80,0.17848804593086243,0.1642429679632187,0.7122540473937988,0.7114880952380952,0.2436904761904762,0.33333333333333337
85,0.16636379063129425,0.1519978791475296,0.7182958126068115,0.7140178571428571,0.24196428571428572,0.32999999999999996
90,0.15161383152008057,0.13703230023384094,0.7290767431259155,0.7028486394557822,0.24763605442176875,0.3466666666666667
95,0.13353316485881805,0.11947128921747208,0.7030941247940063,0.6996045918367346,0.2507908163265306,0.35
100,0.12379233539104462,0.10938484966754913,0.7203742265701294,0.7000892857142857,0.2498214285714286,0.35
105,0.11525667458772659,0.10074593871831894,0.7255367636680603,0.7026700680272109,0.2479931972789116,0.3466666666666667
110,0.114378921687603,0.09910919517278671,0.7634862661361694,0.6978358843537416,0.2576615646258503,0.3466666666666667
115,0.10268871486186981,0.08776276558637619,0.7462974190711975,0.6955739795918368,0.2588520408163265,0.35
120,0.09368091076612473,0.07883179187774658,0.7424560785293579,0.6983928571428571,0.2532142857142857,0.35
125,0.08674503862857819,0.07205841690301895,0.7343313097953796,0.7049702380952381,0.24672619047619046,0.3433333333333334
130,0.08012238889932632,0.06576462090015411,0.7178885340690613,0.6963477891156462,0.2539710884353742,0.3533333333333334
135,0.07537274807691574,0.06092367321252823,0.7224536538124084,0.6999277210884354,0.2534778911564626,0.3466666666666667
140,0.07214073091745377,0.05788831785321236,0.7126205563545227,0.705514455782313,0.2523044217687075,0.33666666666666667
145,0.06811509281396866,0.053945183753967285,0.7084953188896179,0.7037117346938775,0.2525765306122449,0.33999999999999997
150,0.069264717400074,0.05426342412829399,0.7500646114349365,0.7021641156462585,0.2523384353741497,0.3433333333333334
155,0.1727924942970276,0.14551761746406555,1.363743782043457,0.7064880952380952,0.2536904761904762,0.33333333333333337
160,0.1450512856245041,0.12006395310163498,1.2493664026260376,0.6949744897959184,0.2600510204081633,0.35
165,0.11114107817411423,0.0902208611369133,1.046010971069336,0.7034396258503401,0.2616921768707483,0.3314285714285714
170,0.09643908590078354,0.07726562023162842,0.9586732983589172,0.7015646258503401,0.2535374149659864,0.3433333333333334
175,0.08445824682712555,0.0653536319732666,0.9552308917045593,0.699141156462585,0.2583843537414966,0.3433333333333334
180,0.0741690918803215,0.0565168634057045,0.8826113939285278,0.697359693877551,0.25528061224489795,0.35
185,0.06543637067079544,0.048932623118162155,0.8251874446868896,0.7048341836734694,0.25033163265306124,0.33999999999999997
190,0.0586518794298172,0.04241793230175972,0.8116973638534546,0.6982738095238095,0.25011904761904763,0.3533333333333334
195,0.053749192506074905,0.03814570978283882,0.780174195766449,0.704077380952381,0.2485119047619047,0.3433333333333334
200,0.050193317234516144,0.03505260869860649,0.7570355534553528,0.7047151360544217,0.24723639455782312,0.3433333333333334
205,0.047842465341091156,0.033191680908203125,0.7325392961502075,0.7074872448979592,0.24502551020408164,0.33999999999999997
210,0.046400319784879684,0.031331468373537064,0.7534425258636475,0.7076913265306122,0.24461734693877554,0.33999999999999997
215,0.04425136372447014,0.029404139146208763,0.742361307144165,0.7025085034013605,0.2516496598639456,0.3433333333333334
220,0.04279198870062828,0.02772996388375759,0.7531012296676636,0.6999277210884354,0.2534778911564626,0.3466666666666667
225,0.04223404452204704,0.027416681870818138,0.740868091583252,0.7050595238095239,0.24654761904761902,0.3433333333333334
230,0.04014658182859421,0.025413965806365013,0.7366308569908142,0.7059311224489797,0.24813775510204078,0.33999999999999997
235,0.03924287110567093,0.024755215272307396,0.7243828773498535,0.6988988095238096,0.24886904761904763,0.3533333333333334
