EPOCH,TRAIN_LOSS,BASE_LOSS,INVARIANCE_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.5689464301615953,0.5262347184866667,0.04271171203552512,0.7606872895622896,0.7988550986050985,0.7225194805194806
1,0.25834206249564884,0.20539314767345787,0.052948914766311646,0.7536407828282828,0.8088140331890331,0.6984675324675326
2,0.1774674339592457,0.13636494610458613,0.04110248795710504,0.7642465277777777,0.8113501984126984,0.7171428571428571
3,0.1384062067978084,0.10192670366726815,0.03647950262762606,0.7602775673400674,0.8060356541606541,0.7145194805194806
4,0.11044813045300543,0.08182363310363144,0.028624497389391764,0.7404210858585858,0.8006084054834055,0.6802337662337662
5,0.09767704273574054,0.07254574190359563,0.0251313009992009,0.7685940656565656,0.8156816378066378,0.7215064935064934
6,0.09076009622775018,0.06579726150957868,0.0249628346337704,0.7658352272727271,0.8200600649350648,0.7116103896103896
7,0.0796773448958993,0.05895552198868245,0.020721823139028858,0.76492297979798,0.8180018037518039,0.711844155844156
8,0.07834817209746689,0.05633558701723814,0.02201258499408141,0.7639738005050505,0.8081294191919192,0.7198181818181818
9,0.07631844623945654,0.05504594460129738,0.021272501827043017,0.7581357323232323,0.8119078282828284,0.7043636363636363
10,0.06736649224767462,0.0493327291472815,0.01803376322175609,0.7355167297979799,0.7894750180375182,0.6815584415584416
11,0.06602688806131482,0.04651877598837018,0.019508111948816804,0.7532114898989899,0.8027866161616162,0.7036363636363636
12,0.05963002761360258,0.043608189747901635,0.016021837879634404,0.7471811868686868,0.8090636724386725,0.6852987012987013
13,0.05632798259845004,0.0423289324704092,0.0139990500343265,0.7646871843434344,0.8103094336219336,0.7190649350649351
14,0.05721455045742914,0.041332449303590695,0.01588210112957313,0.7553734217171717,0.8111364538239538,0.6996103896103896
15,0.053187152137979865,0.03958510712604038,0.013602044981889777,0.7645454545454545,0.8110129870129871,0.718077922077922
