SPLIT,EVAL_CELL,N,FILE_FAKE_PROB_Q10,FILE_FAKE_PROB_MEDIAN,FILE_FAKE_PROB_Q90,VOICE_FAKE_PROB_Q10,VOICE_FAKE_PROB_MEDIAN,VOICE_FAKE_PROB_Q90,MUSIC_FAKE_PROB_Q10,MUSIC_FAKE_PROB_MEDIAN,MUSIC_FAKE_PROB_Q90,VOICE_PRESENT_PROB_Q10,VOICE_PRESENT_PROB_MEDIAN,VOICE_PRESENT_PROB_Q90,MUSIC_PRESENT_PROB_Q10,MUSIC_PRESENT_PROB_MEDIAN,MUSIC_PRESENT_PROB_Q90
all,concurrent__voice_fake__music_fake,75,0.0510936327,0.5370231867,0.99903318882,0.21595188080000002,0.9931758046,0.9996495008599999,0.0510936327,0.4216429293,0.8842597663600003,0.16006487606,0.6686828136,0.8436951518,0.16407736540000004,0.8644915223,0.9280337811
all,concurrent__voice_fake__music_real,75,0.00483034336,0.3455374651,0.99949100016,0.20286645296,0.9937036633,0.99979213474,0.0035030416200000003,0.1290303208,0.5700089991200001,0.18183977906,0.5778861642,0.8429289937200002,0.8044298409999999,0.8841969371,0.9203940511
all,concurrent__voice_real__music_fake,75,0.015270933880000002,0.4712607563,0.97034789324,0.00257784828,0.7486791611,0.9990749359,0.027316799460000003,0.3860242069,0.7868116021200002,0.18762982488000002,0.6793732047,0.87357140782,0.5475404620000001,0.8681055307,0.90987035032
all,concurrent__voice_real__music_real,75,0.008775853920000002,0.2761795414,0.97010337114,0.006068203320000003,0.9304268956,0.99919508696,0.00648043188,0.1755180508,0.5298952348600001,0.28088360430000003,0.6566768289,0.8329241037200001,0.75413548942,0.8747214675,0.92408472304
all,music_only__music_fake,75,0.06834839882,0.5104739554,0.8334711254,0.38426271081999996,0.9224741459,0.9986136317400001,0.06834839882,0.5104739554,0.8334711254,0.02217565404,0.0435836948,0.17597324252000002,0.8239178300000001,0.8938526511,0.93979008196
all,music_only__music_real,75,0.00320184708,0.2572027929,0.58461776078,0.07266386898,0.873488605,0.9956272244600001,0.00320184708,0.2572027929,0.58461776078,0.02389038428,0.0396832824,0.13990992906000005,0.80891046524,0.8879173398,0.9278763890399999
all,partial_overlap__voice_fake__music_fake,75,0.36895872356000003,0.9799175858,0.99980033638,0.83650609254,0.9979579449,0.9998841524,0.30859880744,0.5234600157,0.8976927161400001,0.51719715596,0.7699337006,0.85584810972,0.78298356534,0.8694559336,0.91850528718
all,partial_overlap__voice_fake__music_real,75,0.34532517194,0.998124063,0.99994874002,0.84214870928,0.9988825917,0.99994874002,0.10957679000000001,0.4936233461,0.8245113939000012,0.60537666082,0.7914019227,0.8466408968,0.7608789921,0.8796523213,0.93069617748
all,partial_overlap__voice_real__music_fake,75,0.41574286822,0.9382948279,0.99760223626,0.41496815686000005,0.9470918179,0.9970768213,0.20443016588000001,0.5035300211,0.9147672474600002,0.61124577522,0.7539131045,0.8723986983,0.73533852102,0.8697054982,0.9294637084
all,partial_overlap__voice_real__music_real,75,0.29883435910000006,0.9255416393,0.99805614948,0.31390370130000006,0.9337317944,0.99874709846,0.11094532906000001,0.4602569938,0.8283724009800008,0.59325215818,0.7985028625,0.8820572853,0.80987455842,0.883055985,0.92611597774
all,sequential__voice_fake__music_fake,75,0.8205907464,0.9977239966,0.99995753766,0.9067292571,0.998467505,0.99995911122,0.49186130168,0.6601326466,0.87190964818,0.7370563507,0.8152037263,0.87404285668,0.71060068606,0.881418407,0.9293083668
all,sequential__voice_fake__music_real,75,0.81069532634,0.9986309409,0.99995644092,0.81069532634,0.9987511635,0.99995856286,0.40082108082,0.5881643295,0.9118752062400002,0.74451011416,0.8101089001,0.877117157,0.7641518950599999,0.8682792187,0.9244545817200001
all,sequential__voice_real__music_fake,75,0.5183652520600001,0.8761398792,0.9974063158,0.3906955421,0.8643776774,0.99580308198,0.4604626894,0.6854351759,0.9682296693400001,0.75655303,0.8223956227,0.87687752246,0.60803163054,0.8723682761,0.91904712916
all,sequential__voice_real__music_real,75,0.50463439824,0.8841334581,0.9960755825000001,0.40472993256,0.8932902217,0.9960755825000001,0.37654110488000003,0.5419401973,0.8386280476600005,0.69952327012,0.8270197511,0.88329401016,0.83290373086,0.8876648545,0.93049081568
all,voice_only__voice_fake,75,0.81373912096,0.9988684654,0.9999342679800001,0.81373912096,0.9988684654,0.9999342679800001,0.48624449372,0.5340093076,0.8358551562000001,0.7439325451600001,0.8121485114,0.8842428088400001,0.0270493966,0.0397040769,0.059288936860000016
all,voice_only__voice_real,75,0.00031026295999999996,0.0049560172,0.8298362851000005,0.00031026295999999996,0.0049560172,0.8298362851000005,0.43995174768,0.5565631092,0.8715225339200001,0.7486213326200001,0.8315433264,0.88761552574,0.0312989842,0.0460459627,0.08177553412000003
