epoch,train_loss,pooled_eer,macro_domain_eer,worst_domain_eer,selection,seconds
0,,0.4231387543153493,0.4334090909090909,0.51,0.5564078955695981,12.829179406166077
1,0.8313848291290924,0.3384182303267438,0.33811177248677254,0.40166666666666667,0.649024019757263,36.518045300617814
2,0.5843173594912514,0.3095519306988498,0.30123587061087065,0.4,0.6748532734673138,64.1691186921671
3,0.5033410691539757,0.3027458509857833,0.3070851370851371,0.4,0.6765015333815672,92.71017446462065
4,0.44018193223746493,0.2797464436234174,0.2831869288119288,0.37833333333333335,0.699504032878046,121.09011815954
5,0.4038111048284918,0.2766956816764815,0.2814775733525734,0.3866666666666667,0.6998755538226539,146.58260564040393
6,0.37457860814174637,0.28631778155244625,0.29420875420875414,0.42333333333333334,0.6839118162944839,172.97623113915324
7,0.35555304208537564,0.2548699832343034,0.26188251563251563,0.3866666666666667,0.7166669203597602,198.7058027954772
8,0.3449249970144592,0.2823282727807483,0.2751779701779702,0.3966666666666666,0.6969491392229015,226.40788138844073
