MODE,ROUTE,POOL,WEIGHT,FILE_RATIO,dev,factorial,factorial_plus_phone,phone,yue,MIN_AUDIT_DELTA,MEAN_AUDIT_DELTA
residual,hard_nonphone,LME_T5,0.3,0.0,-0.0017142857142856682,-0.0034285714285713365,-0.00313043478260866,0.0,-0.004838709677419395,-0.004838709677419395,-0.0024953917050691
residual,soft_nonphone,LME_T5,0.3,0.0,-0.0017142857142856682,-0.0034285714285713365,-0.00313043478260866,0.0,-0.004838709677419395,-0.004838709677419395,-0.0024953917050691
moe,global,MAX,0.01,0.25,-0.004337662337662307,0.0,-0.0032651059085841982,-0.0008571428571428896,-0.004838709677419395,-0.004838709677419395,-0.002508378718056148
moe,global,MAX,0.01,0.5,-0.004337662337662307,0.0,-0.0035215161649944093,-0.0008571428571428896,-0.004838709677419395,-0.004838709677419395,-0.002508378718056148
residual,global,MEAN,0.3,0.0,-0.0017142857142856682,0.0,-0.00417391304347825,-0.0045000000000000595,-0.004838709677419395,-0.004838709677419395,-0.0027632488479262807
residual,hard_nonphone,Q75,0.05,0.0,-0.005142857142857116,0.0,-0.001565217391304441,0.0,0.0,-0.005142857142857116,-0.001285714285714279
residual,hard_nonphone,Q75,0.05,0.25,-0.005142857142857116,0.0,-0.001565217391304441,0.0,0.0,-0.005142857142857116,-0.001285714285714279
residual,soft_nonphone,Q75,0.05,0.0,-0.005142857142857116,0.0,-0.001565217391304441,0.0,0.0,-0.005142857142857116,-0.001285714285714279
residual,soft_nonphone,Q75,0.05,0.25,-0.005142857142857116,0.0,-0.001565217391304441,0.0,0.0,-0.005142857142857116,-0.001285714285714279
residual,global,LME_T5,0.025,0.0,-0.005142857142857116,0.0,-0.001565217391304441,-0.0015000000000000568,0.0,-0.005142857142857116,-0.0016607142857142931
residual,global,MEAN,0.05,0.0,-0.005142857142857116,0.0,-0.0010434782608695903,-0.0015000000000000568,0.0,-0.005142857142857116,-0.0016607142857142931
residual,global,Q75,0.05,0.0,-0.005142857142857116,0.0,-0.001565217391304441,-0.0015000000000000568,0.0,-0.005142857142857116,-0.0016607142857142931
moe,global,Q75,0.025,0.5,-0.005142857142857116,0.0029090909090909722,-0.005221404682274389,0.0,-0.004838709677419395,-0.005142857142857116,-0.0017681189777963846
residual,hard_nonphone,Q75,0.05,0.5,-0.005142857142857116,0.0,-0.001565217391304441,0.0,-0.0027173913043478937,-0.005142857142857116,-0.0019650621118012523
residual,soft_nonphone,Q75,0.05,0.5,-0.005142857142857116,0.0,-0.001565217391304441,0.0,-0.0027173913043478937,-0.005142857142857116,-0.0019650621118012523
moe,global,LME_T5,0.025,0.0,-0.005142857142857116,0.0,-0.0036521739130435105,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
moe,global,MEAN,0.025,0.0,-0.005142857142857116,0.0,-0.0036521739130435105,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
moe,global,Q75,0.025,0.0,-0.005142857142857116,0.0,-0.0036521739130435105,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
moe,hard_nonphone,MAX,0.025,0.0,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
moe,hard_nonphone,Q75,0.025,0.0,-0.005142857142857116,0.0,-0.001565217391304441,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
moe,soft_nonphone,MAX,0.025,0.0,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
moe,soft_nonphone,Q75,0.025,0.0,-0.005142857142857116,0.0,-0.001565217391304441,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,hard_nonphone,MAX,0.025,0.0,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,hard_nonphone,MAX,0.025,0.25,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,hard_nonphone,MAX,0.075,0.0,-0.005142857142857116,0.0,-0.00313043478260866,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,hard_nonphone,Q75,0.1,0.0,-0.005142857142857116,0.0,-0.001565217391304441,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,hard_nonphone,Q75,0.15,0.0,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,soft_nonphone,MAX,0.025,0.0,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,soft_nonphone,MAX,0.025,0.25,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,soft_nonphone,MAX,0.075,0.0,-0.005142857142857116,0.0,-0.00313043478260866,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,soft_nonphone,Q75,0.1,0.0,-0.005142857142857116,0.0,-0.001565217391304441,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
residual,soft_nonphone,Q75,0.15,0.0,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.004838709677419395,-0.005142857142857116,-0.0024953917050691277
moe,global,MAX,0.025,0.0,-0.005142857142857116,0.0,-0.0036521739130435105,-0.0007500000000000284,-0.004838709677419395,-0.005142857142857116,-0.0026828917050691348
residual,global,MAX,0.1,0.0,-0.005142857142857116,0.0017142857142857792,-0.00521739130434784,-0.0030000000000001137,-0.004838709677419395,-0.005142857142857116,-0.0028168202764977113
residual,global,LME_T5,0.05,0.0,-0.005142857142857116,0.0,-0.001565217391304441,-0.0015000000000000568,-0.004838709677419395,-0.005142857142857116,-0.002870391705069142
residual,global,MAX,0.025,0.0,-0.005142857142857116,0.0,-0.0020869565217391806,-0.0015000000000000568,-0.004838709677419395,-0.005142857142857116,-0.002870391705069142
residual,hard_nonphone,MAX,0.05,0.0,-0.005142857142857116,-0.0017142857142856682,-0.00260869565217392,0.0,-0.004838709677419395,-0.005142857142857116,-0.0029239631336405447
residual,hard_nonphone,Q75,0.075,0.0,-0.005142857142857116,-0.0017142857142856682,-0.001565217391304441,0.0,-0.004838709677419395,-0.005142857142857116,-0.0029239631336405447
residual,soft_nonphone,MAX,0.05,0.0,-0.005142857142857116,-0.0017142857142856682,-0.00260869565217392,0.0,-0.004838709677419395,-0.005142857142857116,-0.0029239631336405447
residual,soft_nonphone,Q75,0.075,0.0,-0.005142857142857116,-0.0017142857142856682,-0.001565217391304441,0.0,-0.004838709677419395,-0.005142857142857116,-0.0029239631336405447
residual,global,MAX,0.075,0.0,-0.005142857142857116,0.0,-0.0036521739130435105,-0.0022500000000000853,-0.004838709677419395,-0.005142857142857116,-0.003057891705069149
residual,global,LME_T5,0.3,0.0,-0.005142857142857116,-0.0017142857142856682,-0.006260869565217431,-0.0045000000000000595,-0.004838709677419395,-0.005142857142857116,-0.00404896313364056
moe,hard_nonphone,MEAN,0.01,1.0,-0.0055324675324675,0.0029090909090909722,-0.0011781493868451287,0.0,0.0,-0.0055324675324675,-0.0006558441558441319
moe,hard_nonphone,Q75,0.01,1.0,-0.0055324675324675,0.0029090909090909722,-0.0016998885172798683,0.0,0.0,-0.0055324675324675,-0.0006558441558441319
moe,soft_nonphone,MEAN,0.01,1.0,-0.0055324675324675,0.0029090909090909722,-0.0011781493868451287,0.0,0.0,-0.0055324675324675,-0.0006558441558441319
moe,soft_nonphone,Q75,0.01,1.0,-0.0055324675324675,0.0029090909090909722,-0.0016998885172798683,0.0,0.0,-0.0055324675324675,-0.0006558441558441319
residual,global,Q75,0.01,1.0,-0.0055324675324675,0.0029090909090909722,-0.0005217391304347396,0.0,0.0,-0.0055324675324675,-0.0006558441558441319
residual,global,MEAN,0.1,0.25,-0.0055324675324675,0.006337662337662531,-0.001565217391304441,-0.0015000000000000568,-0.0027173913043478937,-0.0055324675324675,-0.0008530491247882299
residual,global,Q75,0.01,0.5,-0.0055324675324675,0.0,-0.0005217391304347396,0.0,0.0,-0.0055324675324675,-0.001383116883116875
residual,global,MEAN,0.1,0.5,-0.0055324675324675,0.0034285714285715585,4.013377926326278e-06,-0.0015000000000000568,-0.0027173913043478937,-0.0055324675324675,-0.001580321852060973
residual,global,MEAN,0.075,0.25,-0.0055324675324675,0.0029090909090909722,-0.0010434782608695903,-0.0015000000000000568,-0.0027173913043478937,-0.0055324675324675,-0.0017101919819311195
residual,global,MEAN,0.075,0.5,-0.0055324675324675,0.0029090909090909722,-0.0010434782608695903,-0.0015000000000000568,-0.0027173913043478937,-0.0055324675324675,-0.0017101919819311195
moe,global,LME_T5,0.01,1.0,-0.0055324675324675,0.0029090909090909722,-0.004177926421404798,0.0,-0.004838709677419395,-0.0055324675324675,-0.0018655215751989807
moe,hard_nonphone,LME_T5,0.01,1.0,-0.0055324675324675,0.0029090909090909722,-0.0011781493868451287,0.0,-0.004838709677419395,-0.0055324675324675,-0.0018655215751989807
moe,soft_nonphone,LME_T5,0.01,1.0,-0.0055324675324675,0.0029090909090909722,-0.0011781493868451287,0.0,-0.004838709677419395,-0.0055324675324675,-0.0018655215751989807
residual,hard_nonphone,LME_T5,0.1,0.25,-0.0055324675324675,0.0,-0.0020869565217391806,0.0,-0.0027173913043478937,-0.0055324675324675,-0.0020624647092038484
residual,hard_nonphone,MEAN,0.05,1.0,-0.0055324675324675,0.0,-0.0010434782608695903,0.0,-0.0027173913043478937,-0.0055324675324675,-0.0020624647092038484
residual,soft_nonphone,LME_T5,0.1,0.25,-0.0055324675324675,0.0,-0.0020869565217391806,0.0,-0.0027173913043478937,-0.0055324675324675,-0.0020624647092038484
residual,soft_nonphone,MEAN,0.05,1.0,-0.0055324675324675,0.0,-0.0010434782608695903,0.0,-0.0027173913043478937,-0.0055324675324675,-0.0020624647092038484
moe,global,MEAN,0.025,0.5,-0.006051948051948086,0.0029090909090909722,-0.005221404682274389,0.0,-0.004838709677419395,-0.006051948051948086,-0.0019953917050691272
moe,hard_nonphone,MAX,0.025,0.25,-0.006051948051948086,0.0,-0.0027433667781494586,0.0,-0.004838709677419395,-0.006051948051948086,-0.0027226644323418703
moe,hard_nonphone,Q75,0.025,0.25,-0.006051948051948086,0.0,-0.002221627647714608,0.0,-0.004838709677419395,-0.006051948051948086,-0.0027226644323418703
moe,soft_nonphone,MAX,0.025,0.25,-0.006051948051948086,0.0,-0.0027433667781494586,0.0,-0.004838709677419395,-0.006051948051948086,-0.0027226644323418703
moe,soft_nonphone,Q75,0.025,0.25,-0.006051948051948086,0.0,-0.002221627647714608,0.0,-0.004838709677419395,-0.006051948051948086,-0.0027226644323418703
moe,global,LME_T5,0.025,0.25,-0.006051948051948086,0.0,-0.004564994425864,-0.0008571428571428896,-0.004838709677419395,-0.006051948051948086,-0.0029369501466275927
moe,global,MEAN,0.025,0.25,-0.006051948051948086,0.0,-0.005221404682274389,-0.0008571428571428896,-0.004838709677419395,-0.006051948051948086,-0.0029369501466275927
moe,global,Q75,0.025,0.25,-0.006051948051948086,0.0,-0.005221404682274389,-0.0008571428571428896,-0.004838709677419395,-0.006051948051948086,-0.0029369501466275927
residual,hard_nonphone,Q75,0.2,0.0,-0.006857142857142895,0.0017142857142857792,-0.00260869565217392,0.0,-0.004838709677419395,-0.006857142857142895,-0.0024953917050691277
residual,soft_nonphone,Q75,0.2,0.0,-0.006857142857142895,0.0017142857142857792,-0.0020869565217391806,0.0,-0.004838709677419395,-0.006857142857142895,-0.0024953917050691277
residual,hard_nonphone,MAX,0.1,0.0,-0.006857142857142895,0.0,-0.00417391304347825,0.0,-0.004838709677419395,-0.006857142857142895,-0.0029239631336405725
residual,soft_nonphone,MAX,0.1,0.0,-0.006857142857142895,0.0,-0.00417391304347825,0.0,-0.004838709677419395,-0.006857142857142895,-0.0029239631336405725
residual,global,Q75,0.15,0.0,-0.006857142857142895,0.0017142857142857792,-0.00313043478260866,-0.0030000000000001137,-0.004838709677419395,-0.006857142857142895,-0.003245391705069156
residual,global,Q75,0.1,0.0,-0.006857142857142895,0.0,-0.00260869565217392,-0.0015000000000000568,-0.004838709677419395,-0.006857142857142895,-0.0032989631336405867
moe,hard_nonphone,MAX,0.05,0.0,-0.006857142857142895,-0.0017142857142856682,-0.00260869565217392,0.0,-0.004838709677419395,-0.006857142857142895,-0.0033525345622119895
moe,soft_nonphone,MAX,0.05,0.0,-0.006857142857142895,-0.0017142857142856682,-0.00260869565217392,0.0,-0.004838709677419395,-0.006857142857142895,-0.0033525345622119895
residual,global,Q75,0.2,0.0,-0.006857142857142895,0.0017142857142857792,-0.0036521739130435105,-0.003750000000000031,-0.004838709677419395,-0.006857142857142895,-0.0034328917050691354
residual,global,MAX,0.05,0.0,-0.006857142857142895,-0.0017142857142856682,-0.00260869565217392,-0.0015000000000000568,-0.004838709677419395,-0.006857142857142895,-0.0037275345622120037
residual,global,Q75,0.075,0.0,-0.006857142857142895,-0.0017142857142856682,-0.0020869565217391806,-0.0015000000000000568,-0.004838709677419395,-0.006857142857142895,-0.0037275345622120037
moe,hard_nonphone,LME_T5,0.075,0.0,-0.006857142857142895,-0.0034285714285713365,-0.0036521739130435105,0.0,-0.004838709677419395,-0.006857142857142895,-0.0037811059907834066
moe,soft_nonphone,LME_T5,0.075,0.0,-0.006857142857142895,-0.0034285714285713365,-0.0036521739130435105,0.0,-0.004838709677419395,-0.006857142857142895,-0.0037811059907834066
moe,global,MEAN,0.05,0.0,-0.006857142857142895,-0.0034285714285713365,-0.00521739130434784,-0.0030000000000001137,-0.004838709677419395,-0.006857142857142895,-0.004531105990783435
moe,global,LME_T5,0.05,0.0,-0.006857142857142895,-0.0034285714285713365,-0.00573913043478258,-0.003750000000000031,-0.004838709677419395,-0.006857142857142895,-0.004718605990783414
moe,global,MAX,0.05,0.0,-0.006857142857142895,-0.0034285714285713365,-0.00678260869565217,-0.003750000000000031,-0.004838709677419395,-0.006857142857142895,-0.004718605990783414
residual,global,MEAN,0.025,0.5,-0.007246753246753279,0.0038181818181819427,-0.0005217391304347396,-0.0007500000000000284,0.0,-0.007246753246753279,-0.0010446428571428412
residual,global,Q75,0.025,0.5,-0.007246753246753279,0.0029090909090909722,-0.0010434782608695903,-0.0007500000000000284,0.0,-0.007246753246753279,-0.0012719155844155838
residual,global,MAX,0.01,1.0,-0.007246753246753279,0.0029090909090909722,-0.0010434782608695903,0.0,-0.0027173913043478937,-0.007246753246753279,-0.0017637634105025501
residual,global,MAX,0.01,0.25,-0.007246753246753279,0.0,-0.0010434782608695903,0.0,0.0,-0.007246753246753279,-0.0018116883116883198
residual,global,MAX,0.01,0.5,-0.007246753246753279,0.0,-0.0010434782608695903,0.0,0.0,-0.007246753246753279,-0.0018116883116883198
residual,global,MEAN,0.025,1.0,-0.007246753246753279,0.0029090909090909722,-0.0005217391304347396,-0.0007500000000000284,-0.0027173913043478937,-0.007246753246753279,-0.0019512634105025572
residual,global,MEAN,0.025,0.25,-0.007246753246753279,0.0,-0.0005217391304347396,-0.0007500000000000284,0.0,-0.007246753246753279,-0.001999188311688327
residual,global,Q75,0.025,0.25,-0.007246753246753279,0.0,-0.0010434782608695903,-0.0007500000000000284,0.0,-0.007246753246753279,-0.001999188311688327
moe,hard_nonphone,LME_T5,0.025,0.5,-0.007246753246753279,0.0038181818181819427,-0.002221627647714608,0.0,-0.004838709677419395,-0.007246753246753279,-0.002066820276497683
moe,hard_nonphone,MEAN,0.025,0.5,-0.007246753246753279,0.0038181818181819427,-0.002221627647714608,0.0,-0.004838709677419395,-0.007246753246753279,-0.002066820276497683
moe,soft_nonphone,LME_T5,0.025,0.5,-0.007246753246753279,0.0038181818181819427,-0.002221627647714608,0.0,-0.004838709677419395,-0.007246753246753279,-0.002066820276497683
moe,soft_nonphone,MEAN,0.025,0.5,-0.007246753246753279,0.0038181818181819427,-0.002221627647714608,0.0,-0.004838709677419395,-0.007246753246753279,-0.002066820276497683
residual,global,Q75,0.025,1.0,-0.007246753246753279,0.0029090909090909722,-0.0010434782608695903,-0.001607142857142918,-0.0027173913043478937,-0.007246753246753279,-0.0021655491247882797
residual,hard_nonphone,LME_T5,0.025,1.0,-0.007246753246753279,0.0,-0.001565217391304441,0.0,-0.0027173913043478937,-0.007246753246753279,-0.002491036137775293
residual,soft_nonphone,LME_T5,0.025,1.0,-0.007246753246753279,0.0,-0.001565217391304441,0.0,-0.0027173913043478937,-0.007246753246753279,-0.002491036137775293
moe,hard_nonphone,LME_T5,0.05,0.25,-0.007246753246753279,0.0021038961038962745,-0.0027433667781494586,0.0,-0.004838709677419395,-0.007246753246753279,-0.0024953917050691
moe,hard_nonphone,MEAN,0.05,0.25,-0.007246753246753279,0.0021038961038962745,-0.002221627647714608,0.0,-0.004838709677419395,-0.007246753246753279,-0.0024953917050691
moe,soft_nonphone,LME_T5,0.05,0.25,-0.007246753246753279,0.0021038961038962745,-0.0027433667781494586,0.0,-0.004838709677419395,-0.007246753246753279,-0.0024953917050691
moe,soft_nonphone,MEAN,0.05,0.25,-0.007246753246753279,0.0021038961038962745,-0.002221627647714608,0.0,-0.004838709677419395,-0.007246753246753279,-0.0024953917050691
residual,global,LME_T5,0.1,0.25,-0.007246753246753279,0.0017142857142857792,-0.00260869565217392,-0.003107142857142975,-0.0027173913043478937,-0.007246753246753279,-0.002839250423489592
residual,hard_nonphone,LME_T5,0.05,0.25,-0.0034285714285713365,0.0029090909090909722,-0.001565217391304441,0.0,-0.007556100981767289,-0.007556100981767289,-0.002018895375311913
residual,soft_nonphone,LME_T5,0.05,0.25,-0.0034285714285713365,0.0029090909090909722,-0.001565217391304441,0.0,-0.007556100981767289,-0.007556100981767289,-0.002018895375311913
residual,hard_nonphone,LME_T5,0.075,0.25,-0.0017142857142856682,0.0,-0.0020869565217391806,0.0,-0.007556100981767289,-0.007556100981767289,-0.002317596674013239
residual,soft_nonphone,LME_T5,0.075,0.25,-0.0017142857142856682,0.0,-0.0020869565217391806,0.0,-0.007556100981767289,-0.007556100981767289,-0.002317596674013239
residual,hard_nonphone,MAX,0.025,0.5,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.007556100981767289,-0.007556100981767289,-0.003174739531156101
residual,hard_nonphone,MAX,0.075,0.25,-0.005142857142857116,0.0,-0.00313043478260866,0.0,-0.007556100981767289,-0.007556100981767289,-0.003174739531156101
residual,hard_nonphone,Q75,0.1,0.25,-0.005142857142857116,0.0,-0.001565217391304441,0.0,-0.007556100981767289,-0.007556100981767289,-0.003174739531156101
residual,soft_nonphone,MAX,0.025,0.5,-0.005142857142857116,0.0,-0.0020869565217391806,0.0,-0.007556100981767289,-0.007556100981767289,-0.003174739531156101
residual,soft_nonphone,MAX,0.075,0.25,-0.005142857142857116,0.0,-0.00313043478260866,0.0,-0.007556100981767289,-0.007556100981767289,-0.003174739531156101
residual,soft_nonphone,Q75,0.1,0.25,-0.005142857142857116,0.0,-0.001565217391304441,0.0,-0.007556100981767289,-0.007556100981767289,-0.003174739531156101
residual,hard_nonphone,LME_T5,0.075,0.5,-0.0055324675324675,0.0,-0.0020869565217391806,0.0,-0.007556100981767289,-0.007556100981767289,-0.003272142128558697
residual,soft_nonphone,LME_T5,0.075,0.5,-0.0055324675324675,0.0,-0.0020869565217391806,0.0,-0.007556100981767289,-0.007556100981767289,-0.003272142128558697
residual,hard_nonphone,MAX,0.05,0.25,-0.005142857142857116,-0.0017142857142856682,-0.00260869565217392,0.0,-0.007556100981767289,-0.007556100981767289,-0.003603310959727518
residual,hard_nonphone,Q75,0.075,0.25,-0.005142857142857116,-0.0017142857142856682,-0.001565217391304441,0.0,-0.007556100981767289,-0.007556100981767289,-0.003603310959727518
residual,soft_nonphone,MAX,0.05,0.25,-0.005142857142857116,-0.0017142857142856682,-0.00260869565217392,0.0,-0.007556100981767289,-0.007556100981767289,-0.003603310959727518
residual,soft_nonphone,Q75,0.075,0.25,-0.005142857142857116,-0.0017142857142856682,-0.001565217391304441,0.0,-0.007556100981767289,-0.007556100981767289,-0.003603310959727518
residual,hard_nonphone,LME_T5,0.05,0.5,-0.007246753246753279,0.0,-0.001565217391304441,0.0,-0.007556100981767289,-0.007556100981767289,-0.003700713557130142
residual,soft_nonphone,LME_T5,0.05,0.5,-0.007246753246753279,0.0,-0.001565217391304441,0.0,-0.007556100981767289,-0.007556100981767289,-0.003700713557130142
residual,global,LME_T5,0.075,0.25,-0.007246753246753279,0.0,-0.0020869565217391806,-0.0015000000000000568,-0.007556100981767289,-0.007556100981767289,-0.004075713557130156
moe,global,MEAN,0.05,0.25,-0.007766233766233865,-0.0005194805194803642,-0.006786622073578719,-0.0030000000000001137,-0.004838709677419395,-0.007766233766233865,-0.004031105990783435
moe,hard_nonphone,MEAN,0.025,1.0,-0.008155844155844028,0.0,-0.002221627647714608,0.0,-0.004838709677419395,-0.008155844155844028,-0.0032486384583158556
moe,soft_nonphone,MEAN,0.025,1.0,-0.008155844155844028,0.0,-0.002221627647714608,0.0,-0.004838709677419395,-0.008155844155844028,-0.0032486384583158556
moe,hard_nonphone,LME_T5,0.05,1.0,-0.008155844155844028,-0.0017142857142856682,-0.0027433667781494586,0.0,-0.004838709677419395,-0.008155844155844028,-0.0036772098868872727
moe,hard_nonphone,MEAN,0.05,0.5,-0.008155844155844028,-0.0017142857142856682,-0.002221627647714608,0.0,-0.004838709677419395,-0.008155844155844028,-0.0036772098868872727
moe,hard_nonphone,MEAN,0.05,1.0,-0.008155844155844028,-0.0017142857142856682,-0.002221627647714608,0.0,-0.004838709677419395,-0.008155844155844028,-0.0036772098868872727
moe,soft_nonphone,LME_T5,0.05,1.0,-0.008155844155844028,-0.0017142857142856682,-0.0027433667781494586,0.0,-0.004838709677419395,-0.008155844155844028,-0.0036772098868872727
moe,soft_nonphone,MEAN,0.05,0.5,-0.008155844155844028,-0.0017142857142856682,-0.002221627647714608,0.0,-0.004838709677419395,-0.008155844155844028,-0.0036772098868872727
moe,soft_nonphone,MEAN,0.05,1.0,-0.008155844155844028,-0.0017142857142856682,-0.002221627647714608,0.0,-0.004838709677419395,-0.008155844155844028,-0.0036772098868872727
residual,global,LME_T5,0.15,0.25,-0.008155844155844028,0.0,-0.0036521739130435105,-0.0038571428571430033,-0.0027173913043478937,-0.008155844155844028,-0.003682594579333731
residual,global,LME_T5,0.075,0.5,-0.008155844155844028,0.0,-0.0020869565217391806,-0.0023571428571429465,-0.007556100981767289,-0.008155844155844028,-0.004517271998688566
residual,hard_nonphone,MAX,0.15,0.0,-0.008571428571428563,0.0,-0.00417391304347825,0.0,-0.004838709677419395,-0.008571428571428563,-0.0033525345622119895
residual,soft_nonphone,MAX,0.15,0.0,-0.008571428571428563,0.0,-0.00417391304347825,0.0,-0.004838709677419395,-0.008571428571428563,-0.0033525345622119895
residual,global,MAX,0.15,0.0,-0.008571428571428563,-0.0017142857142856682,-0.00573913043478258,-0.003750000000000031,-0.004838709677419395,-0.008571428571428563,-0.004718605990783414
moe,hard_nonphone,LME_T5,0.1,0.0,-0.008571428571428563,-0.006857142857142784,-0.0036521739130435105,0.0,-0.004838709677419395,-0.008571428571428563,-0.0050668202764976855
moe,soft_nonphone,LME_T5,0.1,0.0,-0.008571428571428563,-0.006857142857142784,-0.0036521739130435105,0.0,-0.004838709677419395,-0.008571428571428563,-0.0050668202764976855
residual,global,MEAN,0.05,0.25,-0.008961038961038947,0.0038181818181819427,-0.0010434782608695903,-0.0015000000000000568,0.0,-0.008961038961038947,-0.0016607142857142654
residual,global,Q75,0.05,0.25,-0.008961038961038947,0.0029090909090909722,-0.001565217391304441,-0.0015000000000000568,0.0,-0.008961038961038947,-0.001887987012987008
residual,hard_nonphone,Q75,0.05,1.0,-0.008961038961038947,0.0029090909090909722,-0.001565217391304441,0.0,-0.0027173913043478937,-0.008961038961038947,-0.002192334839073967
residual,soft_nonphone,Q75,0.05,1.0,-0.008961038961038947,0.0029090909090909722,-0.001565217391304441,0.0,-0.0027173913043478937,-0.008961038961038947,-0.002192334839073967
residual,global,LME_T5,0.025,0.5,-0.008961038961038947,0.0038181818181819427,-0.001565217391304441,-0.0015000000000000568,-0.0027173913043478937,-0.008961038961038947,-0.002340062111801239
residual,global,MEAN,0.05,0.5,-0.008961038961038947,0.0029090909090909722,-0.0010434782608695903,-0.0015000000000000568,-0.0027173913043478937,-0.008961038961038947,-0.0025673348390739814
residual,global,LME_T5,0.025,0.25,-0.008961038961038947,0.0,-0.001565217391304441,-0.0015000000000000568,0.0,-0.008961038961038947,-0.002615259740259751
moe,global,MEAN,0.025,1.0,-0.008961038961038947,0.0038181818181819427,-0.0043085841694537885,-0.0008571428571428896,-0.004838709677419395,-0.008961038961038947,-0.0027096774193548223
moe,global,LME_T5,0.025,0.5,-0.008961038961038947,0.0029090909090909722,-0.005221404682274389,0.0,-0.004838709677419395,-0.008961038961038947,-0.0027226644323418425
moe,hard_nonphone,Q75,0.025,0.5,-0.008961038961038947,0.0029090909090909722,-0.002221627647714608,0.0,-0.004838709677419395,-0.008961038961038947,-0.0027226644323418425
moe,hard_nonphone,Q75,0.025,1.0,-0.008961038961038947,0.0029090909090909722,-0.001565217391304441,0.0,-0.004838709677419395,-0.008961038961038947,-0.0027226644323418425
moe,soft_nonphone,Q75,0.025,0.5,-0.008961038961038947,0.0029090909090909722,-0.002221627647714608,0.0,-0.004838709677419395,-0.008961038961038947,-0.0027226644323418425
moe,soft_nonphone,Q75,0.025,1.0,-0.008961038961038947,0.0029090909090909722,-0.001565217391304441,0.0,-0.004838709677419395,-0.008961038961038947,-0.0027226644323418425
residual,global,Q75,0.05,0.5,-0.008961038961038947,0.0029090909090909722,-0.001565217391304441,-0.0023571428571429465,-0.0027173913043478937,-0.008961038961038947,-0.002781620553359704
moe,global,Q75,0.025,1.0,-0.008961038961038947,0.0029090909090909722,-0.0036521739130435105,-0.0008571428571428896,-0.004838709677419395,-0.008961038961038947,-0.002936950146627565
residual,global,MEAN,0.05,1.0,-0.008961038961038947,0.0,0.0005257525083611769,-0.0015000000000000568,-0.0027173913043478937,-0.008961038961038947,-0.0032946075663467245
residual,hard_nonphone,Q75,0.1,0.5,-0.008961038961038947,0.0029090909090909722,-0.001565217391304441,0.0,-0.007556100981767289,-0.008961038961038947,-0.003402012258428816
residual,soft_nonphone,Q75,0.1,0.5,-0.008961038961038947,0.0029090909090909722,-0.001565217391304441,0.0,-0.007556100981767289,-0.008961038961038947,-0.003402012258428816
residual,global,LME_T5,0.025,1.0,-0.008961038961038947,0.0,-0.001565217391304441,-0.0023571428571429465,-0.0027173913043478937,-0.008961038961038947,-0.003508893280632447
residual,global,LME_T5,0.05,0.25,-0.008961038961038947,0.0038181818181819427,-0.001565217391304441,-0.0015000000000000568,-0.007556100981767289,-0.008961038961038947,-0.0035497395311560875
residual,global,MAX,0.025,0.5,-0.008961038961038947,0.0029090909090909722,-0.0020869565217391806,-0.0015000000000000568,-0.007556100981767289,-0.008961038961038947,-0.00377701225842883
residual,global,MAX,0.025,0.25,-0.008961038961038947,0.0,-0.0020869565217391806,-0.0015000000000000568,-0.004838709677419395,-0.008961038961038947,-0.0038249371596146
moe,global,MAX,0.025,0.25,-0.008961038961038947,0.0,-0.005221404682274389,-0.001607142857142918,-0.004838709677419395,-0.008961038961038947,-0.003851722873900315
residual,global,MAX,0.075,0.25,-0.008961038961038947,0.0029090909090909722,-0.0036521739130435105,-0.0022500000000000853,-0.007556100981767289,-0.008961038961038947,-0.003964512258428837
residual,hard_nonphone,Q75,0.15,0.25,-0.008961038961038947,0.0,-0.0020869565217391806,0.0,-0.007556100981767289,-0.008961038961038947,-0.004129284985701559
