expert_weight,eer
0.0,0.08750000000000001
0.01,0.08750000000000001
0.02,0.07499999999999998
0.03,0.07499999999999998
0.04,0.07499999999999998
0.05,0.07499999999999998
0.06,0.07499999999999998
0.07,0.07499999999999998
0.08,0.07499999999999998
0.09,0.07499999999999998
0.1,0.06874999999999999
0.11,0.06874999999999999
0.12,0.06874999999999999
0.13,0.06874999999999999
0.14,0.06874999999999999
0.15,0.06874999999999999
0.16,0.06874999999999999
0.17,0.0625
0.18,0.0625
0.19,0.05625000000000001
0.2,0.05625000000000001
0.21,0.05625000000000001
0.22,0.05625000000000001
0.23,0.05625000000000001
0.24,0.05625000000000001
0.25,0.05625000000000001
0.26,0.050000000000000024
0.27,0.050000000000000024
0.28,0.043749999999999976
0.29,0.043749999999999976
0.3,0.043749999999999976
0.31,0.043749999999999976
0.32,0.043749999999999976
0.33,0.03749999999999999
0.34,0.03749999999999999
0.35000000000000003,0.03749999999999999
0.36,0.03749999999999999
0.37,0.03749999999999999
0.38,0.03125
0.39,0.03125
0.4,0.03125
0.41000000000000003,0.03125
0.42,0.03125
0.43,0.03125
0.44,0.03125
0.45,0.03125
0.46,0.03125
0.47000000000000003,0.03125
0.48,0.03125
0.49,0.03125
0.5,0.03125
0.51,0.03125
0.52,0.03125
0.53,0.03125
0.54,0.03125
0.55,0.03125
0.56,0.03125
0.5700000000000001,0.03125
0.58,0.03125
0.59,0.03125
0.6,0.03125
0.61,0.03125
0.62,0.03125
0.63,0.03125
0.64,0.03125
0.65,0.03125
0.66,0.03125
0.67,0.03125
0.68,0.03125
0.6900000000000001,0.03125
0.7000000000000001,0.03125
0.71,0.03125
0.72,0.03749999999999999
0.73,0.03749999999999999
0.74,0.03749999999999999
0.75,0.03749999999999999
0.76,0.03749999999999999
0.77,0.03749999999999999
0.78,0.03749999999999999
0.79,0.03749999999999999
0.8,0.03749999999999999
0.81,0.03749999999999999
0.8200000000000001,0.03749999999999999
0.8300000000000001,0.03749999999999999
0.84,0.03749999999999999
0.85,0.03749999999999999
0.86,0.03749999999999999
0.87,0.03749999999999999
0.88,0.03749999999999999
0.89,0.03749999999999999
0.9,0.03749999999999999
0.91,0.03749999999999999
0.92,0.03749999999999999
0.93,0.03749999999999999
0.9400000000000001,0.03749999999999999
0.9500000000000001,0.03749999999999999
0.96,0.03749999999999999
0.97,0.03749999999999999
0.98,0.03749999999999999
0.99,0.03749999999999999
1.0,0.03749999999999999
