DATASET,VOICE_AUC,MUSIC_AUC,CPS
factorial_eval_1200_v2_holdout,0.9339142857142857,0.9996571428571429,0.9667857142857144
phone_factorial_1200_v1,0.98674375,1.0,0.993371875
