epoch,loss,clean_eer,phone_eer,selection_error,seconds
0,0.6469935543443027,0.07368806487336121,0.2734016837542719,0.20849475761797592,257.18091361783445
1,0.5689421202442799,0.07491009657176195,0.25334309767918173,0.1953523723192703,484.1550709679723
2,0.5485249400051714,0.07735415996856358,0.2557871610759833,0.19779643571607192,714.9647066453472
3,0.5208249744354633,0.07491009657176195,0.2478789340192191,0.19166406184879553,943.3156616920605
4,0.5067888947955349,0.07368806487336121,0.2521210659807809,0.19413034062086948,1172.0364598995075
5,0.48995509765475814,0.07124400147655964,0.2429908072256159,0.18717309535717258,1429.3590327054262
6,0.4703545149916794,0.07124400147655964,0.23688064873361198,0.18304873837506996,1635.6407541120425
7,0.4714907253956237,0.07246603317496039,0.23874867526405413,0.1847068165850987,1867.333222253248
8,0.43576385690803415,0.07491009657176195,0.24176877552721515,0.18753970486669286,2084.630583187565
9,0.43396336713816686,0.07368806487336121,0.23932471213041356,0.18549280177187155,2253.1665777834132
