CHANNEL,TASK,PARENTS,POSITIVE_PARENTS,NEGATIVE_PARENTS,PAIRS,CLEAN_EER,CHANNEL_EER,CLEAN_PAIR_ERROR,CHANNEL_PAIR_ERROR,CORRECT_TO_INCORRECT,INCORRECT_TO_CORRECT,CLEAN_TIES,CHANNEL_TIES,RANK_STATE_FLIPS,MEAN_SCORE_DELTA,MEAN_SIGNED_DELTA,MEAN_PAIR_MARGIN_DELTA
g711_ulaw,FILE,120,90,30,2700,0.09999999999999999,0.19999999999999998,0.05111111111111111,0.12370370370370365,272,76,0,0,348,-0.07230827685083333,-0.06646173380416666,-0.08082025434333333
g711_ulaw,VOICE,120,60,60,3600,0.11666666666666668,0.09999999999999999,0.06694444444444447,0.06194444444444447,115,133,0,0,248,-0.03592238073416666,-0.007100252319166666,-0.014200504638333335
g711_ulaw,MUSIC,120,60,60,3600,0.050000000000000024,0.21666666666666667,0.01666666666666672,0.12222222222222223,418,38,0,0,456,-0.2439538110275,-0.17441576949416665,-0.3488315389883333
g722_wb,FILE,120,90,30,2700,0.09999999999999999,0.16666666666666663,0.05111111111111111,0.07518518518518513,87,22,0,0,109,0.022983428460833337,-0.017675558059166662,-0.07777939277222222
g722_wb,VOICE,120,60,60,3600,0.11666666666666668,0.09999999999999999,0.06694444444444447,0.0658333333333333,39,43,0,0,82,0.002950773350000004,-0.0024352845633333325,-0.004870569126666668
g722_wb,MUSIC,120,60,60,3600,0.050000000000000024,0.09999999999999999,0.01666666666666672,0.029166666666666674,81,36,0,0,117,-0.0060101725308333315,-0.02336757634083333,-0.04673515268166666
opus_nb_8k,FILE,120,90,30,2700,0.09999999999999999,0.33333333333333337,0.05111111111111111,0.2725925925925926,651,53,0,0,704,0.0106052930925,-0.10062326856750001,-0.28246910697
opus_nb_8k,VOICE,120,60,60,3600,0.11666666666666668,0.35,0.06694444444444447,0.24444444444444446,755,116,0,0,871,0.09409046994166666,-0.130874263515,-0.26174852703
opus_nb_8k,MUSIC,120,60,60,3600,0.050000000000000024,0.31666666666666665,0.01666666666666672,0.28,971,23,0,0,994,-0.19302588196666667,-0.25304216875499996,-0.5060843375099999
transcode_g711_opus,FILE,120,90,30,2700,0.09999999999999999,0.30000000000000004,0.05111111111111111,0.25962962962962965,634,71,0,0,705,0.002731390584166668,-0.09810709254583333,-0.2652607675677778
transcode_g711_opus,VOICE,120,60,60,3600,0.11666666666666668,0.31666666666666665,0.06694444444444447,0.2794444444444445,866,101,0,0,967,0.07638404856833333,-0.13030861271500002,-0.26061722543000004
transcode_g711_opus,MUSIC,120,60,60,3600,0.050000000000000024,0.3666666666666667,0.01666666666666672,0.3325,1158,21,0,0,1179,-0.19931795154083334,-0.2693616889641667,-0.5387233779283334
