VIEWS,METHOD,NORMAL_WEIGHT,PHONE_WEIGHT,FILE_EER,WORST_CHANNEL_EER,MIN_CHANNEL_DELTA,ROBUST_OBJECTIVE
2,soft,0.4,0.5,0.1581818181818182,0.15108695652173915,-0.0467391304347826,0.15463438735177867
2,soft,0.4,0.6000000000000001,0.1581818181818182,0.15108695652173915,-0.0467391304347826,0.15463438735177867
2,soft,0.4,0.7000000000000001,0.1581818181818182,0.15108695652173915,-0.0467391304347826,0.15463438735177867
2,soft,0.4,0.8,0.1581818181818182,0.15108695652173915,-0.0467391304347826,0.15463438735177867
2,soft,0.4,0.9,0.16000000000000003,0.15108695652173915,-0.0467391304347826,0.1555434782608696
2,soft,0.4,1.0,0.16000000000000003,0.15108695652173915,-0.0467391304347826,0.1555434782608696
2,soft,0.5,0.0,0.16000000000000003,0.16010638297872343,-0.0467391304347826,0.16005319148936173
2,soft,0.5,0.1,0.16000000000000003,0.16010638297872343,-0.0467391304347826,0.16005319148936173
2,soft,0.5,0.2,0.16000000000000003,0.16010638297872343,-0.0467391304347826,0.16005319148936173
2,soft,0.5,0.30000000000000004,0.16000000000000003,0.19574468085106386,-0.0467391304347826,0.17787234042553196
2,soft,0.5,0.4,0.16000000000000003,0.19574468085106386,-0.0467391304347826,0.17787234042553196
2,soft,0.5,0.5,0.16000000000000003,0.15108695652173915,-0.0467391304347826,0.1555434782608696
2,soft,0.5,0.6000000000000001,0.16000000000000003,0.15108695652173915,-0.0467391304347826,0.1555434782608696
2,soft,0.5,0.7000000000000001,0.16000000000000003,0.15108695652173915,-0.0467391304347826,0.1555434782608696
2,soft,0.5,0.8,0.16000000000000003,0.15108695652173915,-0.0467391304347826,0.1555434782608696
2,soft,0.5,0.9,0.16181818181818186,0.15108695652173915,-0.0467391304347826,0.1564525691699605
2,soft,0.5,1.0,0.16181818181818186,0.15108695652173915,-0.0467391304347826,0.1564525691699605
2,soft,0.6000000000000001,0.0,0.16945454545454547,0.19782608695652174,-0.09347826086956519,0.18364031620553362
2,soft,0.6000000000000001,0.1,0.16763636363636364,0.19782608695652174,-0.09347826086956519,0.1827312252964427
2,soft,0.6000000000000001,0.2,0.16763636363636364,0.19782608695652174,-0.09347826086956519,0.1827312252964427
2,soft,0.6000000000000001,0.30000000000000004,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.6000000000000001,0.4,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.6000000000000001,0.5,0.16945454545454547,0.19782608695652174,-0.09347826086956519,0.18364031620553362
2,soft,0.6000000000000001,0.6000000000000001,0.16945454545454547,0.19782608695652174,-0.09347826086956519,0.18364031620553362
2,soft,0.6000000000000001,0.7000000000000001,0.16945454545454547,0.19782608695652174,-0.09347826086956519,0.18364031620553362
2,soft,0.6000000000000001,0.8,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.6000000000000001,0.9,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.6000000000000001,1.0,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.0,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.1,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.2,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.30000000000000004,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.4,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.5,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.6000000000000001,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.7000000000000001,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.8,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,0.9,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,0.7000000000000001,1.0,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
