ID,FAKE_LOGIT_MEAN,FAKE_LOGIT_MAX,FAKE_LOGIT_LME5,WINDOWS
sdm_fake_0021__phonefact_g711_ulaw,1.8509114980697632,3.15625,2.988679809283788,3
sdm_fake_0021__phonefact_g726_24k,4.291666507720947,5.0,4.896843067877707,3
sdm_fake_0021__phonefact_opus_nb_8k,3.0130207538604736,4.2265625,4.006884667902973,3
sdm_fake_0021__phonefact_resample8k,2.7317707538604736,4.046875,3.827177837611154,3
sdm_fake_0022__phonefact_g711_ulaw,2.20703125,4.0859375,3.8662166531427773,3
sdm_fake_0022__phonefact_g726_24k,1.6946614980697632,3.3359375,3.1162172901565346,3
sdm_fake_0022__phonefact_opus_nb_8k,3.2578125,3.578125,3.3918229707606202,3
sdm_fake_0022__phonefact_resample8k,3.1692707538604736,4.0234375,3.8116941619675773,3
sdm_fake_0023__phonefact_g711_ulaw,4.578125,6.046875,5.827197821021757,3
sdm_fake_0023__phonefact_g726_24k,5.40625,7.265625,7.045990028631243,3
sdm_fake_0023__phonefact_opus_nb_8k,3.3854167461395264,3.96875,3.755570984105115,3
sdm_fake_0023__phonefact_resample8k,5.674479007720947,8.59375,8.374027686755287,3
sdm_fake_0024__phonefact_g711_ulaw,3.5390625,6.0625,5.842777545338345,3
sdm_fake_0024__phonefact_g726_24k,4.427083492279053,6.765625,6.545902551932966,3
sdm_fake_0024__phonefact_opus_nb_8k,3.7838542461395264,4.1015625,3.957477900176304,3
sdm_fake_0024__phonefact_resample8k,4.786458492279053,6.28125,6.061586866001191,3
sdm_fake_0025__phonefact_g711_ulaw,3.17578125,4.0859375,3.875154822457828,3
sdm_fake_0025__phonefact_g726_24k,3.7864582538604736,5.09375,4.874219216723322,3
sdm_fake_0025__phonefact_opus_nb_8k,3.6067707538604736,4.3828125,4.1705136356541965,3
sdm_fake_0025__phonefact_resample8k,2.8880207538604736,4.953125,4.733406699682753,3
sdm_fake_0026__phonefact_g711_ulaw,4.052083492279053,5.1875,4.975743956817736,3
sdm_fake_0026__phonefact_g726_24k,4.651041507720947,6.015625,5.796429668358421,3
sdm_fake_0026__phonefact_opus_nb_8k,2.9765625,4.90625,4.686529772229809,3
sdm_fake_0026__phonefact_resample8k,3.8958332538604736,4.3828125,4.192383910023807,3
sdm_fake_0027__phonefact_g711_ulaw,0.8385416865348816,4.1875,3.967777692511041,3
sdm_fake_0027__phonefact_g726_24k,2.2578125,6.453125,6.233402544233021,3
sdm_fake_0027__phonefact_opus_nb_8k,2.5768229961395264,3.6953125,3.476467367767718,3
sdm_fake_0027__phonefact_resample8k,0.26953125,1.98828125,1.8868555867888657,3
sdm_fake_0028__phonefact_g711_ulaw,4.90625,6.40625,6.186562004299078,3
sdm_fake_0028__phonefact_g726_24k,4.151041507720947,5.578125,5.358483704484242,3
sdm_fake_0028__phonefact_opus_nb_8k,3.46484375,5.0625,4.843840743684065,3
sdm_fake_0028__phonefact_resample8k,5.651041507720947,6.734375,6.51482684818469,3
sdm_fake_0029__phonefact_g711_ulaw,8.786458015441895,9.625,9.415308641233837,3
sdm_fake_0029__phonefact_g726_24k,8.223958015441895,9.1875,8.970941605149005,3
sdm_fake_0029__phonefact_opus_nb_8k,4.703125,6.484375,6.264658024849783,3
sdm_fake_0029__phonefact_resample8k,8.838541984558105,9.9375,9.71912265610425,3
sdm_fake_0030__phonefact_g711_ulaw,-0.3307291567325592,2.10546875,1.8859785109530711,3
sdm_fake_0030__phonefact_g726_24k,0.37890625,3.6796875,3.4599650977546417,3
sdm_fake_0030__phonefact_opus_nb_8k,2.6197917461395264,3.8359375,3.616314686839241,3
sdm_fake_0030__phonefact_resample8k,0.2604166567325592,2.1171875,1.9397881001579727,3
sdm_fake_0031__phonefact_g711_ulaw,5.161458492279053,8.21875,7.999027543884393,3
sdm_fake_0031__phonefact_g726_24k,5.138020992279053,8.75,8.530277542337457,3
sdm_fake_0031__phonefact_opus_nb_8k,3.40625,3.875,3.7174522035005992,3
sdm_fake_0031__phonefact_resample8k,4.791666507720947,7.453125,7.233402544254831,3
sdm_fake_0032__phonefact_g711_ulaw,-0.06640625,2.02734375,1.8076213617887498,3
sdm_fake_0032__phonefact_g726_24k,0.1998697966337204,2.640625,2.4209025491449734,3
sdm_fake_0032__phonefact_opus_nb_8k,-1.4441732168197632,0.00732421875,-0.21238929155655098,3
sdm_fake_0032__phonefact_resample8k,1.8616536855697632,3.4453125,3.233556267264779,3
sdm_fake_0033__phonefact_g711_ulaw,5.1953125,6.921875,6.7021682448773205,3
sdm_fake_0033__phonefact_g726_24k,5.385416507720947,6.890625,6.670912311331892,3
sdm_fake_0033__phonefact_opus_nb_8k,2.8020832538604736,3.75,3.547285901836523,3
sdm_fake_0033__phonefact_resample8k,6.682291507720947,7.828125,7.61023678701082,3
sdm_fake_0034__phonefact_g711_ulaw,4.927083492279053,6.6875,6.467794513218505,3
sdm_fake_0034__phonefact_g726_24k,5.294270992279053,6.296875,6.090724494085252,3
sdm_fake_0034__phonefact_opus_nb_8k,3.4010417461395264,4.703125,4.483438388439333,3
sdm_fake_0034__phonefact_resample8k,5.661458492279053,6.15625,5.950061647280441,3
sdm_fake_0035__phonefact_g711_ulaw,4.21875,6.828125,6.608402724919619,3
sdm_fake_0035__phonefact_g726_24k,5.091145992279053,7.0625,6.842779305762048,3
sdm_fake_0035__phonefact_opus_nb_8k,3.3932292461395264,4.546875,4.328784860358877,3
sdm_fake_0035__phonefact_resample8k,3.78125,5.046875,4.82733051613338,3
sdm_fake_0036__phonefact_g711_ulaw,3.4231770038604736,7.625,7.405277542266444,3
sdm_fake_0036__phonefact_g726_24k,3.94921875,7.890625,7.670902542266556,3
sdm_fake_0036__phonefact_opus_nb_8k,2.78125,6.5625,6.342777543099107,3
sdm_fake_0036__phonefact_resample8k,3.8645832538604736,7.671875,7.452152542267018,3
sdm_fake_0037__phonefact_g711_ulaw,6.71875,8.46875,8.24938429997604,3
sdm_fake_0037__phonefact_g726_24k,6.8203125,8.03125,7.914885168624693,3
sdm_fake_0037__phonefact_opus_nb_8k,4.466145992279053,5.09375,4.9210864612257526,3
sdm_fake_0037__phonefact_resample8k,7.190104007720947,8.96875,8.755355364288569,3
sdm_fake_0038__phonefact_g711_ulaw,4.5625,7.125,6.9052775452560535,3
sdm_fake_0038__phonefact_g726_24k,5.078125,8.0625,7.842777542369538,3
sdm_fake_0038__phonefact_opus_nb_8k,3.375,4.3984375,4.179599793368728,3
sdm_fake_0038__phonefact_resample8k,4.283854007720947,5.984375,5.764654050681958,3
sdm_fake_0039__phonefact_g711_ulaw,4.651041507720947,5.28125,5.078696808506801,3
sdm_fake_0039__phonefact_g726_24k,4.5546875,5.21875,5.122647659521726,3
sdm_fake_0039__phonefact_opus_nb_8k,2.4921875,2.6171875,2.5345811628309205,3
sdm_fake_0039__phonefact_resample8k,5.46875,5.9375,5.756533324029252,3
sdm_fake_0040__phonefact_g711_ulaw,0.9609375,3.28125,3.064231388084475,3
sdm_fake_0040__phonefact_g726_24k,2.89453125,5.484375,5.278223711065733,3
sdm_fake_0040__phonefact_opus_nb_8k,2.4993488788604736,4.796875,4.577152626406184,3
sdm_fake_0040__phonefact_resample8k,2.3880207538604736,3.859375,3.655430489710338,3
sdm_fake_0041__phonefact_g711_ulaw,6.135416507720947,7.171875,6.965724182295547,3
sdm_fake_0041__phonefact_g726_24k,5.533854007720947,7.59375,7.374033686245909,3
sdm_fake_0041__phonefact_opus_nb_8k,3.1614582538604736,3.4375,3.27661664779939,3
sdm_fake_0041__phonefact_resample8k,7.296875,8.390625,8.171815568202181,3
sdm_fake_0042__phonefact_g711_ulaw,4.703125,6.703125,6.483405705995399,3
sdm_fake_0042__phonefact_g726_24k,4.770833492279053,5.953125,5.73361293579965,3
sdm_fake_0042__phonefact_opus_nb_8k,2.6822917461395264,2.859375,2.7783584664280854,3
sdm_fake_0042__phonefact_resample8k,6.3125,7.5,7.28033191607327,3
sdm_fake_0043__phonefact_g711_ulaw,1.2278646230697632,2.203125,1.983668703222745,3
sdm_fake_0043__phonefact_g726_24k,1.2057291269302368,2.1328125,1.9134719532596804,3
sdm_fake_0043__phonefact_opus_nb_8k,1.2200521230697632,2.1796875,1.9602642703301296,3
sdm_fake_0043__phonefact_resample8k,1.3001302480697632,2.390625,2.1710147695688287,3
sdm_fake_0044__phonefact_g711_ulaw,-0.39453125,3.8203125,3.600590042303687,3
sdm_fake_0044__phonefact_g726_24k,2.1119792461395264,6.4375,6.217777542275702,3
sdm_fake_0044__phonefact_opus_nb_8k,1.166015625,3.0078125,2.7880936792149456,3
sdm_fake_0044__phonefact_resample8k,0.7916666865348816,3.1015625,2.9457638818003824,3
sdm_fake_0045__phonefact_g711_ulaw,6.033854007720947,7.78125,7.590062553792177,3
sdm_fake_0045__phonefact_g726_24k,5.53125,6.953125,6.735904464890976,3
sdm_fake_0045__phonefact_opus_nb_8k,5.114583492279053,6.3125,6.093687980789413,3
sdm_fake_0045__phonefact_resample8k,7.776041507720947,9.3125,9.092814696537067,3
sdm_fake_0046__phonefact_g711_ulaw,6.942708492279053,9.125,8.905278561248554,3
sdm_fake_0046__phonefact_g726_24k,6.661458492279053,9.0,8.780277739877345,3
sdm_fake_0046__phonefact_opus_nb_8k,1.3151041269302368,2.8359375,2.6352388893798304,3
sdm_fake_0046__phonefact_resample8k,6.041666507720947,9.3125,9.092777542394234,3
sdm_fake_0047__phonefact_g711_ulaw,0.1884765625,1.8203125,1.6006645235193588,3
sdm_fake_0047__phonefact_g726_24k,1.0703125,2.4296875,2.2738888823384054,3
sdm_fake_0047__phonefact_opus_nb_8k,3.2760417461395264,3.7265625,3.5200317507003023,3
sdm_fake_0047__phonefact_resample8k,2.03125,3.1875,2.9687432695583933,3
sdm_fake_0048__phonefact_g711_ulaw,7.182291507720947,7.875,7.730677013993294,3
sdm_fake_0048__phonefact_g726_24k,7.328125,8.46875,8.296037818265447,3
sdm_fake_0048__phonefact_opus_nb_8k,4.4765625,6.828125,6.608402551108911,3
sdm_fake_0048__phonefact_resample8k,7.90625,9.03125,8.877619201003347,3
sdm_fake_0049__phonefact_g711_ulaw,2.27734375,4.703125,4.485166116722798,3
sdm_fake_0049__phonefact_g726_24k,2.83203125,6.34375,6.124027911231456,3
sdm_fake_0049__phonefact_opus_nb_8k,2.9622395038604736,4.78125,4.561555729969365,3
sdm_fake_0049__phonefact_resample8k,4.061197757720947,5.625,5.407419474463397,3
sdm_real_0000__phonefact_g711_ulaw,1.0371907949447632,2.796875,2.5771550871487663,3
sdm_real_0000__phonefact_g726_24k,1.1627603769302368,1.640625,1.465244044730715,3
sdm_real_0000__phonefact_opus_nb_8k,1.5755208730697632,5.15625,4.9365276362870985,3
sdm_real_0000__phonefact_resample8k,0.8753255009651184,5.140625,4.920902542266686,3
sdm_real_0001__phonefact_g711_ulaw,3.5416667461395264,6.6875,6.467777542428605,3
sdm_real_0001__phonefact_g726_24k,2.1204426288604736,4.4375,4.217780410583926,3
sdm_real_0001__phonefact_opus_nb_8k,1.8776041269302368,6.125,5.905277542268576,3
sdm_real_0001__phonefact_resample8k,3.7708332538604736,5.21875,5.0219277430717995,3
sdm_real_0002__phonefact_g711_ulaw,-1.625,1.8984375,1.678715042371428,3
sdm_real_0002__phonefact_g726_24k,-1.0338541269302368,3.421875,3.20215254226643,3
sdm_real_0002__phonefact_opus_nb_8k,1.3177083730697632,1.90234375,1.6966056489454129,3
sdm_real_0002__phonefact_resample8k,-1.34375,2.203125,1.9834025456644322,3
sdm_real_0003__phonefact_g711_ulaw,4.9765625,6.421875,6.268244183927847,3
sdm_real_0003__phonefact_g726_24k,3.4088542461395264,4.4765625,4.256975684616176,3
sdm_real_0003__phonefact_opus_nb_8k,5.0859375,5.640625,5.436132454516239,3
sdm_real_0003__phonefact_resample8k,1.6695963144302368,2.6953125,2.476888203975725,3
sdm_real_0004__phonefact_g711_ulaw,4.927083492279053,9.1875,8.967777542266386,3
sdm_real_0004__phonefact_g726_24k,5.221354007720947,7.671875,7.452207294094817,3
sdm_real_0004__phonefact_opus_nb_8k,5.3984375,7.25,7.030277967780156,3
sdm_real_0004__phonefact_resample8k,7.213541507720947,8.046875,7.827944459881513,3
sdm_real_0005__phonefact_g711_ulaw,-1.4166666269302368,7.625,7.405277542266378,3
sdm_real_0005__phonefact_g726_24k,-1.296875,5.90625,5.6865275422663775,3
sdm_real_0005__phonefact_opus_nb_8k,-0.4401041567325592,2.2265625,2.006840043096507,3
sdm_real_0005__phonefact_resample8k,-2.46875,4.625,4.4052775422663775,3
sdm_real_0006__phonefact_g711_ulaw,-0.9915364384651184,-0.802734375,-0.8999732500307275,3
sdm_real_0006__phonefact_g726_24k,1.61328125,4.109375,3.88965721618844,3
sdm_real_0006__phonefact_opus_nb_8k,2.0,3.046875,2.828819763458978,3
sdm_real_0006__phonefact_resample8k,-1.982421875,-0.908203125,-1.1207558523161776,3
sdm_real_0007__phonefact_g711_ulaw,-4.552083492279053,-3.375,-3.594645033237458,3
sdm_real_0007__phonefact_g726_24k,-4.033854007720947,-3.2578125,-3.428857754960608,3
sdm_real_0007__phonefact_opus_nb_8k,0.0755208358168602,2.6953125,2.475590043967549,3
sdm_real_0007__phonefact_resample8k,-4.0078125,-3.3828125,-3.5949817244265163,3
sdm_real_0008__phonefact_g711_ulaw,-1.90625,3.5,3.2802775422663784,3
sdm_real_0008__phonefact_g726_24k,0.6067708134651184,4.171875,3.9522366774471487,3
sdm_real_0008__phonefact_opus_nb_8k,1.98828125,4.46875,4.257627358112196,3
sdm_real_0008__phonefact_resample8k,-3.806640625,-1.201171875,-1.4208943070633484,3
sdm_real_0009__phonefact_g711_ulaw,-1.0638021230697632,0.65625,0.436568397142827,3
sdm_real_0009__phonefact_g726_24k,-0.8489583134651184,1.27734375,1.0576213626476871,3
sdm_real_0009__phonefact_opus_nb_8k,2.0299479961395264,5.125,4.905277573150259,3
sdm_real_0009__phonefact_resample8k,-0.9557291865348816,-0.34765625,-0.5581463489992368,3
sdm_real_0010__phonefact_g711_ulaw,-0.2106119841337204,1.2578125,1.0381067941006452,3
sdm_real_0010__phonefact_g726_24k,1.3092447519302368,3.640625,3.4209046407805275,3
sdm_real_0010__phonefact_opus_nb_8k,0.5677083134651184,2.3359375,2.1165202326744206,3
sdm_real_0010__phonefact_resample8k,3.37109375,6.5,6.280277542318797,3
sdm_real_0011__phonefact_g711_ulaw,0.7526041865348816,6.421875,6.2021525422663775,3
sdm_real_0011__phonefact_g726_24k,3.1891276836395264,7.484375,7.264652542266407,3
sdm_real_0011__phonefact_opus_nb_8k,2.3440754413604736,3.625,3.447600603264423,3
sdm_real_0011__phonefact_resample8k,3.2096354961395264,4.578125,4.365235867559081,3
sdm_real_0012__phonefact_g711_ulaw,0.3916015625,2.03125,1.811651274815452,3
sdm_real_0012__phonefact_g726_24k,3.1171875,5.5625,5.342778046590999,3
sdm_real_0012__phonefact_opus_nb_8k,-0.0559895820915699,3.40625,3.186527542272083,3
sdm_real_0012__phonefact_resample8k,-0.4943033754825592,0.767578125,0.5535344157987824,3
sdm_real_0013__phonefact_g711_ulaw,2.6126301288604736,4.4921875,4.272468892866193,3
sdm_real_0013__phonefact_g726_24k,1.8463541269302368,3.609375,3.389894006453128,3
sdm_real_0013__phonefact_opus_nb_8k,1.0872396230697632,3.7890625,3.56934063187074,3
sdm_real_0013__phonefact_resample8k,2.119140625,3.6328125,3.4133511349922188,3
sdm_real_0014__phonefact_g711_ulaw,-0.2610677182674408,2.5859375,2.366215086592226,3
sdm_real_0014__phonefact_g726_24k,-1.1328125,1.875,1.655277542384932,3
sdm_real_0014__phonefact_opus_nb_8k,2.0255534648895264,3.328125,3.1184208900399173,3
sdm_real_0014__phonefact_resample8k,-1.2552083730697632,1.87890625,1.6591837939486278,3
sdm_real_0015__phonefact_g711_ulaw,-0.5229085087776184,0.0836181640625,-0.13097164479155485,3
sdm_real_0015__phonefact_g726_24k,0.3639322817325592,3.2578125,3.0380900434206475,3
sdm_real_0015__phonefact_opus_nb_8k,1.9166666269302368,2.0859375,1.9806397669055724,3
sdm_real_0015__phonefact_resample8k,-0.02490234375,0.6875,0.4744702211865565,3
sdm_real_0016__phonefact_g711_ulaw,-0.5,3.6171875,3.3974650422664787,3
sdm_real_0016__phonefact_g726_24k,2.84765625,4.40625,4.18653333202385,3
sdm_real_0016__phonefact_opus_nb_8k,-1.0716146230697632,1.3046875,1.0849650550355567,3
sdm_real_0016__phonefact_resample8k,2.2571613788604736,4.0078125,3.7933096769005052,3
sdm_real_0017__phonefact_g711_ulaw,1.7018228769302368,2.3203125,2.1168730860364753,3
sdm_real_0017__phonefact_g726_24k,2.5911457538604736,2.828125,2.6864615251984887,3
sdm_real_0017__phonefact_opus_nb_8k,1.298828125,3.0390625,2.819757071343637,3
sdm_real_0017__phonefact_resample8k,2.265625,2.8125,2.602034561022762,3
sdm_real_0018__phonefact_g711_ulaw,1.53125,3.4765625,3.256852698189443,3
sdm_real_0018__phonefact_g726_24k,2.5885417461395264,3.765625,3.545998343409547,3
sdm_real_0018__phonefact_opus_nb_8k,1.8580728769302368,2.19140625,2.0144375146658375,3
sdm_real_0018__phonefact_resample8k,1.62890625,2.4609375,2.244542500536194,3
sdm_real_0019__phonefact_g711_ulaw,0.796875,1.8046875,1.7103895736194559,3
sdm_real_0019__phonefact_g726_24k,1.1399739980697632,1.5859375,1.392535563868644,3
sdm_real_0019__phonefact_opus_nb_8k,1.1761068105697632,1.71875,1.538682902139207,3
sdm_real_0019__phonefact_resample8k,1.8346353769302368,5.890625,5.67090254427181,3
sdm_real_0020__phonefact_g711_ulaw,2.1875,2.921875,2.7053474764341727,3
sdm_real_0020__phonefact_g726_24k,2.44140625,3.1484375,2.9308726992253775,3
sdm_real_0020__phonefact_opus_nb_8k,2.7740478515625,4.953125,4.733517532554687,3
sdm_real_0020__phonefact_resample8k,3.5130207538604736,4.4609375,4.241607584922653,3
sdm_real_0021__phonefact_g711_ulaw,-0.53125,2.6875,2.467777542288503,3
sdm_real_0021__phonefact_g726_24k,-0.609375,2.9765625,2.7568400422673323,3
sdm_real_0021__phonefact_opus_nb_8k,1.2135416269302368,2.5390625,2.332407928405933,3
sdm_real_0021__phonefact_resample8k,0.532470703125,3.90625,3.686527544192632,3
sdm_real_0022__phonefact_g711_ulaw,-3.08984375,-2.14453125,-2.355484971163073,3
sdm_real_0022__phonefact_g726_24k,-0.7369791865348816,0.763671875,0.5442156597930701,3
sdm_real_0022__phonefact_opus_nb_8k,1.4713541269302368,3.78125,3.5636694732693805,3
sdm_real_0022__phonefact_resample8k,-3.8723957538604736,-3.5546875,-3.707226934889074,3
sdm_real_0023__phonefact_g711_ulaw,3.3606770038604736,6.84375,6.624027542272242,3
sdm_real_0023__phonefact_g726_24k,3.7265625,5.921875,5.702152642077442,3
sdm_real_0023__phonefact_opus_nb_8k,4.2578125,5.53125,5.312193839781787,3
sdm_real_0023__phonefact_resample8k,2.703125,3.46875,3.2503221354476515,3
sdm_real_0024__phonefact_g711_ulaw,1.1673177480697632,2.07421875,1.8549722580947372,3
sdm_real_0024__phonefact_g726_24k,-0.2799479067325592,1.578125,1.3584030396632258,3
sdm_real_0024__phonefact_opus_nb_8k,2.3352863788604736,5.390625,5.170902542322081,3
sdm_real_0024__phonefact_resample8k,3.9010417461395264,4.34375,4.2589273019039435,3
sdm_real_0025__phonefact_g711_ulaw,1.21044921875,4.703125,4.483402542330383,3
sdm_real_0025__phonefact_g726_24k,1.3885091543197632,5.0,4.780277542268583,3
sdm_real_0025__phonefact_opus_nb_8k,2.7291667461395264,3.34375,3.1305335146585564,3
sdm_real_0025__phonefact_resample8k,4.002604007720947,4.9375,4.720106311177308,3
sdm_real_0026__phonefact_g711_ulaw,0.271484375,2.640625,2.4209128510894455,3
sdm_real_0026__phonefact_g726_24k,0.8684895634651184,3.1484375,2.9290515134803625,3
sdm_real_0026__phonefact_opus_nb_8k,3.2923176288604736,6.96875,6.749027575013917,3
sdm_real_0026__phonefact_resample8k,2.8756511211395264,4.1015625,3.9949891372509603,3
sdm_real_0027__phonefact_g711_ulaw,1.4114583730697632,1.72265625,1.5777325803715818,3
