MEMBER,DATASET,N,VOICE_EER,MUSIC_EER,FILE_EER,ADS
0,factorial_eval_1200_v2_dev,400,0.2457142857142857,0.3085714285714286,0.21527272727272728,0.7506493506493507
0,factorial_eval_1200_v2_holdout,400,0.22857142857142854,0.3085714285714286,0.21709090909090906,0.7531688311688312
0,phone_factorial_1200_v1,1200,0.16749999999999998,0.29500000000000004,0.14414285714285713,0.8059285714285714
0,yue_cross_component_audit_v1,124,0.10208333333333333,0.24193548387096775,0.12771739130434784,0.843143992519869
