variant,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE,macro_ads,selection
file_only,4577,4577,4016,4261,0.16362635562369587,0.23157373889945052,0.13330204911622084,0.9971695215572648,0.9980608640629317,0.8318814596733957,0.9976151928100983,0.8484548329870659,0.8282416060924693,0.8300615328829325
dense_supervised,4577,4577,4016,4261,0.1730873275656754,0.22659345047428073,0.13752640982765038,0.9944502293854883,0.9991124981061675,0.826879723174011,0.9967813637458279,0.8438698872311927,0.8288309311698143,0.8278553271719127
parent_global,4577,4577,4016,4261,0.16885187110831085,0.19497023111961,0.12907768840479134,0.9992702984852035,0.9987567546692254,0.8378567117004851,0.9990135265772144,0.8539723931881581,0.8383245698621844,0.8380906407813348
