variant,type,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
file_only,mixed,3700,3700,3700,3700,0.18360360360360362,0.23621621621621625,0.14108108108108108,,,0.8186306306306306,,
file_only,music_only,561,561,0,561,0.04634595831215045,,0.049911032028469776,,,,,
file_only,voice_only,316,316,316,0,0.1866706997378504,0.1930429522081065,,,,,,
dense_supervised,mixed,3700,3700,3700,3700,0.18810810810810807,0.22756756756756757,0.1454054054054054,,,0.8168108108108109,,
dense_supervised,music_only,561,561,0,561,0.042780884595831195,,0.057041179461108295,,,,,
dense_supervised,voice_only,316,316,316,0,0.19941520467836257,0.19941520467836257,,,,,,
parent_global,mixed,3700,3700,3700,3700,0.18162162162162165,0.19243243243243247,0.13891891891891894,,,0.829027027027027,,
parent_global,music_only,561,561,0,561,0.06060625317742756,,0.05347610574478903,,,,,
parent_global,voice_only,316,316,316,0,0.1802984472675943,0.19941520467836257,,,,,,
