ROUTE,NONPHONE_W,PHONE_W,dev_FILE_EER,dev_ADS,factorial_FILE_EER,factorial_ADS,phone_FILE_EER,phone_ADS,yue_FILE_EER,yue_ADS,dev_DELTA,factorial_DELTA,phone_DELTA,yue_DELTA,AUDIT_MIN_DELTA,AUDIT_MEAN_DELTA
hard,0.0,0.0,0.20763636363636362,0.7876103896103896,0.20763636363636362,0.7944675324675325,0.15000000000000002,0.85425,0.09578804347826086,0.8881409244974288,0.0,0.0,0.0,0.0,0.0,0.0
soft,0.125,0.25,0.20763636363636362,0.7876103896103896,0.20945454545454545,0.7935584415584416,0.09999999999999999,0.8792500000000001,0.09578804347826086,0.8881409244974288,0.0,-0.0009090909090909705,0.025000000000000133,0.0,-0.0009090909090909705,0.008030303030303054
hard,0.125,0.25,0.20763636363636362,0.7876103896103896,0.20945454545454545,0.7935584415584416,0.1017142857142857,0.8783928571428572,0.09578804347826086,0.8881409244974288,0.0,-0.0009090909090909705,0.024142857142857244,0.0,-0.0009090909090909705,0.007744588744588758
soft,0.05,0.15,0.20763636363636362,0.7876103896103896,0.20945454545454545,0.7935584415584416,0.11585714285714288,0.8713214285714286,0.09578804347826086,0.8881409244974288,0.0,-0.0009090909090909705,0.017071428571428626,0.0,-0.0009090909090909705,0.005387445887445885
hard,0.05,0.15,0.20763636363636362,0.7876103896103896,0.20945454545454545,0.7935584415584416,0.11585714285714288,0.8713214285714286,0.09578804347826086,0.8881409244974288,0.0,-0.0009090909090909705,0.017071428571428626,0.0,-0.0009090909090909705,0.005387445887445885
hard,0.05,0.2,0.20763636363636362,0.7876103896103896,0.21709090909090906,0.7897402597402599,0.10242857142857142,0.8780357142857143,0.09578804347826086,0.8881409244974288,0.0,-0.004727272727272691,0.0237857142857143,0.0,-0.004727272727272691,0.0063528138528138696
hard,0.05,0.25,0.20763636363636362,0.7876103896103896,0.2229090909090909,0.7868311688311689,0.1017142857142857,0.8783928571428572,0.09578804347826086,0.8881409244974288,0.0,-0.007636363636363663,0.024142857142857244,0.0,-0.007636363636363663,0.0055021645021645265
hard,0.15,0.2,0.20763636363636362,0.7876103896103896,0.20945454545454545,0.7935584415584416,0.10242857142857142,0.8780357142857143,0.12771739130434784,0.8721762505843852,0.0,-0.0009090909090909705,0.0237857142857143,-0.01596467391304357,-0.01596467391304357,0.0023039831545265863
soft,0.15,0.25,0.20763636363636362,0.7876103896103896,0.21527272727272728,0.7906493506493506,0.09999999999999999,0.8792500000000001,0.12771739130434784,0.8721762505843852,0.0,-0.0038181818181819427,0.025000000000000133,-0.01596467391304357,-0.01596467391304357,0.0017390480895915401
hard,0.15,0.25,0.20763636363636362,0.7876103896103896,0.21527272727272728,0.7906493506493506,0.1017142857142857,0.8783928571428572,0.12771739130434784,0.8721762505843852,0.0,-0.0038181818181819427,0.024142857142857244,-0.01596467391304357,-0.01596467391304357,0.0014533338038772436
soft,0.15,0.15,0.20763636363636362,0.7876103896103896,0.20763636363636362,0.7944675324675325,0.11585714285714288,0.8713214285714286,0.12771739130434784,0.8721762505843852,0.0,0.0,0.017071428571428626,-0.01596467391304357,-0.01596467391304357,0.0003689182194616854
hard,0.15,0.15,0.20763636363636362,0.7876103896103896,0.20763636363636362,0.7944675324675325,0.11585714285714288,0.8713214285714286,0.12771739130434784,0.8721762505843852,0.0,0.0,0.017071428571428626,-0.01596467391304357,-0.01596467391304357,0.0003689182194616854
soft,0.2,0.15,0.20763636363636362,0.7876103896103896,0.20763636363636362,0.7944675324675325,0.11585714285714288,0.8713214285714286,0.14877717391304346,0.8616463592800374,0.0,0.0,0.017071428571428626,-0.026494565217391353,-0.026494565217391353,-0.003141045548654242
