FILE_W,VOICE_W,dev_FILE_EER,dev_VOICE_EER,dev_ADS,factorial_FILE_EER,factorial_VOICE_EER,factorial_ADS,phone_FILE_EER,phone_VOICE_EER,phone_ADS,yue_FILE_EER,yue_VOICE_EER,yue_ADS,dev_DELTA,factorial_DELTA,phone_DELTA,yue_DELTA,AUDIT_MIN_DELTA,AUDIT_MEAN_DELTA,DEV_THEN_AUDIT_RANK
0.2,0.0,0.19999999999999998,0.26857142857142857,0.7914285714285714,0.21527272727272728,0.19999999999999998,0.7906493506493506,0.10242857142857142,0.14749999999999996,0.8780357142857143,0.14877717391304346,0.10208333333333333,0.8616463592800374,0.0038181818181817206,-0.0038181818181819427,0.0237857142857143,-0.026494565217391353,-0.026494565217391353,-0.002175677583286332,10064.0
0.2,0.025,0.19999999999999998,0.27428571428571424,0.7902857142857143,0.21527272727272728,0.20571428571428574,0.7895064935064935,0.10242857142857142,0.14500000000000002,0.8785357142857142,0.14877717391304346,0.10208333333333333,0.8616463592800374,0.0026753246753246085,-0.004961038961039055,0.024285714285714244,-0.026494565217391353,-0.026494565217391353,-0.0023899632975720544,20064.0
0.2,0.05,0.19999999999999998,0.27428571428571424,0.7902857142857143,0.21527272727272728,0.2114285714285714,0.7883636363636364,0.10242857142857142,0.14,0.8795357142857143,0.14877717391304346,0.10208333333333333,0.8616463592800374,0.0026753246753246085,-0.006103896103896167,0.025285714285714356,-0.026494565217391353,-0.026494565217391353,-0.0024375823451910548,20064.0
0.2,0.25,0.19999999999999998,0.27428571428571424,0.7902857142857143,0.21527272727272728,0.24,0.7826493506493506,0.10242857142857142,0.09750000000000002,0.8880357142857143,0.14877717391304346,0.1479166666666667,0.8524796926133708,0.0026753246753246085,-0.01181818181818195,0.03378571428571431,-0.03566123188405801,-0.03566123188405801,-0.004564566472175217,20078.0
0.2,0.075,0.19999999999999998,0.28,0.7891428571428571,0.21527272727272728,0.2114285714285714,0.7883636363636364,0.10242857142857142,0.135,0.8805357142857142,0.14877717391304346,0.10208333333333333,0.8616463592800374,0.0015324675324674963,-0.006103896103896167,0.026285714285714246,-0.026494565217391353,-0.026494565217391353,-0.002104249011857758,50064.0
0.2,0.125,0.19999999999999998,0.28,0.7891428571428571,0.21527272727272728,0.2114285714285714,0.7883636363636364,0.10242857142857142,0.11750000000000002,0.8840357142857143,0.14877717391304346,0.12083333333333335,0.8578963592800374,0.0015324675324674963,-0.006103896103896167,0.029785714285714304,-0.030244565217391384,-0.030244565217391384,-0.0021875823451910823,50072.0
0.2,0.1,0.19999999999999998,0.28,0.7891428571428571,0.21527272727272728,0.20571428571428574,0.7895064935064935,0.10242857142857142,0.12749999999999997,0.8820357142857143,0.14877717391304346,0.12083333333333335,0.8578963592800374,0.0015324675324674963,-0.004961038961039055,0.027785714285714302,-0.030244565217391384,-0.030244565217391384,-0.0024732966309053785,50072.0
0.2,0.15,0.19999999999999998,0.28,0.7891428571428571,0.21527272727272728,0.20571428571428574,0.7895064935064935,0.10242857142857142,0.11750000000000002,0.8840357142857143,0.14877717391304346,0.12916666666666665,0.8562296926133708,0.0015324675324674963,-0.004961038961039055,0.029785714285714304,-0.03191123188405798,-0.03191123188405798,-0.002362185519794243,50076.0
0.2,0.2,0.19999999999999998,0.2857142857142857,0.788,0.21527272727272728,0.22857142857142854,0.7849350649350648,0.10242857142857142,0.10499999999999998,0.8865357142857142,0.14877717391304346,0.1479166666666667,0.8524796926133708,0.0003896103896103842,-0.009532467532467725,0.03228571428571425,-0.03566123188405801,-0.03566123188405801,-0.0043026617102704945,90078.0
0.0,0.0,0.20763636363636362,0.26857142857142857,0.7876103896103896,0.20763636363636362,0.19999999999999998,0.7944675324675325,0.15000000000000002,0.14749999999999996,0.85425,0.09578804347826086,0.10208333333333333,0.8881409244974288,0.0,0.0,0.0,0.0,0.0,0.0,100001.0
0.15,0.0,0.20763636363636362,0.26857142857142857,0.7876103896103896,0.20763636363636362,0.19999999999999998,0.7944675324675325,0.11585714285714288,0.14749999999999996,0.8713214285714286,0.12771739130434784,0.10208333333333333,0.8721762505843852,0.0,0.0,0.017071428571428626,-0.01596467391304357,-0.01596467391304357,0.0003689182194616854,100055.0
0.125,0.0,0.20945454545454545,0.26857142857142857,0.7867012987012987,0.20763636363636362,0.19999999999999998,0.7944675324675325,0.11828571428571427,0.14749999999999996,0.8701071428571427,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0009090909090909705,0.0,0.015857142857142792,0.0,0.0,0.005285714285714264,120001.0
0.0,0.025,0.20763636363636362,0.27428571428571424,0.7864675324675324,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.15000000000000002,0.14500000000000002,0.8547499999999999,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0011428571428572232,-0.0011428571428573342,0.0004999999999999449,0.0,-0.0011428571428573342,-0.00021428571428579643,130013.0
0.0,0.05,0.20763636363636362,0.27428571428571424,0.7864675324675324,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.15000000000000002,0.14,0.85575,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0011428571428572232,-0.0022857142857144463,0.0015000000000000568,0.0,-0.0022857142857144463,-0.0002619047619047965,130017.0
0.0,0.25,0.20763636363636362,0.27428571428571424,0.7864675324675324,0.20763636363636362,0.24,0.7864675324675325,0.15000000000000002,0.09750000000000002,0.86425,0.09578804347826086,0.1479166666666667,0.8789742578307621,-0.0011428571428572232,-0.008000000000000007,0.010000000000000009,-0.009166666666666656,-0.009166666666666656,-0.002388888888888885,130043.0
0.15,0.025,0.20763636363636362,0.27428571428571424,0.7864675324675324,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.11585714285714288,0.14500000000000002,0.8718214285714285,0.12771739130434784,0.10208333333333333,0.8721762505843852,-0.0011428571428572232,-0.0011428571428573342,0.01757142857142857,-0.01596467391304357,-0.01596467391304357,0.000154632505175889,130055.0
0.15,0.05,0.20763636363636362,0.27428571428571424,0.7864675324675324,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.11585714285714288,0.14,0.8728214285714286,0.12771739130434784,0.10208333333333333,0.8721762505843852,-0.0011428571428572232,-0.0022857142857144463,0.018571428571428683,-0.01596467391304357,-0.01596467391304357,0.00010701345755688892,130055.0
0.15,0.25,0.20763636363636362,0.27428571428571424,0.7864675324675324,0.20763636363636362,0.24,0.7864675324675325,0.11585714285714288,0.09750000000000002,0.8813214285714286,0.12771739130434784,0.1479166666666667,0.8630095839177185,-0.0011428571428572232,-0.008000000000000007,0.027071428571428635,-0.025131340579710226,-0.025131340579710226,-0.0020199706694271993,130062.0
0.125,0.025,0.20945454545454545,0.27428571428571424,0.7855584415584416,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.11828571428571427,0.14500000000000002,0.8706071428571429,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0020519480519480826,-0.0011428571428573342,0.01635714285714296,0.0,-0.0011428571428573342,0.005071428571428542,190013.0
0.125,0.05,0.20945454545454545,0.27428571428571424,0.7855584415584416,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.11828571428571427,0.14,0.8716071428571428,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0020519480519480826,-0.0022857142857144463,0.01735714285714285,0.0,-0.0022857142857144463,0.005023809523809468,190017.0
0.125,0.25,0.20945454545454545,0.27428571428571424,0.7855584415584416,0.20763636363636362,0.24,0.7864675324675325,0.11828571428571427,0.09750000000000002,0.8801071428571428,0.09578804347826086,0.1479166666666667,0.8789742578307621,-0.0020519480519480826,-0.008000000000000007,0.0258571428571428,-0.009166666666666656,-0.009166666666666656,0.002896825396825379,190043.0
0.0,0.075,0.20763636363636362,0.28,0.7853246753246753,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.15000000000000002,0.135,0.8567499999999999,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0022857142857143353,-0.0022857142857144463,0.0024999999999999467,0.0,-0.0022857142857144463,7.142857142850012e-05,220017.0
0.0,0.125,0.20763636363636362,0.28,0.7853246753246753,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.15000000000000002,0.11750000000000002,0.86025,0.09578804347826086,0.12083333333333335,0.8843909244974287,-0.0022857142857143353,-0.0022857142857144463,0.006000000000000005,-0.003750000000000031,-0.003750000000000031,-1.1904761904824035e-05,220025.0
0.0,0.1,0.20763636363636362,0.28,0.7853246753246753,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.15000000000000002,0.12749999999999997,0.85825,0.09578804347826086,0.12083333333333335,0.8843909244974287,-0.0022857142857143353,-0.0011428571428573342,0.0040000000000000036,-0.003750000000000031,-0.003750000000000031,-0.00029761904761912056,220025.0
0.0,0.15,0.20763636363636362,0.28,0.7853246753246753,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.15000000000000002,0.11750000000000002,0.86025,0.09578804347826086,0.12916666666666665,0.882724257830762,-0.0022857142857143353,-0.0011428571428573342,0.006000000000000005,-0.005416666666666736,-0.005416666666666736,-0.0001865079365080217,220037.0
0.15,0.075,0.20763636363636362,0.28,0.7853246753246753,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.11585714285714288,0.135,0.8738214285714285,0.12771739130434784,0.10208333333333333,0.8721762505843852,-0.0022857142857143353,-0.0022857142857144463,0.019571428571428573,-0.01596467391304357,-0.01596467391304357,0.0004403467908901855,220055.0
0.15,0.125,0.20763636363636362,0.28,0.7853246753246753,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.11585714285714288,0.11750000000000002,0.8773214285714286,0.12771739130434784,0.12083333333333335,0.8684262505843853,-0.0022857142857143353,-0.0022857142857144463,0.02307142857142863,-0.01971467391304349,-0.01971467391304349,0.0003570134575568984,220059.0
0.15,0.1,0.20763636363636362,0.28,0.7853246753246753,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.11585714285714288,0.12749999999999997,0.8753214285714286,0.12771739130434784,0.12083333333333335,0.8684262505843853,-0.0022857142857143353,-0.0011428571428573342,0.02107142857142863,-0.01971467391304349,-0.01971467391304349,7.129917184260186e-05,220059.0
0.15,0.15,0.20763636363636362,0.28,0.7853246753246753,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.11585714285714288,0.11750000000000002,0.8773214285714286,0.12771739130434784,0.12916666666666665,0.8667595839177186,-0.0022857142857143353,-0.0011428571428573342,0.02307142857142863,-0.021381340579710195,-0.021381340579710195,0.00018241028295370074,220061.0
0.125,0.075,0.20945454545454545,0.28,0.7844155844155843,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.11828571428571427,0.135,0.8726071428571429,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0031948051948053058,-0.0022857142857144463,0.01835714285714296,0.0,-0.0022857142857144463,0.005357142857142838,300017.0
0.125,0.125,0.20945454545454545,0.28,0.7844155844155843,0.20763636363636362,0.2114285714285714,0.7921818181818181,0.11828571428571427,0.11750000000000002,0.8761071428571428,0.09578804347826086,0.12083333333333335,0.8843909244974287,-0.0031948051948053058,-0.0022857142857144463,0.021857142857142797,-0.003750000000000031,-0.003750000000000031,0.00527380952380944,300025.0
0.125,0.1,0.20945454545454545,0.28,0.7844155844155843,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.11828571428571427,0.12749999999999997,0.8741071428571427,0.09578804347826086,0.12083333333333335,0.8843909244974287,-0.0031948051948053058,-0.0011428571428573342,0.019857142857142795,-0.003750000000000031,-0.003750000000000031,0.004988095238095143,300025.0
0.125,0.15,0.20945454545454545,0.28,0.7844155844155843,0.20763636363636362,0.20571428571428574,0.7933246753246752,0.11828571428571427,0.11750000000000002,0.8761071428571428,0.09578804347826086,0.12916666666666665,0.882724257830762,-0.0031948051948053058,-0.0011428571428573342,0.021857142857142797,-0.005416666666666736,-0.005416666666666736,0.005099206349206242,300037.0
0.0,0.2,0.20763636363636362,0.2857142857142857,0.7841818181818182,0.20763636363636362,0.22857142857142854,0.7887532467532468,0.15000000000000002,0.10499999999999998,0.8627499999999999,0.09578804347826086,0.1479166666666667,0.8789742578307621,-0.0034285714285714475,-0.005714285714285783,0.008499999999999952,-0.009166666666666656,-0.009166666666666656,-0.0021269841269841625,340043.0
0.15,0.2,0.20763636363636362,0.2857142857142857,0.7841818181818182,0.20763636363636362,0.22857142857142854,0.7887532467532468,0.11585714285714288,0.10499999999999998,0.8798214285714285,0.12771739130434784,0.1479166666666667,0.8630095839177185,-0.0034285714285714475,-0.005714285714285783,0.02557142857142858,-0.025131340579710226,-0.025131340579710226,-0.001758065907522477,340062.0
0.05,0.0,0.21527272727272728,0.26857142857142857,0.7837922077922077,0.2018181818181818,0.19999999999999998,0.7973766233766233,0.13414285714285712,0.14749999999999996,0.8621785714285715,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0038181818181819427,0.00290909090909075,0.007928571428571507,0.0,0.0,0.003612554112554086,360001.0
0.025,0.0,0.21527272727272728,0.26857142857142857,0.7837922077922077,0.19999999999999998,0.19999999999999998,0.7982857142857143,0.14,0.14749999999999996,0.8592500000000001,0.09578804347826086,0.10208333333333333,0.8881409244974288,-0.0038181818181819427,0.0038181818181817206,0.0050000000000001155,0.0,0.0,0.0029393939393939452,360001.0
0.125,0.2,0.20945454545454545,0.2857142857142857,0.7832727272727272,0.20763636363636362,0.22857142857142854,0.7887532467532468,0.11828571428571427,0.10499999999999998,0.8786071428571429,0.09578804347826086,0.1479166666666667,0.8789742578307621,-0.004337662337662418,-0.005714285714285783,0.024357142857142966,-0.009166666666666656,-0.009166666666666656,0.0031587301587301755,380043.0
