EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.5243467394676473,0.7058269686662543,0.700413900913901,0.6310389610389611
2,0.22997686753256452,0.7753777056277057,0.7667366522366522,0.7007532467532468
4,0.15715097113408977,0.7675014301175016,0.7594539141414142,0.6881818181818182
6,0.12372646915415923,0.786804834054834,0.7830047498797499,0.7243896103896104
8,0.10399151464096373,0.7709247448979593,0.7868382936507937,0.6925714285714285
10,0.08609414887097147,0.7596627241805813,0.7857947330447331,0.6729350649350649
12,0.07394620548519823,0.7757036178107606,0.7839031385281386,0.6931688311688311
14,0.06373900088429865,0.765272778808493,0.7871617364117364,0.6840259740259741
16,0.0572559266583994,0.7953075139146568,0.79118740981241,0.7282077922077922
18,0.0542445792687229,0.8086171279117707,0.7998176106301106,0.7455584415584416
20,0.050669184058076806,0.7962733843537415,0.7937093253968254,0.7337142857142857
22,0.046303489659395486,0.7962167207792208,0.793089375901876,0.7260779220779221
24,0.043047634813572384,0.8048958333333333,0.80022123015873,0.7382857142857143
26,0.04096641479473975,0.8071081993403423,0.801362493987494,0.7414805194805195
28,0.039515490889445774,0.7942814625850341,0.7937480158730158,0.7165714285714286
30,0.037055001510048494,0.7824043367346938,0.7871954365079366,0.7057142857142857
32,0.033599917013715536,0.8109381570810142,0.804099025974026,0.7478441558441559
34,0.03360495715686637,0.7975857812822098,0.8061530784030784,0.7319740259740259
36,0.029040046133256208,0.8027592893217893,0.7975525192400194,0.7396623376623377
38,0.028639976572271228,0.8120422464440322,0.8112931998556997,0.7424675324675325
40,0.029167625868770603,0.7920323129251701,0.800970238095238,0.7125714285714285
42,0.0253885966570427,0.800017032570604,0.8020143097643097,0.7323636363636363
44,0.022469768493061162,0.8080201762523191,0.8044684343434344,0.7487272727272727
46,0.021601189128381923,0.7912819521748093,0.8045675204425203,0.7157662337662337
48,0.02093295745564521,0.798589208410637,0.7987408008658009,0.7351948051948053
50,0.017851838670645118,0.7954399994846424,0.8053513407888407,0.7238441558441558
52,0.01923869287646893,0.8027052411873841,0.7966951659451661,0.733
54,0.015975697024259716,0.8054875412286127,0.8089631734006734,0.7361818181818183
56,0.016283175919347234,0.8204711786229644,0.811312981000481,0.7615584415584415
58,0.014412486204592925,0.8080746753246753,0.8079736652236654,0.7386753246753247
60,0.01629604158774277,0.8024850803957947,0.8010122655122656,0.7337402597402597
62,0.014831991841977773,0.8028337713873428,0.8005805675805675,0.7350389610389609
64,0.013394115880752603,0.8012775974025974,0.8068872655122655,0.7297402597402598
66,0.01138480276212148,0.806734719645434,0.8080936748436748,0.7335064935064934
68,0.01266872115795397,0.8043345701917131,0.8071709956709957,0.732025974025974
70,0.011170035456113206,0.7989101731601731,0.8012233044733045,0.7295064935064934
72,0.01142200165163053,0.8039314316635745,0.8044931457431458,0.7317922077922078
74,0.010669510549632832,0.8024539399092969,0.807025462962963,0.736
76,0.010628786773951206,0.8068381648113792,0.8044539141414142,0.7441818181818182
