expert_weight,eer
0.0,0.275
0.01,0.26249999999999996
0.02,0.25625
0.03,0.25625
0.04,0.25625
0.05,0.25
0.06,0.24375000000000002
0.07,0.24375000000000002
0.08,0.24375000000000002
0.09,0.23750000000000002
0.1,0.23124999999999998
0.11,0.22499999999999998
0.12,0.22499999999999998
0.13,0.22499999999999998
0.14,0.22499999999999998
0.15,0.22499999999999998
0.16,0.21875
0.17,0.21250000000000002
0.18,0.21250000000000002
0.19,0.21250000000000002
0.2,0.21250000000000002
0.21,0.20625000000000002
0.22,0.19999999999999998
0.23,0.19374999999999998
0.24,0.1875
0.25,0.1875
0.26,0.1875
0.27,0.1875
0.28,0.19374999999999998
0.29,0.19374999999999998
0.3,0.1875
0.31,0.1875
0.32,0.1875
0.33,0.1875
0.34,0.1875
0.35000000000000003,0.1875
0.36,0.1875
0.37,0.1875
0.38,0.17500000000000002
0.39,0.17500000000000002
0.4,0.17500000000000002
0.41000000000000003,0.17500000000000002
0.42,0.16874999999999998
0.43,0.16874999999999998
0.44,0.16874999999999998
0.45,0.16874999999999998
0.46,0.16874999999999998
0.47000000000000003,0.16249999999999998
0.48,0.16249999999999998
0.49,0.16249999999999998
0.5,0.15625
0.51,0.15625
0.52,0.15625
0.53,0.15625
0.54,0.15625
0.55,0.15625
0.56,0.15625
0.5700000000000001,0.15625
0.58,0.15625
0.59,0.15000000000000002
0.6,0.15000000000000002
0.61,0.15000000000000002
0.62,0.15000000000000002
0.63,0.15000000000000002
0.64,0.15000000000000002
0.65,0.14375000000000002
0.66,0.14375000000000002
0.67,0.14375000000000002
0.68,0.14375000000000002
0.6900000000000001,0.14375000000000002
0.7000000000000001,0.13749999999999998
0.71,0.13749999999999998
0.72,0.13749999999999998
0.73,0.13749999999999998
0.74,0.14375000000000002
0.75,0.14375000000000002
0.76,0.15000000000000002
0.77,0.15000000000000002
0.78,0.15000000000000002
0.79,0.15000000000000002
0.8,0.15000000000000002
0.81,0.15000000000000002
0.8200000000000001,0.15625
0.8300000000000001,0.15625
0.84,0.15625
0.85,0.15625
0.86,0.15625
0.87,0.15625
0.88,0.15625
0.89,0.15000000000000002
0.9,0.15000000000000002
0.91,0.15000000000000002
0.92,0.15000000000000002
0.93,0.15625
0.9400000000000001,0.15625
0.9500000000000001,0.15625
0.96,0.15625
0.97,0.15625
0.98,0.16249999999999998
0.99,0.16249999999999998
1.0,0.16249999999999998
