DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.31999999999999995,0.3371428571428572,0.29714285714285715,0.6834285714285715
phone_factorial_1200_v1,clean,0.31585714285714284,0.26749999999999996,0.33499999999999996,0.6880714285714287
yue_cross_component_audit_v1,clean,0.21807065217391303,0.2958333333333334,0.14516129032258063,0.7882496201496026
