W_seed00_fixedteacher_lr1e4,W_seed00_ch01,W_seed01_ch01,W_seed02_ch01,dev_ADS,dev_DELTA,factorial_ADS,factorial_DELTA,phone_ADS,phone_DELTA,yue_ADS,yue_DELTA,MIN_DELTA,MEAN_DELTA,mixfake_EXPERT_ADS,mixfake_DELTA_VS_UNIFORM,external_EXPERT_ADS,external_DELTA_VS_UNIFORM,source_EXPERT_ADS,source_DELTA_VS_UNIFORM,equal_EXPERT_ADS,equal_DELTA_VS_UNIFORM,factorial_dev_EXPERT_ADS,factorial_dev_DELTA_VS_UNIFORM,telephone_dev_EXPERT_ADS,telephone_dev_DELTA_VS_UNIFORM,GENERAL_MIN_DELTA,GENERAL_MEAN_DELTA
0.0,0.375,0.125,0.5,0.7750129870129869,0.020727272727272594,0.7851168831168831,0.007610389610389623,0.8759285714285714,0.05182142857142846,0.8667595839177186,0.015386716923796229,0.007610389610389623,0.023886451958221727,0.951875,-0.0040000000000000036,0.8394999999999999,-0.006500000000000061,0.857,-0.004000000000000115,0.8416666666666667,-0.007333333333333414,0.7507012987012986,0.010519480519480484,0.803,-0.008777777777777773,-0.008777777777777773,-0.003348605098605147
0.125,0.25,0.625,0.0,0.7647272727272727,0.010441558441558363,0.7849350649350649,0.007428571428571451,0.8670357142857142,0.042928571428571316,0.8715982935951379,0.020225426601215513,0.007428571428571451,0.02025603197497916,0.952375,-0.0035000000000000586,0.8414999999999999,-0.0045000000000000595,0.8570000000000001,-0.0040000000000000036,0.8406666666666668,-0.008333333333333304,0.7413246753246753,0.0011428571428571122,0.8143333333333332,0.002555555555555422,-0.008333333333333304,-0.002772486772486815
0.375,0.125,0.375,0.125,0.7615324675324676,0.007246753246753279,0.7849350649350649,0.007428571428571451,0.8631071428571429,0.038999999999999924,0.8715982935951379,0.020225426601215513,0.007246753246753279,0.01847518781913504,0.9574166666666667,0.0015416666666666634,0.8408333333333333,-0.005166666666666653,0.8593333333333334,-0.0016666666666667052,0.8490000000000001,0.0,0.7312207792207792,-0.008961038961038947,0.8015555555555556,-0.010222222222222244,-0.010222222222222244,-0.004079154641654648
0.25,0.0,0.25,0.5,0.7614805194805194,0.007194805194805087,0.7857402597402597,0.00823376623376626,0.8638214285714285,0.03971428571428559,0.8667595839177186,0.015386716923796229,0.007194805194805087,0.01763239351666329,0.9564583333333333,0.0005833333333332691,0.8488333333333333,0.0028333333333333544,0.8590000000000001,-0.0020000000000000018,0.8460000000000001,-0.0030000000000000027,0.7394285714285714,-0.000753246753246728,0.8076666666666666,-0.0041111111111111764,-0.0041111111111111764,-0.0010746151996152142
0.125,0.25,0.5,0.125,0.7638181818181818,0.009532467532467503,0.7845974025974026,0.007090909090909148,0.8673928571428572,0.04328571428571426,0.8715982935951379,0.020225426601215513,0.007090909090909148,0.020033629377576606,0.954,-0.001875000000000071,0.8406666666666667,-0.005333333333333301,0.8580000000000001,-0.0030000000000000027,0.8510000000000001,0.0020000000000000018,0.7506753246753247,0.010493506493506555,0.81,-0.001777777777777767,-0.005333333333333301,8.456589706590245e-05
0.125,0.125,0.25,0.5,0.7617142857142857,0.00742857142857134,0.7845974025974026,0.007090909090909148,0.8681428571428571,0.04403571428571418,0.8715982935951379,0.020225426601215513,0.007090909090909148,0.019695155351602545,0.9545416666666666,-0.0013333333333334085,0.8465,0.000500000000000056,0.8596666666666667,-0.0013333333333334085,0.8460000000000001,-0.0030000000000000027,0.7424675324675325,0.0022857142857143353,0.8076666666666666,-0.0041111111111111764,-0.0041111111111111764,-0.0011653439153439342
0.25,0.25,0.375,0.125,0.7632467532467533,0.008961038961038947,0.7845974025974026,0.007090909090909148,0.8650714285714285,0.040964285714285564,0.8715982935951379,0.020225426601215513,0.007090909090909148,0.019310415091862293,0.9546666666666667,-0.0012083333333333668,0.841,-0.0050000000000000044,0.8610000000000001,0.0,0.8490000000000001,0.0,0.7384675324675325,-0.0017142857142856682,0.8124444444444444,0.0006666666666665932,-0.0050000000000000044,-0.0012093253968254076
0.125,0.5,0.125,0.25,0.7661038961038962,0.011818181818181839,0.7845974025974026,0.007090909090909148,0.87,0.04589285714285707,0.8610684022907902,0.009695535296867841,0.007090909090909148,0.018624370837203974,0.9537500000000001,-0.0021249999999999325,0.8396666666666668,-0.006333333333333191,0.8596666666666667,-0.0013333333333334085,0.8516666666666667,0.002666666666666595,0.7401818181818182,0.0,0.8081111111111111,-0.003666666666666707,-0.006333333333333191,-0.0017986111111111074
0.125,0.0,0.25,0.625,0.7626233766233765,0.0083376623376622,0.7845974025974026,0.007090909090909148,0.8670357142857144,0.04292857142857143,0.8667595839177186,0.015386716923796229,0.007090909090909148,0.01843596494523475,0.9559583333333332,8.333333333321313e-05,0.845,-0.0010000000000000009,0.8643333333333334,0.0033333333333332993,0.8430000000000001,-0.006000000000000005,0.7396103896103896,-0.0005714285714285561,0.808,-0.003777777777777769,-0.006000000000000005,-0.0013220899470899699
0.125,0.5,0.0,0.375,0.7653506493506494,0.01106493506493511,0.7843636363636364,0.006857142857142895,0.8705,0.046392857142857125,0.8715982935951379,0.020225426601215513,0.006857142857142895,0.02113509041653766,0.95075,-0.005125000000000046,0.8401666666666667,-0.005833333333333246,0.8680000000000001,0.007000000000000006,0.8683333333333334,0.019333333333333313,0.7357922077922079,-0.004389610389610277,0.8053333333333333,-0.006444444444444475,-0.006444444444444475,0.0007568241943242127
0.25,0.375,0.0,0.375,0.7647792207792208,0.010493506493506444,0.7843636363636364,0.006857142857142895,0.8676428571428572,0.04353571428571423,0.8715982935951379,0.020225426601215513,0.006857142857142895,0.02027794755939477,0.9559166666666666,4.1666666666606567e-05,0.8476666666666668,0.0016666666666668162,0.8680000000000001,0.007000000000000006,0.8700000000000001,0.02100000000000002,0.7325974025974027,-0.0075844155844154715,0.8076666666666666,-0.0041111111111111764,-0.0075844155844154715,0.0030021344396344665
0.125,0.125,0.375,0.375,0.7628571428571428,0.008571428571428452,0.7843636363636364,0.006857142857142895,0.8685,0.04439285714285712,0.8715982935951379,0.020225426601215513,0.006857142857142895,0.020011713793160996,0.956,0.00012499999999993072,0.844,-0.0020000000000000018,0.8663333333333334,0.005333333333333301,0.8460000000000001,-0.0030000000000000027,0.7462857142857142,0.006103896103896056,0.8082222222222222,-0.003555555555555645,-0.003555555555555645,0.000501112313612273
0.25,0.25,0.0,0.5,0.7636363636363637,0.009350649350649332,0.7843636363636364,0.006857142857142895,0.8673928571428571,0.04328571428571415,0.8715982935951379,0.020225426601215513,0.006857142857142895,0.019929733273680472,0.9572499999999999,0.001374999999999904,0.8478333333333333,0.0018333333333333535,0.8663333333333334,0.005333333333333301,0.8683333333333334,0.019333333333333313,0.7325974025974027,-0.0075844155844154715,0.8063333333333333,-0.005444444444444474,-0.0075844155844154715,0.0024743566618566546
0.0,0.5,0.125,0.375,0.7738701298701298,0.019584415584415482,0.7842077922077922,0.0067012987012987635,0.8754285714285714,0.05132142857142852,0.8667595839177186,0.015386716923796229,0.0067012987012987635,0.023248464945234748,0.950375,-0.00550000000000006,0.8384999999999999,-0.007500000000000062,0.8586666666666667,-0.0023333333333334094,0.8416666666666667,-0.007333333333333414,0.748987012987013,0.008805194805194816,0.8056666666666666,-0.006111111111111178,-0.007500000000000062,-0.0033287638287638846
0.375,0.125,0.125,0.375,0.760961038961039,0.006675324675324612,0.7866493506493506,0.00914285714285712,0.8618571428571429,0.03774999999999995,0.8610684022907902,0.009695535296867841,0.006675324675324612,0.01581592927876238,0.956625,0.0007499999999999174,0.8511666666666667,0.005166666666666764,0.8560000000000001,-0.0050000000000000044,0.8526666666666667,0.003666666666666596,0.7335064935064936,-0.006675324675324612,0.8053333333333333,-0.006444444444444475,-0.006675324675324612,-0.0014227392977393023
0.5,0.375,0.0,0.125,0.7607792207792208,0.00649350649350644,0.7849350649350649,0.007428571428571451,0.8648214285714286,0.0407142857142857,0.8610684022907902,0.009695535296867841,0.00649350649350644,0.01608297473330786,0.9565833333333333,0.0007083333333333108,0.8426666666666667,-0.0033333333333332993,0.8610000000000001,0.0,0.8700000000000001,0.02100000000000002,0.7212987012987013,-0.018883116883116835,0.8026666666666666,-0.009111111111111181,-0.018883116883116835,-0.0016032046657046644
0.375,0.0,0.375,0.25,0.7609610389610391,0.006675324675324723,0.7839740259740259,0.0064675324675324,0.8613571428571429,0.037250000000000005,0.8715982935951379,0.020225426601215513,0.0064675324675324,0.01765457093601816,0.9590416666666667,0.003166666666666651,0.8434999999999999,-0.0025000000000000577,0.8590000000000001,-0.0020000000000000018,0.8476666666666667,-0.0013333333333334085,0.7279740259740259,-0.012207792207792223,0.8076666666666666,-0.0041111111111111764,-0.012207792207792223,-0.0031642616642617027
0.25,0.125,0.625,0.0,0.7615324675324676,0.007246753246753279,0.7837922077922078,0.006285714285714339,0.8641785714285715,0.040071428571428536,0.8715982935951379,0.020225426601215513,0.006285714285714339,0.018457330676277917,0.954375,-0.0015000000000000568,0.8434999999999999,-0.0025000000000000577,0.8570000000000001,-0.0040000000000000036,0.8436666666666668,-0.005333333333333301,0.7364155844155844,-0.003766233766233751,0.8063333333333333,-0.005444444444444474,-0.005444444444444474,-0.003757335257335274
0.375,0.5,0.0,0.125,0.761922077922078,0.007636363636363663,0.7837922077922078,0.006285714285714339,0.8664285714285715,0.04232142857142862,0.8610684022907902,0.009695535296867841,0.006285714285714339,0.016484760447593616,0.955625,-0.0002500000000000835,0.8438333333333333,-0.00216666666666665,0.8610000000000001,0.0,0.8700000000000001,0.02100000000000002,0.7226753246753247,-0.01750649350649347,0.8026666666666666,-0.009111111111111181,-0.01750649350649347,-0.0013390452140452276
0.0,0.75,0.125,0.125,0.7750649350649351,0.020779220779220786,0.7836363636363637,0.006129870129870207,0.8752857142857142,0.051178571428571296,0.8715982935951379,0.020225426601215513,0.006129870129870207,0.02457827223471945,0.9473749999999999,-0.008500000000000174,0.8323333333333333,-0.013666666666666716,0.86,-0.001000000000000112,0.8530000000000001,0.0040000000000000036,0.7495064935064935,0.009324675324675291,0.803,-0.008777777777777773,-0.013666666666666716,-0.0031032948532949134
0.375,0.125,0.5,0.0,0.7603896103896104,0.006103896103896056,0.7840259740259741,0.006519480519480592,0.8631071428571429,0.038999999999999924,0.8715982935951379,0.020225426601215513,0.006103896103896056,0.01796220080614802,0.9575,0.0016249999999999876,0.8425,-0.0034999999999999476,0.8570000000000001,-0.0040000000000000036,0.8436666666666668,-0.005333333333333301,0.7201558441558442,-0.020025974025973947,0.8045555555555556,-0.007222222222222241,-0.020025974025973947,-0.006409421596921576
0.5,0.125,0.25,0.125,0.7603896103896104,0.006103896103896056,0.7849350649350649,0.007428571428571451,0.86125,0.03714285714285703,0.8715982935951379,0.020225426601215513,0.006103896103896056,0.017725187819135013,0.9576250000000001,0.0017500000000000293,0.8440000000000001,-0.0019999999999998908,0.8593333333333334,-0.0016666666666667052,0.8506666666666667,0.0016666666666665941,0.7317922077922078,-0.008389610389610391,0.8035555555555556,-0.008222222222222242,-0.008389610389610391,-0.0028103054353054344
0.125,0.375,0.375,0.125,0.7655324675324675,0.011246753246753172,0.7834545454545454,0.0059480519480519245,0.8678928571428571,0.043785714285714206,0.8715982935951379,0.020225426601215513,0.0059480519480519245,0.020301486520433704,0.954875,-0.0010000000000000009,0.8354999999999999,-0.010500000000000065,0.8580000000000001,-0.0030000000000000027,0.8510000000000001,0.0020000000000000018,0.7411428571428572,0.0009610389610390513,0.8073333333333333,-0.004444444444444473,-0.010500000000000065,-0.002663900913900915
0.125,0.5,0.25,0.125,0.7655324675324675,0.011246753246753172,0.7834545454545454,0.0059480519480519245,0.8678928571428571,0.043785714285714206,0.8715982935951379,0.020225426601215513,0.0059480519480519245,0.020301486520433704,0.9534166666666666,-0.002458333333333451,0.839,-0.007000000000000006,0.8580000000000001,-0.0030000000000000027,0.8510000000000001,0.0020000000000000018,0.7419480519480519,0.001766233766233749,0.8105555555555555,-0.0012222222222223467,-0.007000000000000006,-0.0016523869648870093
0.125,0.25,0.25,0.375,0.7637662337662338,0.009480519480519423,0.7834545454545454,0.0059480519480519245,0.869,0.04489285714285707,0.8715982935951379,0.020225426601215513,0.0059480519480519245,0.020136713793160982,0.95375,-0.0021250000000000435,0.8454999999999999,-0.000500000000000056,0.8596666666666667,-0.0013333333333334085,0.8460000000000001,-0.0030000000000000027,0.743090909090909,0.002909090909090861,0.812,0.00022222222222223476,-0.0030000000000000027,-0.0006378367003367358
0.25,0.125,0.5,0.125,0.7643896103896104,0.01010389610389606,0.7834545454545454,0.0059480519480519245,0.8649285714285715,0.040821428571428564,0.8715982935951379,0.020225426601215513,0.0059480519480519245,0.019274700806148015,0.9566249999999998,0.0007499999999998064,0.845,-0.0010000000000000009,0.8610000000000001,0.0,0.8473333333333334,-0.0016666666666667052,0.7343116883116884,-0.005870129870129803,0.806,-0.005777777777777771,-0.005870129870129803,-0.0022607623857624124
0.125,0.375,0.125,0.375,0.7649610389610391,0.010675324675324727,0.7834545454545454,0.0059480519480519245,0.8685,0.04439285714285712,0.8610684022907902,0.009695535296867841,0.0059480519480519245,0.017677942265775404,0.9542916666666666,-0.001583333333333381,0.8414999999999999,-0.0045000000000000595,0.8596666666666667,-0.0013333333333334085,0.8496666666666667,0.0006666666666665932,0.7489610389610389,0.008779220779220775,0.8087777777777778,-0.0030000000000000027,-0.0045000000000000595,-0.0001617965367965805
0.0,0.0,0.125,0.875,0.7733506493506495,0.019064935064935118,0.7901298701298702,0.012623376623376759,0.8770714285714286,0.052964285714285686,0.85731840229079,0.005945535296867699,0.005945535296867699,0.022649533174866315,0.9533749999999999,-0.0025000000000001688,0.844,-0.0020000000000000018,0.8500000000000001,-0.01100000000000001,0.8270000000000001,-0.02200000000000002,0.7384415584415585,-0.0017402597402597086,0.806,-0.005777777777777771,-0.02200000000000002,-0.0075030062530062796
0.0,0.5,0.0,0.5,0.7744935064935066,0.02020779220779223,0.7830649350649351,0.005558441558441651,0.8793928571428571,0.05528571428571416,0.8678482935951379,0.016475426601215593,0.005558441558441651,0.02438184366329091,0.9477500000000001,-0.008124999999999938,0.8344999999999999,-0.011500000000000066,0.8653333333333334,0.0043333333333333,0.8410000000000001,-0.008000000000000007,0.7403896103896104,0.0002077922077922123,0.7956666666666666,-0.016111111111111187,-0.016111111111111187,-0.0065324975949976145
0.375,0.0,0.5,0.125,0.759818181818182,0.005532467532467611,0.7849350649350649,0.007428571428571451,0.8626071428571429,0.03849999999999998,0.8667595839177186,0.015386716923796229,0.005532467532467611,0.016711938971208817,0.9580000000000001,0.0021250000000000435,0.8411666666666667,-0.004833333333333245,0.8553333333333334,-0.005666666666666709,0.8460000000000001,-0.0030000000000000027,0.7242077922077923,-0.015974025974025863,0.8033333333333333,-0.008444444444444477,-0.015974025974025863,-0.005965578403078375
0.125,0.5,0.375,0.0,0.7655324675324675,0.011246753246753172,0.782883116883117,0.0053766233766234794,0.86825,0.04414285714285704,0.8715982935951379,0.020225426601215513,0.0053766233766234794,0.0202479150918623,0.954,-0.001875000000000071,0.8394999999999999,-0.006500000000000061,0.8600000000000001,-0.0010000000000000009,0.8426666666666668,-0.006333333333333302,0.7382857142857143,-0.0018961038961038401,0.8126666666666666,0.000888888888888828,-0.006500000000000061,-0.002785924723424741
0.125,0.375,0.5,0.0,0.7638181818181818,0.009532467532467503,0.782883116883117,0.0053766233766234794,0.8673928571428572,0.04328571428571426,0.8715982935951379,0.020225426601215513,0.0053766233766234794,0.01960505794900519,0.9530416666666666,-0.0028333333333334654,0.8371666666666667,-0.008833333333333249,0.8570000000000001,-0.0040000000000000036,0.8426666666666668,-0.006333333333333302,0.7417142857142857,0.0015324675324674963,0.8164444444444444,0.004666666666666597,-0.008833333333333249,-0.0026334776334776544
0.25,0.25,0.5,0.0,0.7643896103896104,0.01010389610389606,0.782883116883117,0.0053766233766234794,0.8651785714285714,0.041071428571428426,0.8715982935951379,0.020225426601215513,0.0053766233766234794,0.01919434366329087,0.9544583333333333,-0.0014166666666667327,0.8456666666666668,-0.0003333333333331856,0.8570000000000001,-0.0040000000000000036,0.8456666666666668,-0.0033333333333332993,0.736987012987013,-0.0031948051948051948,0.8098888888888889,-0.00188888888888894,-0.0040000000000000036,-0.002361171236171226
0.75,0.0,0.0,0.25,0.7596363636363637,0.005350649350649328,0.7863116883116884,0.008805194805194927,0.8606071428571429,0.03649999999999998,0.8715982935951379,0.020225426601215513,0.005350649350649328,0.017720317689264936,0.95525,-0.0006249999999999867,0.8514999999999999,0.005499999999999949,0.8570000000000001,-0.0040000000000000036,0.8730000000000001,0.02400000000000002,0.7158181818181818,-0.024363636363636365,0.8051111111111111,-0.00666666666666671,-0.024363636363636365,-0.0010258838383838491
0.625,0.0,0.0,0.375,0.7596363636363637,0.005350649350649328,0.7889350649350649,0.011428571428571455,0.8606071428571429,0.03649999999999998,0.8610684022907902,0.009695535296867841,0.005350649350649328,0.01574368901902215,0.9557500000000001,-0.00012499999999993072,0.853,0.007000000000000006,0.8570000000000001,-0.0040000000000000036,0.8670000000000001,0.018000000000000016,0.7174805194805195,-0.022701298701298667,0.8,-0.011777777777777776,-0.022701298701298667,-0.002267346079846059
0.625,0.25,0.0,0.125,0.7596363636363637,0.005350649350649328,0.786077922077922,0.008571428571428563,0.8633214285714286,0.039214285714285646,0.8610684022907902,0.009695535296867841,0.005350649350649328,0.015707974733307845,0.9550416666666668,-0.0008333333333332416,0.8485,0.0025000000000000577,0.8610000000000001,0.0,0.8730000000000001,0.02400000000000002,0.7195844155844155,-0.020597402597402614,0.8033333333333333,-0.008444444444444477,-0.020597402597402614,-0.0005625300625300422
0.5,0.125,0.0,0.375,0.7596363636363637,0.005350649350649328,0.7877922077922077,0.010285714285714231,0.8614642857142858,0.03735714285714287,0.8610684022907902,0.009695535296867841,0.005350649350649328,0.015672260447593567,0.9546250000000001,-0.0012499999999999734,0.8536666666666668,0.0076666666666668215,0.8560000000000001,-0.0050000000000000044,0.8700000000000001,0.02100000000000002,0.7226753246753247,-0.01750649350649347,0.8016666666666666,-0.010111111111111182,-0.01750649350649347,-0.000866822991822965
