DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.2876363636363636,0.25142857142857145,0.2628571428571429,0.727038961038961
phone_factorial_1200_v1,clean,0.32585714285714285,0.2875,0.27249999999999996,0.6978214285714286
yue_cross_component_audit_v1,clean,0.21807065217391303,0.21250000000000002,0.19354838709677422,0.7904001577840112
