EPOCH,LOSS,SELECTION,MEAN_EER,WORST_EER
1,0.44974221402406694,0.6305867346938775,0.30820153061224487,0.43062500000000004
2,0.27129143464565275,0.6777274659863946,0.29454506802721087,0.35
3,0.18005589483678341,0.7028592687074829,0.2628528911564626,0.3314285714285714
4,0.1470794842839241,0.7234800170068028,0.24446853741496602,0.3085714285714286
5,0.11102438308298587,0.7497704081632652,0.21474489795918367,0.2857142857142857
6,0.08924857532605529,0.733188775510204,0.23076530612244903,0.3028571428571428
7,0.08318113842234015,0.7274553571428571,0.22508928571428571,0.31999999999999995
8,0.07158755286782979,0.7443324829931973,0.199906462585034,0.3114285714285714
9,0.06422378287278116,0.7438244047619047,0.21235119047619047,0.3
10,0.06033974157273769,0.7382227891156462,0.21784013605442176,0.3057142857142857
11,0.0550573840662837,0.7376488095238095,0.2047023809523809,0.31999999999999995
12,0.049280326027423146,0.7419557823129252,0.20180272108843536,0.3142857142857143
13,0.04723182578012347,0.7358269557823129,0.20263180272108844,0.32571428571428573
14,0.04334173359163106,0.7569451530612246,0.1889668367346939,0.29714285714285715
15,0.04246203967370093,0.7531653911564626,0.1965263605442177,0.29714285714285715
16,0.03799618460610509,0.7278146258503402,0.2129421768707483,0.3314285714285714
17,0.038365633795037865,0.7699617346938776,0.18579081632653063,0.27428571428571424
18,0.03606731728976592,0.7604783163265305,0.18761479591836736,0.2914285714285715
19,0.03371545531554147,0.752718962585034,0.19741921768707482,0.29714285714285715
20,0.03438117885030806,0.7536968537414965,0.1983205782312925,0.2942857142857143
21,0.032349728979635985,0.7606505102040816,0.18155612244897962,0.29714285714285715
22,0.030133715614210813,0.755748299319728,0.18564625850340136,0.3028571428571428
23,0.029575035796966402,0.7543494897959184,0.1884438775510204,0.3028571428571428
24,0.026565655981190504,0.7637159863945578,0.17542517006802721,0.29714285714285715
25,0.027355670015327634,0.7506632653061225,0.1929591836734694,0.3057142857142857
26,0.02244971417845227,0.7718069727891157,0.18210034013605444,0.27428571428571424
27,0.026401349384337663,0.764734268707483,0.17910289115646263,0.2914285714285715
28,0.02435699060955085,0.7704400510204081,0.17340561224489795,0.2857142857142857
29,0.022745345290983095,0.7849659863945578,0.17292517006802724,0.2571428571428571
30,0.020392603266984225,0.7647661564625851,0.1676105442176871,0.3028571428571428
31,0.019452613680041395,0.7444430272108843,0.18539965986394558,0.32571428571428573
32,0.024268798333476296,0.7678635204081632,0.1699872448979592,0.2942857142857143
33,0.019786307413713074,0.7854294217687076,0.16056972789115648,0.26857142857142857
34,0.016730389048578216,0.7965943877551019,0.1553826530612245,0.25142857142857145
35,0.020285485503962263,0.7732525510204082,0.16778061224489796,0.2857142857142857
36,0.017671313460916282,0.7557270408163266,0.17997448979591837,0.3085714285714286
37,0.01831930789561011,0.7732908163265306,0.16198979591836737,0.2914285714285715
38,0.01545121124200523,0.7846704931972789,0.16208758503401363,0.26857142857142857
39,0.01603289208211936,0.7779613095238096,0.16407738095238095,0.28
40,0.01525708956818562,0.7748214285714285,0.17035714285714285,0.28
41,0.014282252937264275,0.7728571428571428,0.17428571428571432,0.28
42,0.013379035121412017,0.773469387755102,0.16163265306122448,0.2914285714285715
43,0.016199390546418727,0.7720238095238094,0.175952380952381,0.28
44,0.014916577707102988,0.7626062925170067,0.18335884353741497,0.2914285714285715
45,0.011247567315935156,0.7837329931972788,0.16396258503401362,0.26857142857142857
46,0.014137803993711714,0.7661628401360543,0.17624574829931974,0.2914285714285715
