MODEL,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE,NORMALIZED_AVAILABLE_ADS
identity,4577,4577,4016,4261,0.17982798900311725,0.18152345237165154,0.14081202371431784,0.9823864080221005,0.9992870277672976,0.8315377079098158,0.9908367178946991,0.8474676089083042,0.8315377079098158
v1_robust_l2,4577,4577,4016,4261,0.13697369127504458,0.14790811764691295,0.1398732768895557,0.9823864080221005,0.9992870277672976,0.8599695477662284,0.9908367178946991,0.8730562647790754,0.8599695477662284
v1_robust_l2__voice_only,4577,4577,4016,4261,0.17982798900311725,0.14790811764691295,0.14081202371431784,0.9823864080221005,0.9992870277672976,0.8382607748547635,0.9908367178946991,0.8535183691587571,0.8382607748547635
v1_robust_l2__music_only,4577,4577,4016,4261,0.17982798900311725,0.18152345237165154,0.1398732768895557,0.9823864080221005,0.9992870277672976,0.8318193319572444,0.9908367178946991,0.8477210705509899,0.8318193319572444
v1_robust_l2__file_only,4577,4577,4016,4261,0.14439443033862082,0.18152345237165154,0.14081202371431784,0.9823864080221005,0.9992870277672976,0.849254487242064,0.9908367178946991,0.8634127103073275,0.849254487242064
v2_disentangle_l2,4577,4577,4016,4261,0.14204421605910156,0.16185292523738837,0.13705703641526934,0.9823864080221005,0.9992870277672976,0.8554901959983907,0.9908367178946991,0.8690248481880216,0.8554901959983907
v2_disentangle_l2__voice_only,4577,4577,4016,4261,0.17982798900311725,0.16185292523738837,0.14081202371431784,0.9823864080221005,0.9992870277672976,0.8354718133366683,0.9908367178946991,0.8510083037924714,0.8354718133366683
v2_disentangle_l2__music_only,4577,4577,4016,4261,0.17982798900311725,0.18152345237165154,0.13705703641526934,0.9823864080221005,0.9992870277672976,0.8326642040995302,0.9908367178946991,0.8484814554790472,0.8326642040995302
v2_disentangle_l2__file_only,4577,4577,4016,4261,0.15166017870163911,0.18152345237165154,0.14081202371431784,0.9823864080221005,0.9992870277672976,0.8456216130605547,0.9908367178946991,0.8601431235439692,0.8456216130605547
