DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial_eval_1200_v2_holdout,400,400,350,350,0.28,0.31999999999999995,0.22857142857142854,,,0.7274285714285714,,
phone_factorial_1200_v1,1200,1200,800,800,0.16828571428571432,0.3325,0.06999999999999998,,,0.8283571428571429,,
yue_cross_component_audit_v1,124,124,108,124,0.24456521739130432,0.4354166666666667,0.14516129032258063,,,0.7470856708742404,,
suno_vocals_v1,13,13,13,13,,,,,,,,
