EPOCH,TRAIN_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.7604882830381393,0.7349075126262626,0.7960747655122655,0.6737402597402598
1,0.2906474383920431,0.7368929924242424,0.8022015692640693,0.6715844155844155
2,0.19108079282566906,0.733397622053872,0.8060679713804713,0.6607272727272727
3,0.14244430838152766,0.7434996843434344,0.798220147907648,0.6887792207792208
4,0.12489663076587021,0.7565940656565657,0.8162530663780666,0.696935064935065
5,0.10536170529667288,0.7537090698653198,0.8043791786916786,0.703038961038961
6,0.09386648871470243,0.7398534301346802,0.8061743927368927,0.6735324675324675
7,0.08650877260603011,0.7498075547138048,0.8102644600769601,0.6893506493506494
8,0.08539826233871281,0.7378134469696971,0.7953931277056278,0.6802337662337663
9,0.07674010263523087,0.7341843434343434,0.7937193362193362,0.6746493506493506
10,0.0787047109939158,0.7475677609427609,0.8121225348725348,0.6830129870129871
11,0.0755779444053769,0.7433440656565657,0.8023244949494951,0.6843636363636364
12,0.06066418455913663,0.7440628156565656,0.8060477092352092,0.6820779220779221
13,0.06826959495199844,0.7555697601010101,0.803918740981241,0.7072207792207792
14,0.06693148203194141,0.7537804082491583,0.8049114658489659,0.7026493506493506
15,0.06150457562413067,0.7633233375420876,0.8108284932659933,0.7158181818181818
16,0.05806102024158463,0.7665941708754209,0.8122273027898027,0.720961038961039
17,0.05619927528430708,0.764975063131313,0.8152488275613274,0.7147012987012986
18,0.05538002898334526,0.7566635101010102,0.8135348124098124,0.6997922077922079
19,0.046480859523289834,0.7420243055555555,0.796048611111111,0.6880000000000001
20,0.05311036379658617,0.7448071338383839,0.801796085858586,0.6878181818181819
21,0.0593916066782549,0.7578834175084175,0.8131174843674844,0.7026493506493506
22,0.05526811687974259,0.7587330597643098,0.814790794853295,0.7026753246753247
23,0.04170597317512147,0.7615628156565657,0.8141905663780663,0.708935064935065
24,0.049476341925910675,0.7543664772727273,0.8056939935064936,0.703038961038961
25,0.04875725751393475,0.7520628156565656,0.8094762806637806,0.6946493506493506
26,0.04219940547598526,0.7452301136363636,0.8010836038961039,0.6893766233766233
27,0.04178591467498336,0.7554460227272728,0.8099310064935065,0.700961038961039
28,0.042921596488449724,0.7479548611111111,0.8056240079365079,0.6902857142857143
29,0.04698472085874528,0.7510937499999999,0.8113303571428571,0.6908571428571428
30,0.046564514524070545,0.7583708964646465,0.8088976370851371,0.7078441558441558
31,0.04284992098342627,0.7533549031986533,0.8128137025012027,0.6938961038961039
