EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.6572648308873177,0.6839858054171282,0.7148604997231451,0.6531111111111111
1,0.5589911303917567,0.7466241757273734,0.7903652345716299,0.7028831168831169
2,0.5057713529666265,0.7652695001824725,0.8107208185467634,0.7198181818181818
3,0.45231620347499846,0.8089480280902883,0.8478960561805765,0.77
4,0.4204393366078536,0.7738225574893454,0.8285801799137555,0.7190649350649351
5,0.3922460826834043,0.7926920334994463,0.8459554955703211,0.7394285714285714
6,0.37155129342277843,0.7825032310228531,0.8332402282794724,0.7317662337662338
7,0.3441147702982028,0.8151568788224857,0.8608072641384779,0.7695064935064935
8,0.3254286330913504,0.7962872348904325,0.8598212230276183,0.7327532467532467
9,0.3104351726149519,0.80999374480897,0.8594160610465116,0.7605714285714286
10,0.2940492389301459,0.8084160797918973,0.8659750167266519,0.7508571428571429
11,0.28183764971792696,0.8016628735444142,0.8640789938420752,0.7392467532467533
