dro_weight,mixfake_music_dev_v1,external_mixed_v1,source_disjoint_mixed_v1,source_disjoint_mixed_equal_v1,source_disjoint_music_v1,factorial_eval_1200_v2_dev,telephone_mixed_dev_v1,dev_mean,dev_worst,dev_selection,factorial_eval_1200_v2_holdout,phone_factorial_1200_v1,yue_cross_component_audit_v1,audit_mean,audit_worst,audit_selection
0.0,0.23875000000000002,0.14500000000000002,0.24,0.18999999999999997,0.11499999999999999,0.24,0.24333333333333332,0.20172619047619048,0.24333333333333332,0.7774702380952381,0.2457142857142857,0.15749999999999997,0.14516129032258063,0.18279185867895542,0.2457142857142857,0.7857469278033795
0.1,0.22250000000000003,0.15500000000000003,0.24,0.18000000000000002,0.11499999999999999,0.24,0.24333333333333332,0.19940476190476192,0.24333333333333332,0.7786309523809525,0.23428571428571432,0.15749999999999997,0.14516129032258063,0.17898233486943163,0.23428571428571432,0.793365975422427
0.2,0.20875,0.15500000000000003,0.21999999999999997,0.17000000000000004,0.11499999999999999,0.24,0.2466666666666667,0.19363095238095238,0.2466666666666667,0.7798511904761904,0.22285714285714286,0.15500000000000003,0.14516129032258063,0.17433947772657452,0.22285714285714286,0.8014016897081413
0.3,0.18874999999999997,0.16000000000000003,0.21999999999999997,0.17000000000000004,0.11499999999999999,0.23428571428571432,0.24333333333333332,0.19019557823129252,0.24333333333333332,0.783235544217687,0.22285714285714286,0.15500000000000003,0.16129032258064513,0.17971582181259602,0.22285714285714286,0.7987135176651305
0.4,0.17625000000000002,0.16500000000000004,0.21999999999999997,0.17000000000000004,0.10999999999999999,0.23428571428571432,0.24333333333333332,0.18840986394557827,0.24333333333333332,0.7841284013605443,0.22285714285714286,0.15500000000000003,0.16129032258064513,0.17971582181259602,0.22285714285714286,0.7987135176651305
0.5,0.16749999999999998,0.17500000000000002,0.20999999999999996,0.17000000000000004,0.10499999999999998,0.22857142857142854,0.2466666666666667,0.18610544217687078,0.2466666666666667,0.7836139455782313,0.22285714285714286,0.15500000000000003,0.16129032258064513,0.17971582181259602,0.22285714285714286,0.7987135176651305
0.6,0.15874999999999997,0.18000000000000002,0.19999999999999998,0.17000000000000004,0.10499999999999998,0.21714285714285717,0.2466666666666667,0.18250850340136054,0.2466666666666667,0.7854124149659865,0.2114285714285714,0.15500000000000003,0.16129032258064513,0.1759062980030722,0.2114285714285714,0.8063325652841782
0.7,0.15000000000000002,0.18999999999999997,0.19999999999999998,0.17000000000000004,0.10499999999999998,0.21714285714285717,0.2533333333333333,0.18363945578231292,0.2533333333333333,0.781513605442177,0.2114285714285714,0.16249999999999998,0.17741935483870966,0.18378264208909367,0.2114285714285714,0.8023943932411675
0.8,0.13875000000000004,0.20999999999999996,0.19999999999999998,0.17000000000000004,0.09999999999999999,0.2114285714285714,0.26,0.18431122448979592,0.26,0.777844387755102,0.2114285714285714,0.16749999999999998,0.19354838709677422,0.19082565284178188,0.2114285714285714,0.7988728878648234
0.9,0.13,0.235,0.18999999999999997,0.17000000000000004,0.09499999999999999,0.21714285714285717,0.2666666666666667,0.18625850340136058,0.2666666666666667,0.7735374149659864,0.21714285714285717,0.1725,0.20967741935483875,0.19977342549923197,0.21714285714285717,0.7915418586789554
1.0,0.12250000000000003,0.25,0.18999999999999997,0.18000000000000002,0.08999999999999998,0.20571428571428574,0.2566666666666667,0.1849829931972789,0.2566666666666667,0.7791751700680272,0.21714285714285717,0.17500000000000002,0.22580645161290325,0.2059831029185868,0.22580645161290325,0.784105222734255
