DURATION,MIX_MODE,COMPONENT_CASE,CHANNEL,FILE_MEDIAN_PROB,FILE_ERROR_AT_FIXED_HALF,VOICE_MEDIAN_PROB,VOICE_ERROR_AT_FIXED_HALF,MUSIC_MEDIAN_PROB,MUSIC_ERROR_AT_FIXED_HALF
10,sparse_music,RF,clean,0.4207552671432495,0.6,0.1564280390739441,0.2,0.04643872007727623,0.8
10,sparse_music,RF,g711_ulaw,0.43476657569408417,0.5,0.25553449988365173,0.1,0.013107889797538519,0.9
10,sparse_music,RF,opus_nb_8k,0.3849451392889023,0.8,0.15217982232570648,0.0,0.12956637889146805,0.9
10,sparse_music,RR,clean,0.3440288156270981,0.4,0.19323769956827164,0.1,0.021066138055175543,0.1
10,sparse_music,RR,g711_ulaw,0.1659514531493187,0.2,0.21918192505836487,0.1,0.009127295110374689,0.0
10,sparse_music,RR,opus_nb_8k,0.2173694223165512,0.0,0.09105446562170982,0.0,0.05222724750638008,0.0
10,sparse_voice,FF,clean,0.9282383620738983,0.0,0.25254976749420166,0.8,0.9141755700111389,0.2
10,sparse_voice,FF,g711_ulaw,0.8070863485336304,0.1,0.3231867551803589,0.8,0.3908200263977051,0.7
10,sparse_voice,FF,opus_nb_8k,0.5893928110599518,0.4,0.19125037640333176,0.9,0.1243297141045332,0.8
10,sparse_voice,FR,clean,0.2805064022541046,0.6,0.14594892784953117,0.9,0.017559289932250977,0.1
10,sparse_voice,FR,g711_ulaw,0.16490624099969864,0.8,0.16217005252838135,0.9,0.0083274079952389,0.1
10,sparse_voice,FR,opus_nb_8k,0.20436891168355942,0.8,0.10620293393731117,1.0,0.05788996443152428,0.1
10,sparse_voice,RF,clean,0.9184405505657196,0.0,0.18533127754926682,0.1,0.9205710589885712,0.3
10,sparse_voice,RF,g711_ulaw,0.7847793698310852,0.1,0.273745059967041,0.2,0.3787415772676468,0.6
10,sparse_voice,RF,opus_nb_8k,0.5739168524742126,0.4,0.21012340486049652,0.1,0.10139667429029942,0.8
10,sparse_voice,RR,clean,0.2881724312901497,0.3,0.12408745288848877,0.1,0.023500561714172363,0.1
10,sparse_voice,RR,g711_ulaw,0.1264195218682289,0.2,0.1587284728884697,0.1,0.009411870036274195,0.1
10,sparse_voice,RR,opus_nb_8k,0.23943045735359192,0.1,0.0986177884042263,0.0,0.061974041163921356,0.0
30,concurrent,FF,clean,0.9983824491500854,0.0,0.9548025131225586,0.0,0.9396399557590485,0.1
30,concurrent,FF,g711_ulaw,0.9919476509094238,0.0,0.9191466271877289,0.0,0.6302950978279114,0.4
30,concurrent,FF,opus_nb_8k,0.875597208738327,0.0,0.6328273713588715,0.3,0.23682066798210144,0.8
30,concurrent,FR,clean,0.8855113089084625,0.0,0.8528579473495483,0.1,0.056331073865294456,0.1
30,concurrent,FR,g711_ulaw,0.8797648549079895,0.1,0.862066000699997,0.1,0.040261803194880486,0.0
30,concurrent,FR,opus_nb_8k,0.7387629747390747,0.3,0.647940993309021,0.4,0.09625577181577682,0.3
30,concurrent,RF,clean,0.9922049045562744,0.0,0.3777700513601303,0.3,0.9844062924385071,0.0
30,concurrent,RF,g711_ulaw,0.9487835168838501,0.0,0.5339072942733765,0.6,0.6447580754756927,0.3
30,concurrent,RF,opus_nb_8k,0.6412697732448578,0.4,0.2534797638654709,0.2,0.2238086462020874,0.9
30,concurrent,RR,clean,0.4793834686279297,0.4,0.31601931154727936,0.1,0.06389705464243889,0.1
30,concurrent,RR,g711_ulaw,0.5242424160242081,0.5,0.3729651868343353,0.2,0.03886302374303341,0.1
30,concurrent,RR,opus_nb_8k,0.43063636124134064,0.4,0.3322499394416809,0.0,0.10680866986513138,0.1
30,fake_music,MF,clean,0.9870539605617523,0.0,,,0.9925004541873932,0.0
30,fake_music,MF,g711_ulaw,0.6949941515922546,0.1,,,0.7521891593933105,0.3
30,fake_music,MF,opus_nb_8k,0.3564928323030472,0.8,,,0.17711056023836136,0.9
30,fake_voice,VF,clean,0.9993346333503723,0.0,0.9936877489089966,0.0,,
30,fake_voice,VF,g711_ulaw,0.99734827876091,0.0,0.9913991391658783,0.0,,
30,fake_voice,VF,opus_nb_8k,0.951487272977829,0.0,0.8637751042842865,0.0,,
30,real_music,MR,clean,0.48047973215579987,0.5,,,0.14878305792808533,0.3
30,real_music,MR,g711_ulaw,0.11353309080004692,0.1,,,0.014904824551194906,0.0
30,real_music,MR,opus_nb_8k,0.2672922685742378,0.1,,,0.11877013370394707,0.3
30,real_voice,VR,clean,0.6755088269710541,0.9,0.4813750982284546,0.5,,
30,real_voice,VR,g711_ulaw,0.4232062101364136,0.2,0.43494319915771484,0.3,,
30,real_voice,VR,opus_nb_8k,0.14839312434196472,0.0,0.1529231071472168,0.0,,
30,sequential_music_first,FF,clean,0.9988247156143188,0.0,0.971659243106842,0.0,0.9697392284870148,0.0
30,sequential_music_first,FF,g711_ulaw,0.9810796678066254,0.0,0.9543743431568146,0.0,0.4184342324733734,0.6
30,sequential_music_first,FF,opus_nb_8k,0.8433316946029663,0.0,0.5290794223546982,0.5,0.21042392402887344,0.7
30,sequential_music_first,FR,clean,0.9950607419013977,0.0,0.9786279797554016,0.0,0.23249578475952148,0.3
30,sequential_music_first,FR,g711_ulaw,0.9752390682697296,0.0,0.9470612704753876,0.0,0.086887426674366,0.0
30,sequential_music_first,FR,opus_nb_8k,0.8556725978851318,0.0,0.5846367627382278,0.5,0.1353076621890068,0.0
30,sequential_music_first,RF,clean,0.9555179476737976,0.0,0.39042411744594574,0.4,0.95831498503685,0.1
30,sequential_music_first,RF,g711_ulaw,0.7456863522529602,0.1,0.4587419331073761,0.5,0.3186558783054352,0.6
30,sequential_music_first,RF,opus_nb_8k,0.4535347819328308,0.5,0.15470851957798004,0.0,0.09443746507167816,1.0
30,sequential_music_first,RR,clean,0.5898088216781616,0.6,0.4032791405916214,0.4,0.07548894733190536,0.1
30,sequential_music_first,RR,g711_ulaw,0.3516295552253723,0.4,0.3343762904405594,0.4,0.010527762584388256,0.0
30,sequential_music_first,RR,opus_nb_8k,0.19996513426303864,0.1,0.12980812042951584,0.0,0.07652026787400246,0.0
30,sequential_voice_first,FF,clean,0.9997609257698059,0.0,0.9879626631736755,0.0,0.9672632813453674,0.0
30,sequential_voice_first,FF,g711_ulaw,0.9980226457118988,0.0,0.9777909815311432,0.0,0.5536058992147446,0.5
30,sequential_voice_first,FF,opus_nb_8k,0.9579269289970398,0.0,0.8635581433773041,0.3,0.35085926949977875,0.8
30,sequential_voice_first,FR,clean,0.9980205595493317,0.0,0.9925808608531952,0.0,0.3531653732061386,0.3
30,sequential_voice_first,FR,g711_ulaw,0.9833311140537262,0.0,0.9644749760627747,0.0,0.15432199835777283,0.1
30,sequential_voice_first,FR,opus_nb_8k,0.8960856795310974,0.1,0.7654608190059662,0.2,0.23790638893842697,0.1
30,sequential_voice_first,RF,clean,0.9860474169254303,0.0,0.4692621976137161,0.4,0.9474925100803375,0.1
30,sequential_voice_first,RF,g711_ulaw,0.8344897329807281,0.2,0.3516211062669754,0.4,0.31957419216632843,0.6
30,sequential_voice_first,RF,opus_nb_8k,0.5836209356784821,0.3,0.2332596853375435,0.0,0.1748090386390686,0.8
30,sequential_voice_first,RR,clean,0.6574680805206299,0.9,0.38162796199321747,0.4,0.13366324454545975,0.2
30,sequential_voice_first,RR,g711_ulaw,0.4149094372987747,0.1,0.2810598164796829,0.2,0.027638445608317852,0.1
30,sequential_voice_first,RR,opus_nb_8k,0.5130383968353271,0.6,0.13445619866251945,0.0,0.1846134141087532,0.1
30,sparse_music,FF,clean,0.9573564231395721,0.0,0.8704030513763428,0.1,0.07453475892543793,0.9
30,sparse_music,FF,g711_ulaw,0.9600266516208649,0.0,0.8860923945903778,0.1,0.07554309070110321,1.0
30,sparse_music,FF,opus_nb_8k,0.8431909382343292,0.1,0.6301343142986298,0.4,0.20095184445381165,0.7
30,sparse_music,FR,clean,0.8944621086120605,0.1,0.8175700604915619,0.1,0.07347439043223858,0.1
30,sparse_music,FR,g711_ulaw,0.879884660243988,0.1,0.8727605938911438,0.1,0.042466784827411175,0.0
30,sparse_music,FR,opus_nb_8k,0.8048342764377594,0.3,0.628526121377945,0.4,0.0877506397664547,0.3
30,sparse_music,RF,clean,0.494393914937973,0.6,0.22647404670715332,0.1,0.09065338596701622,0.9
30,sparse_music,RF,g711_ulaw,0.5583969354629517,0.2,0.3429155796766281,0.3,0.08064408414065838,0.9
30,sparse_music,RF,opus_nb_8k,0.4963068515062332,0.5,0.30935606360435486,0.0,0.153144471347332,0.9
30,sparse_music,RR,clean,0.5057304054498672,0.5,0.33174169063568115,0.2,0.060995714738965034,0.1
30,sparse_music,RR,g711_ulaw,0.5944662094116211,0.7,0.357024684548378,0.2,0.06561272218823433,0.1
30,sparse_music,RR,opus_nb_8k,0.4715477079153061,0.4,0.30311013758182526,0.1,0.12074709311127663,0.1
30,sparse_voice,FF,clean,0.9898012280464172,0.0,0.47699007391929626,0.7,0.9825772047042847,0.0
30,sparse_voice,FF,g711_ulaw,0.9550192952156067,0.0,0.5416242480278015,0.4,0.6855746507644653,0.3
30,sparse_voice,FF,opus_nb_8k,0.668054461479187,0.3,0.3126721680164337,0.8,0.21520506590604782,1.0
30,sparse_voice,FR,clean,0.5327593386173248,0.5,0.29853588342666626,0.7,0.06968434154987335,0.1
30,sparse_voice,FR,g711_ulaw,0.5204202085733414,0.5,0.337934285402298,0.6,0.03763862419873476,0.1
30,sparse_voice,FR,opus_nb_8k,0.4311439096927643,0.7,0.29211564362049103,1.0,0.10604720562696457,0.0
30,sparse_voice,RF,clean,0.9906940460205078,0.0,0.41228871047496796,0.3,0.9845072031021118,0.0
30,sparse_voice,RF,g711_ulaw,0.9549811482429504,0.0,0.5478239357471466,0.6,0.7141565680503845,0.4
30,sparse_voice,RF,opus_nb_8k,0.638513445854187,0.4,0.26521579921245575,0.2,0.3003055304288864,1.0
30,sparse_voice,RR,clean,0.4798048883676529,0.4,0.3102889806032181,0.1,0.07917609438300133,0.1
30,sparse_voice,RR,g711_ulaw,0.5034261643886566,0.5,0.31564827263355255,0.2,0.04137156903743744,0.1
30,sparse_voice,RR,opus_nb_8k,0.4183630496263504,0.3,0.2827719449996948,0.0,0.08441045507788658,0.0
60,concurrent,FF,clean,0.999040812253952,0.0,0.9676326215267181,0.0,0.9932996034622192,0.0
60,concurrent,FF,g711_ulaw,0.9942924678325653,0.0,0.9578584432601929,0.0,0.8947777450084686,0.1
60,concurrent,FF,opus_nb_8k,0.9337461888790131,0.0,0.658625602722168,0.3,0.36629682779312134,0.7
60,concurrent,FR,clean,0.9616918861865997,0.0,0.8878717422485352,0.0,0.3344932496547699,0.4
60,concurrent,FR,g711_ulaw,0.9424969553947449,0.0,0.9462742209434509,0.1,0.08922692015767097,0.0
60,concurrent,FR,opus_nb_8k,0.6814164519309998,0.3,0.5289091765880585,0.5,0.2555690407752991,0.1
60,concurrent,RF,clean,0.9961860477924347,0.0,0.6386504769325256,0.8,0.99538853764534,0.0
60,concurrent,RF,g711_ulaw,0.9753336012363434,0.0,0.5992128551006317,0.8,0.868529886007309,0.0
60,concurrent,RF,opus_nb_8k,0.7635802328586578,0.2,0.24349579960107803,0.1,0.4602445662021637,0.7
60,concurrent,RR,clean,0.8621095716953278,0.7,0.5167828947305679,0.5,0.30646175146102905,0.3
60,concurrent,RR,g711_ulaw,0.6563424170017242,0.9,0.5288853943347931,0.6,0.06649620458483696,0.0
60,concurrent,RR,opus_nb_8k,0.436798632144928,0.4,0.24629618227481842,0.1,0.16166868805885315,0.1
60,fake_music,MF,clean,0.9870847165584564,0.0,,,0.9980791807174683,0.0
60,fake_music,MF,g711_ulaw,0.911058634519577,0.0,,,0.8755102157592773,0.0
60,fake_music,MF,opus_nb_8k,0.49488218128681183,0.5,,,0.27870316803455353,0.8
60,fake_voice,VF,clean,0.9993586242198944,0.0,0.9953864216804504,0.0,,
60,fake_voice,VF,g711_ulaw,0.997152715921402,0.0,0.9931595325469971,0.0,,
60,fake_voice,VF,opus_nb_8k,0.9691759347915649,0.0,0.8922938704490662,0.0,,
60,real_music,MR,clean,0.6321087777614594,0.8,,,0.5292769521474838,0.5
60,real_music,MR,g711_ulaw,0.2202884703874588,0.2,,,0.05911320075392723,0.0
60,real_music,MR,opus_nb_8k,0.3136865645647049,0.2,,,0.2141268476843834,0.3
60,real_voice,VR,clean,0.7662523984909058,1.0,0.609926849603653,0.8,,
60,real_voice,VR,g711_ulaw,0.43855923414230347,0.3,0.5168541073799133,0.7,,
60,real_voice,VR,opus_nb_8k,0.22013714909553528,0.0,0.19900529831647873,0.0,,
60,sequential_music_first,FF,clean,0.9987213909626007,0.0,0.9903052151203156,0.0,0.9879657328128815,0.0
60,sequential_music_first,FF,g711_ulaw,0.9915037155151367,0.0,0.9823659360408783,0.0,0.6572079956531525,0.3
60,sequential_music_first,FF,opus_nb_8k,0.9364441335201263,0.0,0.836180180311203,0.0,0.20628616958856583,1.0
60,sequential_music_first,FR,clean,0.9987326264381409,0.0,0.9905084371566772,0.0,0.45726241171360016,0.4
60,sequential_music_first,FR,g711_ulaw,0.9914479851722717,0.0,0.9823174774646759,0.0,0.12436870858073235,0.0
60,sequential_music_first,FR,opus_nb_8k,0.9273912310600281,0.0,0.8371017575263977,0.0,0.1799897849559784,0.2
60,sequential_music_first,RF,clean,0.972137838602066,0.0,0.3729095607995987,0.3,0.9880051612854004,0.0
60,sequential_music_first,RF,g711_ulaw,0.7414708733558655,0.3,0.42086924612522125,0.4,0.6504741311073303,0.3
60,sequential_music_first,RF,opus_nb_8k,0.4040369242429733,0.9,0.11421027779579163,0.0,0.14557013660669327,1.0
60,sequential_music_first,RR,clean,0.6780716180801392,0.9,0.4144527465105057,0.2,0.13853959366679192,0.2
60,sequential_music_first,RR,g711_ulaw,0.37203986942768097,0.3,0.39120444655418396,0.4,0.02171640284359455,0.0
60,sequential_music_first,RR,opus_nb_8k,0.2833329141139984,0.2,0.1255755014717579,0.0,0.1130250059068203,0.2
60,sequential_voice_first,FF,clean,0.9992571175098419,0.0,0.990556925535202,0.0,0.9955733418464661,0.0
60,sequential_voice_first,FF,g711_ulaw,0.9933860898017883,0.0,0.983322262763977,0.0,0.6836591064929962,0.3
60,sequential_voice_first,FF,opus_nb_8k,0.9251879751682281,0.0,0.8137956857681274,0.1,0.13681957870721817,0.9
60,sequential_voice_first,FR,clean,0.9990116357803345,0.0,0.9908991158008575,0.0,0.4998900592327118,0.5
60,sequential_voice_first,FR,g711_ulaw,0.9934982657432556,0.0,0.9834184050559998,0.0,0.14563173800706863,0.0
60,sequential_voice_first,FR,opus_nb_8k,0.924940824508667,0.0,0.7692333459854126,0.0,0.20942649990320206,0.1
60,sequential_voice_first,RF,clean,0.9851344227790833,0.0,0.38724273443222046,0.2,0.9956109523773193,0.0
60,sequential_voice_first,RF,g711_ulaw,0.8111828565597534,0.3,0.38542167842388153,0.4,0.6878818869590759,0.3
60,sequential_voice_first,RF,opus_nb_8k,0.28697293996810913,0.7,0.12213779985904694,0.0,0.08908863738179207,1.0
60,sequential_voice_first,RR,clean,0.6200023293495178,0.8,0.33878089487552643,0.3,0.14868570119142532,0.3
60,sequential_voice_first,RR,g711_ulaw,0.33349692821502686,0.4,0.37083059549331665,0.4,0.017191691789776087,0.0
60,sequential_voice_first,RR,opus_nb_8k,0.23888392001390457,0.2,0.12363334372639656,0.0,0.09090538695454597,0.1
60,sparse_music,FF,clean,0.9699721038341522,0.0,0.8890709578990936,0.1,0.39437180757522583,0.6
60,sparse_music,FF,g711_ulaw,0.9555067121982574,0.0,0.9462450742721558,0.1,0.10302875190973282,0.9
60,sparse_music,FF,opus_nb_8k,0.697378933429718,0.2,0.48608753085136414,0.5,0.2570825219154358,1.0
60,sparse_music,FR,clean,0.9615033864974976,0.0,0.8884380757808685,0.0,0.33468128740787506,0.4
60,sparse_music,FR,g711_ulaw,0.9437617063522339,0.1,0.9462308585643768,0.1,0.09645037353038788,0.0
60,sparse_music,FR,opus_nb_8k,0.7090984284877777,0.3,0.5407668650150299,0.4,0.25655223429203033,0.1
60,sparse_music,RF,clean,0.8498642146587372,0.2,0.5153810679912567,0.5,0.32371190190315247,0.6
60,sparse_music,RF,g711_ulaw,0.6672917604446411,0.1,0.5300272405147552,0.6,0.08409054577350616,1.0
60,sparse_music,RF,opus_nb_8k,0.4953892379999161,0.5,0.2659224420785904,0.1,0.1622416228055954,0.9
60,sparse_music,RR,clean,0.850442111492157,0.8,0.5193481147289276,0.5,0.3074587732553482,0.3
60,sparse_music,RR,g711_ulaw,0.6803450286388397,0.9,0.5306991636753082,0.6,0.08056677132844925,0.0
60,sparse_music,RR,opus_nb_8k,0.4876905232667923,0.5,0.25463004410266876,0.1,0.16167877614498138,0.1
60,sparse_voice,FF,clean,0.996174156665802,0.0,0.6387419402599335,0.2,0.9956152737140656,0.0
60,sparse_voice,FF,g711_ulaw,0.9753382503986359,0.0,0.5984383821487427,0.3,0.828761875629425,0.0
60,sparse_voice,FF,opus_nb_8k,0.6825444102287292,0.2,0.25373565405607224,0.9,0.4279443621635437,0.8
60,sparse_voice,FR,clean,0.8497162759304047,0.3,0.5195413082838058,0.5,0.30644915997982025,0.3
60,sparse_voice,FR,g711_ulaw,0.6286269128322601,0.1,0.528474748134613,0.4,0.059895819053053856,0.0
60,sparse_voice,FR,opus_nb_8k,0.4479720741510391,0.6,0.2563275620341301,0.9,0.16155946254730225,0.1
60,sparse_voice,RF,clean,0.9962255954742432,0.0,0.6386979222297668,0.8,0.9958312213420868,0.0
60,sparse_voice,RF,g711_ulaw,0.975350558757782,0.0,0.6098377108573914,0.7,0.840957373380661,0.0
60,sparse_voice,RF,opus_nb_8k,0.7147318422794342,0.2,0.24167129397392273,0.1,0.4538159519433975,0.8
60,sparse_voice,RR,clean,0.8497178554534912,0.7,0.5105074495077133,0.5,0.30644337832927704,0.2
60,sparse_voice,RR,g711_ulaw,0.6442598402500153,0.9,0.5285350680351257,0.6,0.061908965930342674,0.0
60,sparse_voice,RR,opus_nb_8k,0.46863099932670593,0.4,0.25412140786647797,0.1,0.1617550253868103,0.1
