DURATION,MIX_MODE,COMPONENT_CASE,CHANNEL,FILE_MEDIAN_PROB,FILE_ERROR_AT_FIXED_HALF,VOICE_MEDIAN_PROB,VOICE_ERROR_AT_FIXED_HALF,MUSIC_MEDIAN_PROB,MUSIC_ERROR_AT_FIXED_HALF
10,concurrent,FF,clean,0.9870932996273041,0.0,0.7238308191299438,0.2,0.8695985078811646,0.4
10,concurrent,FF,g711_ulaw,0.9835268557071686,0.0,0.8977393209934235,0.1,0.5097086131572723,0.5
10,concurrent,FF,opus_nb_8k,0.9005362689495087,0.0,0.6800834536552429,0.3,0.2319190725684166,0.8
10,concurrent,FR,clean,0.650712251663208,0.4,0.41477179527282715,0.6,0.03822946734726429,0.1
10,concurrent,FR,g711_ulaw,0.6126824617385864,0.4,0.5169059485197067,0.5,0.022780615836381912,0.1
10,concurrent,FR,opus_nb_8k,0.4547344148159027,0.6,0.17570777982473373,0.8,0.10851741582155228,0.1
10,concurrent,RF,clean,0.94766765832901,0.0,0.17176185548305511,0.2,0.9166024029254913,0.2
10,concurrent,RF,g711_ulaw,0.8284501135349274,0.2,0.2196640744805336,0.2,0.4486920237541199,0.5
10,concurrent,RF,opus_nb_8k,0.6447894871234894,0.4,0.2040531113743782,0.1,0.0721079520881176,0.8
10,concurrent,RR,clean,0.25358907133340836,0.4,0.1454685442149639,0.0,0.01769957412034273,0.1
10,concurrent,RR,g711_ulaw,0.1275491863489151,0.2,0.1621987223625183,0.1,0.009650052059441805,0.1
10,concurrent,RR,opus_nb_8k,0.2596586048603058,0.2,0.09232674911618233,0.0,0.06009969115257263,0.1
10,fake_music,MF,clean,0.9338864088058472,0.1,,,0.983641654253006,0.2
10,fake_music,MF,g711_ulaw,0.6983143389225006,0.4,,,0.289647713303566,0.6
10,fake_music,MF,opus_nb_8k,0.19028796255588531,0.8,,,0.049351923167705536,0.8
10,fake_voice,VF,clean,0.9975720643997192,0.0,0.971981018781662,0.1,,
10,fake_voice,VF,g711_ulaw,0.9839612245559692,0.0,0.9633703827857971,0.1,,
10,fake_voice,VF,opus_nb_8k,0.834456741809845,0.2,0.7151365876197815,0.4,,
10,real_music,MR,clean,0.42437922954559326,0.4,,,0.08573432639241219,0.1
10,real_music,MR,g711_ulaw,0.13320665806531906,0.0,,,0.012740768026560545,0.0
10,real_music,MR,opus_nb_8k,0.14769823849201202,0.0,,,0.023178895004093647,0.1
10,real_voice,VR,clean,0.4794320911169052,0.5,0.21608461439609528,0.1,,
10,real_voice,VR,g711_ulaw,0.20706603676080704,0.0,0.2079693004488945,0.0,,
10,real_voice,VR,opus_nb_8k,0.044997647404670715,0.0,0.026815464720129967,0.0,,
10,sequential_music_first,FF,clean,0.9934564530849457,0.0,0.941775768995285,0.3,0.6919735372066498,0.4
10,sequential_music_first,FF,g711_ulaw,0.9732149243354797,0.1,0.8699158430099487,0.4,0.2080412283539772,0.8
10,sequential_music_first,FF,opus_nb_8k,0.7018401920795441,0.2,0.33182574063539505,0.6,0.16835808753967285,0.7
10,sequential_music_first,FR,clean,0.8935136198997498,0.1,0.8438397943973541,0.4,0.03784483950585127,0.1
10,sequential_music_first,FR,g711_ulaw,0.4454008564352989,0.5,0.4451727792620659,0.5,0.015613174997270107,0.1
10,sequential_music_first,FR,opus_nb_8k,0.4382607787847519,0.5,0.11959700658917427,0.6,0.09094319120049477,0.0
10,sequential_music_first,RF,clean,0.8937209248542786,0.2,0.11397229135036469,0.1,0.5282137989997864,0.5
10,sequential_music_first,RF,g711_ulaw,0.30614542961120605,0.7,0.06942173652350903,0.1,0.04546929895877838,0.8
10,sequential_music_first,RF,opus_nb_8k,0.16735264658927917,0.9,0.05366484075784683,0.0,0.06279882602393627,0.9
10,sequential_music_first,RR,clean,0.3508429676294327,0.3,0.1440490409731865,0.1,0.01610571751371026,0.0
10,sequential_music_first,RR,g711_ulaw,0.07245484739542007,0.0,0.06599623523652554,0.0,0.003761592321097851,0.0
10,sequential_music_first,RR,opus_nb_8k,0.08846957981586456,0.0,0.02029814012348652,0.0,0.024334232788532972,0.0
10,sequential_voice_first,FF,clean,0.9982600212097168,0.0,0.985077440738678,0.4,0.7207997441291809,0.3
10,sequential_voice_first,FF,g711_ulaw,0.994927167892456,0.1,0.9468592405319214,0.3,0.5360682159662247,0.5
10,sequential_voice_first,FF,opus_nb_8k,0.9176685214042664,0.2,0.5851059257984161,0.3,0.48938749730587006,0.5
10,sequential_voice_first,FR,clean,0.9457038938999176,0.2,0.9301036596298218,0.4,0.04566195234656334,0.1
10,sequential_voice_first,FR,g711_ulaw,0.8288750648498535,0.4,0.729323148727417,0.4,0.02306710835546255,0.1
10,sequential_voice_first,FR,opus_nb_8k,0.6192337572574615,0.5,0.30153851211071014,0.6,0.09430567920207977,0.1
10,sequential_voice_first,RF,clean,0.9096789062023163,0.2,0.04409408196806908,0.1,0.7123675644397736,0.4
10,sequential_voice_first,RF,g711_ulaw,0.32456012070178986,0.7,0.02455070149153471,0.1,0.09040484949946404,0.8
10,sequential_voice_first,RF,opus_nb_8k,0.08477868139743805,0.8,0.012119913473725319,0.0,0.1255480796098709,0.9
10,sequential_voice_first,RR,clean,0.21357282251119614,0.2,0.03768931049853563,0.1,0.019995054928585887,0.0
10,sequential_voice_first,RR,g711_ulaw,0.0375087708234787,0.0,0.0167996808886528,0.0,0.005216193851083517,0.0
10,sequential_voice_first,RR,opus_nb_8k,0.05711030215024948,0.0,0.00946751656010747,0.0,0.033562288619577885,0.0
10,sparse_music,FF,clean,0.8077744543552399,0.1,0.6117915213108063,0.5,0.08713879808783531,0.8
10,sparse_music,FF,g711_ulaw,0.8177478611469269,0.2,0.715297669172287,0.4,0.046840725466609,0.9
10,sparse_music,FF,opus_nb_8k,0.6457519233226776,0.3,0.29861679673194885,0.7,0.13582146912813187,1.0
10,sparse_music,FR,clean,0.6298530399799347,0.2,0.45490431785583496,0.5,0.04819163866341114,0.1
10,sparse_music,FR,g711_ulaw,0.6304477155208588,0.4,0.5067756772041321,0.5,0.02117194328457117,0.1
10,sparse_music,FR,opus_nb_8k,0.45537249743938446,0.6,0.22647032886743546,0.8,0.10187460109591484,0.1
