EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.47222223633880817,0.7312301716141002,0.7206741522366523,0.6567532467532468
2,0.2224608720491157,0.7172477066584209,0.739756192881193,0.647064935064935
4,0.1584194757381798,0.7243884508348795,0.7588169191919193,0.6478181818181817
6,0.11611121216016572,0.7584849386724388,0.7745337602212602,0.6868831168831169
8,0.09884110332599708,0.7666426123479695,0.7786071127946128,0.6845454545454546
10,0.08688704748005194,0.7643976499690786,0.7827528860028861,0.6853506493506494
12,0.0777185898118422,0.7797640821480107,0.7966407227032226,0.7104415584415584
14,0.07156175293210076,0.758312783446712,0.7769560185185186,0.68
16,0.0648413462538389,0.7686032905586477,0.7900085076960077,0.679064935064935
18,0.06034684904854264,0.7713449933003503,0.7955317159692159,0.6822597402597402
20,0.06017158585454529,0.7702699829931974,0.7891200396825396,0.6994285714285715
22,0.04942786584540111,0.7687499613481756,0.7993426226551227,0.6885974025974027
24,0.05022703094135334,0.7625461245104102,0.7903188431938432,0.682051948051948
26,0.044451292845962456,0.7716673495155638,0.7814873436748436,0.6864935064935065
28,0.041694185706277344,0.779284322820037,0.7982709235209237,0.6957922077922077
30,0.03622587895157134,0.7831596706864565,0.8001516053391055,0.7027012987012987
32,0.03936788536290207,0.7924256467738611,0.81219231000481,0.7195844155844155
34,0.03133778536987559,0.7804153138528138,0.8006048881673881,0.7083376623376623
36,0.029714356346919043,0.7729450757575758,0.8022596500721502,0.6837662337662337
38,0.028687580954283476,0.782725353019996,0.8040061628186628,0.6944675324675325
40,0.02837425143091261,0.782142857142857,0.8056567460317461,0.7028571428571428
42,0.025330728471590666,0.7807631802721088,0.8021875,0.692
44,0.022758413114315645,0.7751956168831169,0.8000303932178934,0.687974025974026
46,0.02051902296044296,0.7765724464028035,0.805865830928331,0.6917922077922077
48,0.018943791525951142,0.7730385229849515,0.7996252405002404,0.6807792207792208
50,0.018238179028303547,0.7790498093176665,0.8054782347282347,0.7014805194805195
52,0.017330889062362135,0.7876707122242836,0.8120978234728234,0.697948051948052
