MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_ARCHIVE_MEMBER,AUDIO_SHA256,PANNS_VOCAL_MAX,PANNS_SPEECH_MAX,PANNS_ANY_VOICE_MAX,PANNS_SINGING,PANNS_MALE_SINGING,PANNS_FEMALE_SINGING,PANNS_CHILD_SINGING,PANNS_SYNTHETIC_SINGING,PANNS_CHOIR,PANNS_YODELING,PANNS_CHANT,PANNS_RAPPING,PANNS_HUMMING,PANNS_OPERA,PANNS_VOCAL_MUSIC,DEMUCS_VOCAL_TO_MIX_DB,DEMUCS_VOCAL_TO_RESIDUAL_DB,PANNS_THRESHOLD,PANNS_FLAG,DEMUCS_THRESHOLD_DB,DEMUCS_FLAG,ACOUSTIC_SCREEN_PASS,REVIEW_REASON
FM_stable_audio_open_r0Xvr8maR34,fmc:r0Xvr8maR34,stable_audio_open,unmixed_dataset/eval/FM_stable_audio_open_r0Xvr8maR34.wav,bb2e76e13f6d3370c6a70f81f60e1a269050910c075d130682169ba0d32f7ab1,0.004338672850281,0.032473690807819366,0.032473690807819366,0.004338672850281,0.0005442882538773119,0.0005230956594459713,0.000209978359634988,0.000462932453956455,0.0032639617566019297,0.0006563785136677325,0.0014595934189856052,0.0006616665050387383,0.0006559347966685891,0.003372500417754054,0.0004884587833657861,-58.64346858143929,-58.62766895798771,0.2,False,-1.5,False,True,
