EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,LOSS_COMPONENT,LOSS_FILE,LOSS_LOCAL,LOSS_PRESENCE,LOSS_GLOBAL_PRESENCE
0,1.7999049425125122,0.5891637731481482,0.6348900462962963,0.5434375,0.7222418785095215,0.697300910949707,0.723365306854248,0.6869198083877563,0.643218994140625
5,1.424631118774414,0.6728674768518519,0.7065682870370371,0.6391666666666667,0.5517980456352234,0.5802229642868042,0.6565395593643188,0.4597569704055786,0.39674466848373413
10,1.2928351163864136,0.704609375,0.73453125,0.6746875000000001,0.49591952562332153,0.5236467719078064,0.6476481556892395,0.4054452180862427,0.3369329571723938
15,1.1940804719924927,0.7161006944444445,0.7455347222222223,0.6866666666666666,0.45219865441322327,0.47473055124282837,0.6615784168243408,0.3744312822818756,0.30394691228866577
20,1.1131254434585571,0.7335295138888889,0.7579965277777778,0.7090625,0.41832733154296875,0.4346928298473358,0.6693564653396606,0.3455316424369812,0.2729097008705139
25,1.0429282188415527,0.7341076388888889,0.7661319444444444,0.7020833333333333,0.3896685838699341,0.39954227209091187,0.6706962585449219,0.3245088458061218,0.24911317229270935
30,0.9828559160232544,0.7444594907407407,0.7718356481481482,0.7170833333333333,0.3641851544380188,0.3687613308429718,0.675408124923706,0.3097153306007385,0.2306670844554901
35,0.9275590777397156,0.7537291666666667,0.7824583333333334,0.725,0.3409324884414673,0.3406312167644501,0.6764146685600281,0.2971842586994171,0.21542689204216003
40,0.8794708251953125,0.7560324074074074,0.7839398148148149,0.728125,0.3207469582557678,0.3166663348674774,0.6748600006103516,0.2877490520477295,0.2012012004852295
45,0.8353961706161499,0.7626024305555557,0.7898923611111112,0.7353125,0.3028882145881653,0.2945255637168884,0.6697121858596802,0.2805434465408325,0.18981918692588806
50,0.7941791415214539,0.7701527777777778,0.7998888888888889,0.7404166666666667,0.2859755754470825,0.27402523159980774,0.6633625626564026,0.27301841974258423,0.1825663447380066
55,0.7599495053291321,0.7704027777777778,0.8014305555555555,0.7393750000000001,0.2723877727985382,0.2575904428958893,0.6563493013381958,0.2653806209564209,0.17384573817253113
60,0.7280768156051636,0.7716498842592594,0.8011122685185187,0.7421875,0.259926438331604,0.24200914800167084,0.6486908793449402,0.2600269913673401,0.1664293110370636
65,0.6982102990150452,0.7748113425925927,0.8014976851851853,0.7481249999999999,0.24831417202949524,0.22752825915813446,0.642020583152771,0.2531901001930237,0.15922830998897552
70,0.6746065020561218,0.7800503472222222,0.8099965277777779,0.7501041666666666,0.23884975910186768,0.21612504124641418,0.6383957862854004,0.24752047657966614,0.15269795060157776
75,0.6545140147209167,0.7830902777777777,0.8091805555555555,0.757,0.23057955503463745,0.2077893316745758,0.6311757564544678,0.24245470762252808,0.14655324816703796
80,0.6310201287269592,0.784328125,0.8120937500000002,0.7565625,0.22142294049263,0.1971023827791214,0.6216518878936768,0.23848268389701843,0.14206287264823914
85,0.6176311373710632,0.7897343750000001,0.8139479166666668,0.7655208333333334,0.21752700209617615,0.19105972349643707,0.6125086545944214,0.2356056421995163,0.13717570900917053
90,0.6109055876731873,0.7875434027777777,0.8103993055555555,0.7646875,0.2108781337738037,0.18548820912837982,0.6400631666183472,0.2315540611743927,0.13193535804748535
95,0.597101628780365,0.7881047453703705,0.8148553240740742,0.7613541666666667,0.2098846435546875,0.18258513510227203,0.603500485420227,0.229594886302948,0.12878373265266418
100,0.5748516917228699,0.7908697916666667,0.8195520833333333,0.7621875,0.1980128288269043,0.1723063439130783,0.6068495512008667,0.22742941975593567,0.12470471858978271
105,0.561468243598938,0.7925190972222222,0.8172256944444444,0.7678125,0.19443300366401672,0.16653893887996674,0.5951634645462036,0.2233130931854248,0.12139005959033966
110,0.5521232485771179,0.7903541666666667,0.8152916666666666,0.7654166666666667,0.19065405428409576,0.162850022315979,0.5895686745643616,0.22262921929359436,0.11888433992862701
115,0.5413554310798645,0.7927881944444445,0.8220347222222223,0.7635416666666667,0.18654640018939972,0.15852215886116028,0.5832526683807373,0.22082442045211792,0.11566686630249023
120,0.5294230580329895,0.7892065972222222,0.8141423611111112,0.7642708333333333,0.18144071102142334,0.15373285114765167,0.5776939392089844,0.21836858987808228,0.11380509287118912
125,0.521606981754303,0.796140625,0.8182187500000001,0.7740625,0.17865920066833496,0.15051861107349396,0.5725270509719849,0.2173793613910675,0.11127004027366638
130,0.5230227708816528,0.7930173611111111,0.8181180555555555,0.7679166666666667,0.17824691534042358,0.15232686698436737,0.5756935477256775,0.2157297134399414,0.10777392983436584
135,0.5194461345672607,0.7962881944444444,0.8229930555555555,0.7695833333333333,0.17764833569526672,0.15117070078849792,0.5682022571563721,0.2167092263698578,0.10713444650173187
140,0.5093677639961243,0.7937505787037038,0.8126053240740742,0.7748958333333333,0.16995584964752197,0.1437346339225769,0.5897902250289917,0.21485057473182678,0.10668086260557175
145,0.49463218450546265,0.8018182870370371,0.826136574074074,0.7775000000000001,0.16809183359146118,0.14052581787109375,0.553244411945343,0.21346300840377808,0.10455983877182007
