epoch,loss,selection,pooled_music_eer,elapsed_seconds
2,0.6726148000743706,0.5922554970783007,0.3923961727505656,1143.7379734292626
4,0.568771927326452,0.614761723984072,0.35625441999722407,2220.285531928763
6,0.4667832730046939,0.6464464999582394,0.33888760373912485,3306.514893678017
8,0.421395422090427,0.6377226630303794,0.34170384421341127,4365.093869886361
