EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,MEAN_FILE_EER,MEAN_MUSIC_EER
0,0.2933366512371735,0.7783545918367347,0.6838010461760461,0.6163896103896104,0.28087337662337664,0.16900510204081634
2,0.08197432608964543,0.7894557823129252,0.6967778379028379,0.6111948051948052,0.26231962481962484,0.14680272108843537
4,0.056191558692124534,0.7977210884353741,0.7113178811928812,0.6409350649350649,0.24880880230880234,0.13598639455782316
6,0.039985431565649134,0.8220068027210885,0.7146030543530544,0.657896103896104,0.25176551226551225,0.12741496598639454
8,0.03661891187040248,0.8243877551020409,0.714361531986532,0.6563636363636364,0.2517849927849928,0.1226530612244898
10,0.031555805368010295,0.8216369047619048,0.7141277958152958,0.6535584415584416,0.2546839826839827,0.11672619047619048
12,0.026433361973723743,0.8148384353741496,0.7137170514670513,0.6352467532467532,0.2543455988455989,0.11889455782312927
14,0.02074436441250851,0.8091326530612245,0.713212993025493,0.6245974025974026,0.2548423520923521,0.12459183673469386
16,0.021914987128878818,0.8162074829931972,0.7209880050505051,0.6436363636363636,0.24216341991341991,0.11615646258503401
18,0.018699814361179685,0.813329081632653,0.7135248917748918,0.6466493506493507,0.2549794372294372,0.11619897959183674
20,0.01604772282833327,0.8067687074829932,0.70986541005291,0.6074285714285714,0.2628769841269841,0.11789115646258504
