FILE_WEIGHT,MUSIC_WEIGHT,ADS,WORST_CHANNEL_ADS,MIN_CHANNEL_DELTA,ROBUST_SELECTION
0.0,0.0,0.6979220779220779,0.6397131141998371,0.0,0.6688175960609575
0.0,0.025,0.7030649350649351,0.6452601134497686,0.0,0.6741625242573519
0.0,0.05,0.7064935064935065,0.6659743991640543,0.010357142857142732,0.6862339528287804
0.025,0.0,0.7017402597402598,0.6450322631360073,0.0,0.6733862614381335
0.025,0.025,0.7068831168831169,0.6621793053689605,0.0,0.6845312111260387
0.025,0.05,0.7103116883116883,0.6756198207396938,0.010357142857142732,0.6929657545256911
0.05,0.0,0.7093766233766233,0.6450322631360073,0.0,0.6772044432563153
0.05,0.025,0.7145194805194804,0.6654239682051316,0.005434782608695676,0.689971724362306
0.05,0.05,0.7179480519480519,0.6756198207396938,0.01579192546583852,0.6967839363438728
